gene_id	symbol	product	biotype	chrom	start	end	n_go	tier	n_lines_refined	lines_refined	reciprocal_pav	ecotype_only_corroborated	cnv	dmr	ref_divergence	reciprocal_present_in	ecotype_only_tier	ecotype_only_side	copies_lean	copies_siscowet	sv	ref_pav	n_lines_23_6	cluster_rep	cluster_size	caution	phase18_convergent	phase18_rank_score
gene-LOC120065092	LOC120065092	musculoskeletal embryonic nuclear protein 1-like	protein_coding	NC_052326.1	16800975	16804348	4	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065092	1		0	
gene-LOC120065131	LOC120065131	60S ribosomal protein L22-like	protein_coding	NC_052326.1	23162175	23171323	4	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065131	1		0	
gene-LOC120065157	LOC120065157	ETS domain-containing protein Elk-4-like	protein_coding	NC_052326.1	25975767	25991185	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065157	1		0	
gene-LOC120065158	LOC120065158	nuclear ubiquitous casein and cyclin-dependent kinase substrate 1-like	protein_coding	NC_052326.1	26058353	26068359	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065158	1		0	
gene-LOC120065207	LOC120065207	kinesin light chain 1-like	protein_coding	NC_052308.1	59500540	59532100	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065207	1		0	
gene-LOC120065315	LOC120065315	serine/arginine-rich splicing factor 3-like	protein_coding	NC_052326.1	37014313	37024223	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065315	1		0	
gene-LOC120065371	LOC120065371	tumor suppressor candidate 2-like	protein_coding	NC_052326.1	41772503	41778274	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065371	1		0	
gene-LOC120065434	LOC120065434	ADP-ribosylation factor-related protein 1-like	protein_coding	NC_052326.1	46960003	46965004	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065434	1		0	
gene-LOC120065438	LOC120065438	neuronal acetylcholine receptor subunit alpha-4-like	protein_coding	NC_052326.1	46988240	46996482	10	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065438	1		0	
gene-LOC120065500	LOC120065500	protein SSUH2 homolog	protein_coding	NC_052326.1	52166477	52203960	2	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120064666	3		0	
gene-LOC120065552	LOC120065552	odorant receptor 131-2-like	protein_coding	NC_052326.1	3196039	3196959	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065552	2		0	
gene-LOC120065564	LOC120065564	nucleosome-remodeling factor subunit BPTF-like	protein_coding	NC_052308.1	62116927	62170504	4	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120065564	1		0	
gene-LOC120065574	LOC120065574	cytoplasmic phosphatidylinositol transfer protein 1-like	protein_coding	NC_052308.1	62193324	62278201	4	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120065574	1		0	
gene-LOC120065638	LOC120065638	contactin-3-like	protein_coding	NC_052326.1	2195489	2244996	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065638	1		0	
gene-LOC120065673	LOC120065673	axin-2-like	protein_coding	NC_052308.1	62899897	62917402	1	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-LOC120065673	1		0	
gene-LOC120065725	LOC120065725	E3 ubiquitin/ISG15 ligase TRIM25-like	protein_coding	NC_052308.1	63249796	63263193	2	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-LOC120065725	1		0	
gene-LOC120065727	LOC120065727	Krueppel-like factor 15	protein_coding	NC_052326.1	26025136	26029091	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065727	1		0	
gene-LOC120065817	LOC120065817	mesogenin-1-like	protein_coding	NC_052327.1	20555468	20573466	8	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065817	1		0	
gene-LOC120065840	LOC120065840	arrestin domain-containing protein 4-like	protein_coding	NC_052327.1	27954443	27959998	4	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120065840	1		0	
gene-LOC120065935	LOC120065935	protein regulator of cytokinesis 1-like	protein_coding	NC_052327.1	48091268	48104752	6	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120065935	1		0	
gene-LOC120065949	LOC120065949	circumsporozoite protein-like	protein_coding	NC_052327.1	48996267	49004230	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120065949	1		0	
gene-LOC120065968	LOC120065968	sphingosine kinase 1-like	protein_coding	NC_052308.1	63829110	63847119	7	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-LOC120065968	1		0	
gene-LOC120066336	LOC120066336	beta-centractin-like	protein_coding	NC_052307.1	24596290	24606917	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120066336	1		0	
gene-LOC120066365	LOC120066365	serine/threonine-protein kinase WNK1-like	protein_coding	NC_052327.1	39495846	39558947	12	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120066365	1		0	
gene-LOC120066437	LOC120066437	polycomb protein suz12-B-like	protein_coding	NC_052308.1	66393530	66407740	3	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120066437	1		0	
gene-LOC120066476	LOC120066476	arf-GAP with dual PH domain-containing protein 2-like	protein_coding	NC_052308.1	66417281	66424557	5	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120066476	1		0	
gene-LOC120066484	LOC120066484	mitochondrial Rho GTPase 1-A-like	protein_coding	NC_052308.1	66434906	66460408	6	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120066484	1		0	
gene-LOC120066492	LOC120066492	tripartite motif-containing protein 65-like	protein_coding	NC_052308.1	66432030	66434861	1	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120066492	1		0	
gene-LOC120066508	LOC120066508	BUB3-interacting and GLEBS motif-containing protein ZNF207-like	protein_coding	NC_052308.1	66530286	66536623	1	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120066508	1		0	
gene-LOC120066509	LOC120066509	guanine nucleotide exchange factor for Rab-3A-like	protein_coding	NC_052327.1	54945408	54970831	3	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120066509	1		0	
gene-LOC120066515	LOC120066515	trinucleotide repeat-containing gene 6C protein-like	protein_coding	NC_052308.1	66546165	66618343	6	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120066515	1		0	
gene-LOC120066534	LOC120066534	septin-9-like	protein_coding	NC_052308.1	66747244	66832919	8	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-LOC120066534	1		0	
gene-LOC120066542	LOC120066542	ankyrin repeat domain-containing protein 7-like	protein_coding	NC_052327.1	2927611	2939605	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-si:ch211-272n13.3	2		0	
gene-LOC120066569	LOC120066569	BTB/POZ domain-containing protein KCTD9	protein_coding	NC_052307.1	24608003	24613119	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120066569	1		0	
gene-LOC120066645	LOC120066645	aminopeptidase N	protein_coding	NC_052327.1	20538916	20550432	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120066645	1		0	
gene-LOC120066646	LOC120066646	synaptic vesicle glycoprotein 2B-like	protein_coding	NC_052327.1	20577951	20587536	4	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120066646	1		0	
gene-LOC120066694	LOC120066694	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7-like	protein_coding	NC_052327.1	1963926	1966094	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120066694	1		0	
gene-LOC120066716	LOC120066716	high choriolytic enzyme 2-like	protein_coding	NC_052327.1	36373961	36378995	3	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-LOC120066715	2		0	
gene-LOC120066949	LOC120066949	peripherin-2-like	protein_coding	NC_052328.1	13585013	13589412	2	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120066949	1		0	
gene-abhd5a	abhd5a	abhydrolase domain containing 5a	protein_coding	NC_052343.1	28946959	28959371	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-abhd5a	1		0	
gene-ache	ache	acetylcholinesterase	protein_coding	NC_052312.1	23258359	23274135	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-ache	1		0	
gene-acsl1a	acsl1a	acyl-CoA synthetase long chain family member 1a	protein_coding	NC_052314.1	47755280	47807444	6	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-acsl1a	1		0	
gene-acte1	acte1	actin, epsilon 1	protein_coding	NC_052315.1	50765482	50770374	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-acte1	1		0	
gene-ada2b	ada2b	adenosine deaminase 2b	protein_coding	NC_052312.1	36708104	36711035	4	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	1	3	gene-ada2b	1		0	0
gene-adamts18	adamts18	ADAM metallopeptidase with thrombospondin type 1 motif, 18	protein_coding	NC_052307.1	57179209	57255199	4	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-adamts18	1		0	
gene-adgrl1a	adgrl1a	adhesion G protein-coupled receptor L1a	protein_coding	NC_052309.1	81857548	81957839	9	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	1	3	gene-adgrl1a	1		0	0
gene-adgrl4	adgrl4	adhesion G protein-coupled receptor L4	protein_coding	NC_052314.1	43918766	43943932	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-adgrl4	1		0	
gene-aldh3b2	aldh3b2	aldehyde dehydrogenase 3 family, member B2	protein_coding	NC_052307.1	15615812	15618833	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-aldh3b2	1		0	
gene-alx3	alx3	ALX homeobox 3	protein_coding	NC_052320.1	3860410	3861979	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-alx3	1		0	
gene-anapc5	anapc5	anaphase promoting complex subunit 5	protein_coding	NC_052324.1	17196571	17206410	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120063176	2		0	
gene-angel1	angel1	angel homolog 1 (Drosophila)	protein_coding	NC_052334.1	26571970	26579574	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-angel1	1		0	
gene-angel2	angel2	angel homolog 2 (Drosophila)	protein_coding	NC_052335.1	18508084	18513251	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-angel2	1		0	
gene-ankk1	ankk1	ankyrin repeat and kinase domain containing 1	protein_coding	NC_052329.1	40748405	40761180	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-ankk1	1		0	
gene-ano9b	ano9b	anoctamin 9b	protein_coding	NC_052307.1	68088878	68101270	4	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-ano9b	2		0	
gene-anpepb	anpepb	alanyl (membrane) aminopeptidase b	protein_coding	NC_052327.1	20525894	20534207	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-anpepb	1		0	
gene-ap1m2	ap1m2	adaptor related protein complex 1 subunit mu 2	protein_coding	NC_052345.1	5155031	5163167	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-ap1m2	1		0	
gene-ap1s1	ap1s1	adaptor related protein complex 1 subunit sigma 1	protein_coding	NC_052312.1	22926294	22945178	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-ap1s1	1		0	
gene-apba2b	apba2b	amyloid beta (A4) precursor protein-binding, family A, member 2b	protein_coding	NC_052307.1	59476935	59499186	6	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-apba2b	1		0	
gene-appl2	appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	protein_coding	NC_052327.1	19684588	19693956	4	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-appl2	1		0	
gene-aqp7	aqp7	aquaporin 7	protein_coding	NC_052308.1	45074432	45090609	7	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-aqp7	1		0	
gene-arap3	arap3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	protein_coding	NC_052311.1	5859275	5911506	5	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-arap3	1		0	
gene-arfip1	arfip1	ADP-ribosylation factor interacting protein 1 (arfaptin 1)	protein_coding	NC_052314.1	48708298	48747751	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-arfip1	1		0	
gene-arhgap35a	arhgap35a	Rho GTPase activating protein 35a	protein_coding	NC_052329.1	38259815	38347792	3	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-arhgap35a	1		0	
gene-arhgap44a	arhgap44a	Rho GTPase activating protein 44a	protein_coding	NC_052309.1	88622345	88670248	15	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-arhgap44a	1		0	
gene-arih1	arih1	ariadne ubiquitin-conjugating enzyme E2 binding protein homolog 1 (Drosophila)	protein_coding	NW_024059075.1	60970	68611	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-arih1	1		0	
gene-arrdc1b	arrdc1b	arrestin domain containing 1b	protein_coding	NC_052332.1	23203684	23254199	4	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-arrdc1b	1		0	
gene-asmtl	asmtl	acetylserotonin O-methyltransferase-like	protein_coding	NC_052319.1	3426481	3436846	2	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-asmtl	1		0	
gene-atad5a	atad5a	ATPase family AAA domain containing 5a	protein_coding	NC_052309.1	97657136	97679712	5	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-atad5a	1		0	
gene-atg4da	atg4da	autophagy related 4D, cysteine peptidase a	protein_coding	NC_052345.1	5245953	5255506	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-atg4da	1		0	
gene-azin1b	azin1b	antizyme inhibitor 1b	protein_coding	NC_052338.1	37198203	37227266	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-azin1b	1		0	
gene-baiap2l1b	baiap2l1b	BAR/IMD domain containing adaptor protein 2 like 1b	protein_coding	NC_052309.1	93073354	93162840	7	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-baiap2l1b	1		0	
gene-baiap3	baiap3	BAI1 associated protein 3	protein_coding	NC_052309.1	70862720	70893880	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-baiap3	1		0	
gene-bbln	bbln	bublin coiled coil protein	protein_coding	NC_052332.1	16601880	16604757	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-bbln	1		0	
gene-bdkrb1	bdkrb1	bradykinin receptor B1	protein_coding	NC_052334.1	18306821	18309057	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-LOC120023737	2		0	
gene-bend5	bend5	BEN domain containing 5	protein_coding	NC_052316.1	22088245	22117657	2	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-bend5	1		0	
gene-bend7	bend7	BEN domain containing 7	protein_coding	NC_052315.1	32198487	32201259	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-bend7	1		0	
gene-bglapl	bglapl	bone gamma-carboxyglutamate (gla) protein, like	protein_coding	NC_052308.1	71045938	71048545	8	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-bglapl	1		0	
gene-bin1b	bin1b	bridging integrator 1b	protein_coding	NC_052313.1	57982503	58036418	5	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	1	3	gene-bin1b	1		0	0
gene-bnc1	bnc1	basonuclin 1	protein_coding	NC_052336.1	4410416	4435982	2	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	1	1	gene-bnc1	1		0	0
gene-bnc2	bnc2	basonuclin 2	protein_coding	NC_052348.1	17795580	17944314	2	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-bnc2	1		0	
gene-bora	bora	bora aurora kinase A activator	protein_coding	NW_024061122.1	158867	167448	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-bora	1		0	
gene-bri3	bri3	brain protein I3	protein_coding	NC_052309.1	93064667	93071756	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-bri3	1		0	
gene-btr01	btr01	bloodthirsty-related gene family, member 1	protein_coding	NC_052348.1	20952209	20962489	2	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-btr01	1		0	
gene-c15h2orf50	c15h2orf50	chromosome 15 C2orf50 homolog	protein_coding	NC_052321.1	26684683	26686891	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-c15h2orf50	1		0	
gene-c19h2orf69	c19h2orf69	chromosome 19 C2orf69 homolog	protein_coding	NC_052325.1	44858513	44863943	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-c19h2orf69	1		0	
gene-c1qtnf1	c1qtnf1	C1q and TNF related 1	protein_coding	NC_052310.1	59763084	59765214	2	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-c1qtnf1	1		0	
gene-c3h17orf75	c3h17orf75	chromosome 3 C17orf75 homolog	protein_coding	NC_052309.1	97725486	97736192	2	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-c3h17orf75	1		0	
gene-c6ast1	c6ast1	six-cysteine containing astacin protease 1	protein_coding	NC_052307.1	54461378	54463467	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	5	3	0	0	1	gene-c6ast1	1		0	1
gene-cartl	cartl	cocaine- and amphetamine-regulated transcript-like	protein_coding	NC_052307.1	73717914	73720000	7	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cartl	1		0	
gene-ccdc12	ccdc12	coiled-coil domain containing 12	protein_coding	NC_052343.1	30455846	30474150	2	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-ccdc12	1		0	
gene-ccdc14	ccdc14	coiled-coil domain containing 14	protein_coding	NC_052346.1	17945178	17952689	2	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-ccdc14	1		0	
gene-ccdc39	ccdc39	coiled-coil domain containing 39	protein_coding	NC_052331.1	33545969	33561177	4	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-ccdc39	1		0	
gene-ccka	ccka	cholecystokinin a	protein_coding	NC_052343.1	29126122	29129370	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-ccka	1		0	
gene-ccna1	ccna1	cyclin A1	protein_coding	NC_052332.1	39208230	39213109	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-ccna1	1		0	
gene-ccr9a	ccr9a	chemokine (C-C motif) receptor 9a	protein_coding	NC_052317.1	1329759	1332766	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-ccr9a	1		0	
gene-cd180	cd180	CD180 molecule	protein_coding	NC_052337.1	23723071	23797793	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cd180	1		0	
gene-cd247	cd247	CD247 molecule	protein_coding	NC_052346.1	18828007	18843176	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cd247	1		0	
gene-cd44a	cd44a	CD44 molecule (Indian blood group) a	protein_coding	NC_052307.1	82089641	82096601	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-cd44a	1		0	
gene-cd74a	cd74a	CD74 molecule, major histocompatibility complex, class II invariant chain a	protein_coding	NC_052311.1	31231730	31236310	8	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	1	1	gene-cd74a	1		0	1
gene-cdhr5b	cdhr5b	cadherin-related family member 5b	protein_coding	NC_052314.1	11312520	11314232	0	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cdhr5b	1		0	
gene-cdk18	cdk18	cyclin dependent kinase 18	protein_coding	NC_052326.1	25900908	25958570	6	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cdk18	1		0	
gene-cdk5r2a	cdk5r2a	cyclin-dependent kinase 5, regulatory subunit 2a (p39)	protein_coding	NC_052346.1	17908299	17909335	7	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cdk5r2a	1		0	
gene-cdkn2a/b	cdkn2a/b	cyclin-dependent kinase inhibitor 2A/B (p15, inhibits CDK4)	protein_coding	NC_052348.1	16536021	16538752	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-cdkn2a/b	1		0	
gene-cdkn2d	cdkn2d	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)	protein_coding	NC_052345.1	5152357	5154559	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cdkn2d	1		0	
gene-cebp1	cebp1	CCAAT/enhancer binding protein (C/EBP) 1	protein_coding	NC_052313.1	18467507	18469076	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cebp1	1		0	
gene-cep112	cep112	centrosomal protein 112	protein_coding	NC_052309.1	82786853	82964120	0	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-cep112	1		0	
gene-cep131	cep131	centrosomal protein 131	protein_coding	NC_052310.1	67151604	67188216	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cep131	1		0	
gene-cep83	cep83	centrosomal protein 83	protein_coding	NC_052312.1	42953723	42962974	1	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-cep83	1		0	
gene-cfap20	cfap20	cilia and flagella associated protein 20	protein_coding	NC_052338.1	23198020	23202848	5	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cfap20	1		0	
gene-chrnd	chrnd	cholinergic receptor, nicotinic, delta (muscle)	protein_coding	NC_052339.1	21368302	21375419	10	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	lean	2	1	0	0	1	gene-chrnd	1		0	
gene-cited4b	cited4b	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4b	protein_coding	NC_052343.1	2783195	2785921	2	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cited4b	1		0	
gene-cln3	cln3	CLN3 lysosomal/endosomal transmembrane protein, battenin	protein_coding	NC_052309.1	57354000	57379609	4	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cln3	1		0	
gene-cmbl	cmbl	carboxymethylenebutenolidase homolog (Pseudomonas)	protein_coding	NC_052313.1	7626803	7630418	1	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-cmbl	1		0	
gene-cmtm6	cmtm6	CKLF-like MARVEL transmembrane domain containing 6	protein_coding	NC_052343.1	31234251	31242031	1	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-cmtm6	1		0	2
gene-cntln	cntln	centlein, centrosomal protein	protein_coding	NC_052314.1	1573540	1717007	4	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	lean			1	0	2	gene-cntln	1		0	
gene-col11a2	col11a2	collagen, type XI, alpha 2	protein_coding	NC_052338.1	8990386	9028097	2	B	2	ecotype_only_corroborated,ref_divergence	0	1	0	0	1		corroborated	siscowet			1	0	2	gene-col11a2	1		0	
gene-col5a2b	col5a2b	collagen, type V, alpha 2b	protein_coding	NC_052346.1	17620988	17665353	3	B	2	cnv,ref_divergence	0	0	1	0	1		liftoff_only	siscowet	1	2	0	0	1	gene-col5a2b	1		0	
