gene_id	symbol	product	biotype	chrom	start	end	n_go	tier	n_lines_refined	lines_refined	reciprocal_pav	ecotype_only_corroborated	cnv	dmr	ref_divergence	reciprocal_present_in	ecotype_only_tier	ecotype_only_side	copies_lean	copies_siscowet	sv	ref_pav	n_lines_23_6	cluster_rep	cluster_size	caution	phase18_convergent	phase18_rank_score
gene-LOC120044908	LOC120044908	roquin-2-like	protein_coding	NC_052309.1	9661352	9692733	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044908	1		0	
gene-LOC120044909	LOC120044909	rab GTPase-activating protein 1-like	protein_coding	NC_052309.1	9495450	9657197	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044909	1		0	
gene-LOC120044910	LOC120044910	keratin, type I cytoskeletal 18-like	protein_coding	NC_052309.1	9726037	9740460	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044910	1		0	
gene-LOC120044911	LOC120044911	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8-like	protein_coding	NC_052309.1	9789657	9793761	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044911	1		0	
gene-LOC120044916	LOC120044916	progestin and adipoQ receptor family member 3-like	protein_coding	NC_052309.1	9918941	9925494	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044916	2		0	
gene-LOC120044917	LOC120044917	progestin and adipoQ receptor family member 3-like	protein_coding	NC_052309.1	9937427	9942174	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044916	2		0	
gene-LOC120044918	LOC120044918	anthrax toxin receptor 2-like	protein_coding	NC_052309.1	9945091	9962294	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044918	1		0	
gene-LOC120044919	LOC120044919	ras-GEF domain-containing family member 1B-B-like	protein_coding	NC_052309.1	9963076	9975192	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044919	1		0	
gene-LOC120044920	LOC120044920	chondroitin sulfate proteoglycan 4-like	protein_coding	NC_052309.1	9999116	10027646	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044921	2		0	
gene-LOC120044921	LOC120044921	chondroitin sulfate proteoglycan 4-like	protein_coding	NC_052309.1	9994479	9998935	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044921	2		0	
gene-LOC120044922	LOC120044922	sorting nexin-18-like	protein_coding	NC_052309.1	10034798	10041311	10		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044922	1		0	
gene-LOC120044924	LOC120044924	integrin alpha-1-like	protein_coding	NC_052309.1	10173937	10259156	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044785	2		0	
gene-LOC120044947	LOC120044947	protein prune homolog 2-like	protein_coding	NC_052309.1	11965419	11981705	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044947	1		0	
gene-LOC120044949	LOC120044949	guanine nucleotide-binding protein G(q) subunit alpha-like	protein_coding	NC_052309.1	11997630	12026264	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044950	2		0	
gene-LOC120044950	LOC120044950	guanine nucleotide-binding protein subunit alpha-14-like	protein_coding	NC_052309.1	11983802	11996078	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044950	2		0	
gene-LOC120044951	LOC120044951	heterogeneous nuclear ribonucleoprotein K-like	protein_coding	NC_052309.1	12028614	12041150	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044951	1		0	
gene-LOC120044952	LOC120044952	E3 ubiquitin-protein ligase KCMF1-like	protein_coding	NC_052309.1	12093212	12103822	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044952	1		0	
gene-LOC120044953	LOC120044953	solute carrier family 25 member 46-like	protein_coding	NC_052309.1	12189072	12200249	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044953	1		0	
gene-LOC120044954	LOC120044954	E3 ubiquitin-protein ligase Praja-2-like	protein_coding	NC_052309.1	12298944	12318953	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044954	1		0	
gene-LOC120044955	LOC120044955	tyrosine-protein kinase Fer-like	protein_coding	NC_052309.1	12322373	12351658	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044955	1		0	
gene-LOC120044956	LOC120044956	protein strawberry notch homolog 1-like	protein_coding	NC_052309.1	12612974	12641688	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044956	1		0	
gene-LOC120044957	LOC120044957	cyclin-dependent kinase 2-associated protein 1	protein_coding	NC_052309.1	12608509	12611249	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044957	1		0	
gene-LOC120044958	LOC120044958	RILP-like protein 1	protein_coding	NC_052309.1	12652260	12677680	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044958	1		0	
gene-LOC120044960	LOC120044960	hydroxycarboxylic acid receptor 2-like	protein_coding	NC_052309.1	12700062	12701867	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044960	1		0	
gene-LOC120044963	LOC120044963	translation initiation factor eIF-2B subunit alpha-like	protein_coding	NC_052309.1	12802400	12809366	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044963	1		0	
gene-LOC120044966	LOC120044966	tetratricopeptide repeat protein 28-like	protein_coding	NC_052309.1	12990062	13029981	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044966	1		0	
gene-LOC120044969	LOC120044969	phosphatidylinositol transfer protein beta isoform-like	protein_coding	NC_052309.1	13030787	13061581	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044969	1		0	
gene-LOC120044980	LOC120044980	serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform-like	protein_coding	NC_052309.1	13426512	13458749	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044980	1		0	
gene-LOC120044982	LOC120044982	poly [ADP-ribose] polymerase tankyrase-1-like	protein_coding	NC_052309.1	13620029	13758038	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120044982	1		0	
gene-LOC120045008	LOC120045008	PDZ and LIM domain protein 7-like	protein_coding	NC_052309.1	16016675	16117979	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045008	1		0	
gene-LOC120045017	LOC120045017	sushi domain-containing protein 2-like	protein_coding	NC_052309.1	17050989	17080181	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045017	1		0	
gene-LOC120045038	LOC120045038	protein split ends-like	protein_coding	NC_052309.1	17734980	17789541	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045038	1		0	
gene-LOC120045039	LOC120045039	annexin A4-like	protein_coding	NC_052309.1	17867517	17884454	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045039	1		0	
gene-LOC120045042	LOC120045042	AP2-associated protein kinase 1-like	protein_coding	NC_052309.1	17892346	17936363	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045042	1		0	
gene-LOC120045043	LOC120045043	bone morphogenetic protein 1-like	protein_coding	NC_052309.1	18040882	18106863	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045043	1		0	
gene-LOC120045044	LOC120045044	zinc-binding protein A33-like	protein_coding	NC_052309.1	18110156	18114815	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045044	1		0	
gene-LOC120045049	LOC120045049	hippocampus abundant transcript 1 protein-like	protein_coding	NC_052307.1	47132113	47154254	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045049	1		0	
gene-LOC120045059	LOC120045059	F-box/WD repeat-containing protein 11-like	protein_coding	NC_052309.1	19198739	19228952	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045059	1		0	
gene-LOC120045061	LOC120045061	eukaryotic peptide chain release factor subunit 1-like	protein_coding	NC_052309.1	19231652	19239662	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045061	1		0	
gene-LOC120045062	LOC120045062	roundabout homolog 1-like	protein_coding	NC_052309.1	20086988	20271983	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120043561	2		0	
gene-LOC120045073	LOC120045073	RNA-binding protein Musashi homolog 2	protein_coding	NC_052309.1	21927544	22334061	3		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120045073	1		0	0
gene-LOC120045088	LOC120045088	oligophrenin-1-like	protein_coding	NC_052309.1	23418486	23481832	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045088	1		0	
gene-LOC120045090	LOC120045090	androgen receptor-like	protein_coding	NC_052309.1	23491505	23531619	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045090	1		0	
gene-LOC120045098	LOC120045098	centrosomal protein of 120 kDa	protein_coding	NC_052307.1	47446606	47514565	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045098	1		0	
gene-LOC120045106	LOC120045106	plasminogen-like	protein_coding	NC_052309.1	24845786	24868897	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045106	1		0	
gene-LOC120045143	LOC120045143	low-density lipoprotein receptor-related protein 4-like	protein_coding	NC_052307.1	49334051	49565462	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045143	1		0	
gene-LOC120045149	LOC120045149	cytoskeleton-associated protein 5-like	protein_coding	NC_052307.1	49782253	49871335	10		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045149	1		0	
gene-LOC120045153	LOC120045153	protein sprouty homolog 3-like	protein_coding	NC_052309.1	27157925	27183477	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045153	1		0	
gene-LOC120045163	LOC120045163	src substrate cortactin-like	protein_coding	NC_052307.1	50821958	50846027	8		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045163	1		0	
gene-LOC120045176	LOC120045176	glycerophosphodiester phosphodiesterase domain-containing protein 5-like	protein_coding	NC_052309.1	28464858	28536793	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045176	1		0	
gene-LOC120045202	LOC120045202	clathrin heavy chain 1-like	protein_coding	NC_052309.1	31105355	31178279	12		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045202	1		0	
gene-LOC120045214	LOC120045214	serine/threonine-protein kinase BRSK2	protein_coding	NC_052307.1	51249312	51413017	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045214	1		0	
gene-LOC120045304	LOC120045304	thrombospondin-2-like	protein_coding	NC_052310.1	80201849	80203975	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045304	1		0	
gene-LOC120045305	LOC120045305	AT-rich interactive domain-containing protein 4B-like	protein_coding	NC_052310.1	80729	166497	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045305	1		0	
gene-LOC120045308	LOC120045308	HEAT repeat-containing protein 5B-like	protein_coding	NC_052310.1	489149	531670	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045308	2		0	
gene-LOC120045310	LOC120045310	serine palmitoyltransferase 3-like	protein_coding	NC_052310.1	824074	971506	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045310	1		0	
gene-LOC120045314	LOC120045314	calpain-2 catalytic subunit-like	protein_coding	NC_052310.1	2391051	2443118	4		1	ref_divergence	0	0	0	0	1						0	1	1	gene-LOC120045314	3		0	0
gene-LOC120045315	LOC120045315	cell surface glycoprotein 1-like	protein_coding	NC_052310.1	2889246	2956073	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045315	1		0	
gene-LOC120045317	LOC120045317	equilibrative nucleoside transporter 1-like	protein_coding	NC_052310.1	3630751	3643148	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045317	1		0	
gene-LOC120045318	LOC120045318	5-hydroxytryptamine receptor 7-like	protein_coding	NC_052310.1	3855723	3859495	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045318	1		0	
gene-LOC120045319	LOC120045319	cadherin-related family member 1-like	protein_coding	NC_052310.1	4023565	4065923	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045319	1		0	
gene-LOC120045321	LOC120045321	serine/threonine-protein kinase SBK1-like	protein_coding	NC_052310.1	4306153	4308049	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045321	1		0	
gene-LOC120045323	LOC120045323	germ cell-specific gene 1-like protein	protein_coding	NC_052310.1	4510794	4546100	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045323	1		0	
gene-LOC120045324	LOC120045324	growth arrest-specific protein 7-like	protein_coding	NC_052310.1	4824279	4860738	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045324	1		0	
gene-LOC120045325	LOC120045325	myocardin-like	protein_coding	NC_052310.1	4860839	4882220	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045325	1		0	
gene-LOC120045330	LOC120045330	E3 SUMO-protein ligase PIAS2-like	protein_coding	NC_052307.1	1929628	1948713	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045330	1		0	
gene-LOC120045331	LOC120045331	integrin beta-4-like	protein_coding	NC_052310.1	6497640	6527385	10		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045331	1		0	
gene-LOC120045333	LOC120045333	urotensin-2 receptor-like	protein_coding	NC_052310.1	6863332	6864426	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045333	1		0	
gene-LOC120045336	LOC120045336	carbonic anhydrase-related protein 10	protein_coding	NC_052310.1	7478316	7774919	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045336	1		0	
gene-LOC120045337	LOC120045337	glutamate receptor ionotropic, NMDA 2C-like	protein_coding	NC_052310.1	8522848	8577651	10		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045337	1		0	
gene-LOC120045344	LOC120045344	LIM domain-binding protein 3-like	protein_coding	NC_052310.1	9018101	9022624	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045344	2		0	
gene-LOC120045345	LOC120045345	LIM domain-binding protein 3-like	protein_coding	NC_052310.1	9030364	9049903	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045344	2		0	
gene-LOC120045347	LOC120045347	melanopsin-A-like	protein_coding	NC_052310.1	9082785	9119293	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045347	1		0	
gene-LOC120045348	LOC120045348	inactive ubiquitin carboxyl-terminal hydrolase 54-like	protein_coding	NC_052310.1	9210878	9256209	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045348	1		0	
gene-LOC120045349	LOC120045349	synaptopodin 2-like protein	protein_coding	NC_052310.1	9293490	9305841	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045349	1		0	
gene-LOC120045351	LOC120045351	protein kinase C epsilon type-like	protein_coding	NC_052310.1	9362091	9382013	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045351	1		0	
gene-LOC120045352	LOC120045352	potassium voltage-gated channel subfamily G member 3-like	protein_coding	NC_052310.1	9489921	9494753	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045352	1		0	
gene-LOC120045353	LOC120045353	neurexin-1a-like	protein_coding	NC_052310.1	9560199	9639482	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045353	1		0	
gene-LOC120045354	LOC120045354	protocadherin-15-like	protein_coding	NC_052310.1	9975015	10199481	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045354	1		0	
gene-LOC120045358	LOC120045358	5-hydroxytryptamine receptor 7-like	protein_coding	NC_052310.1	11148712	11150595	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045358	1		0	
gene-LOC120045359	LOC120045359	kinesin-like protein KIF20B	protein_coding	NC_052310.1	11179349	11199038	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045359	1		0	
gene-LOC120045360	LOC120045360	ribonuclease P protein subunit p30-like	protein_coding	NC_052310.1	11199353	11201503	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045360	1		0	
gene-LOC120045362	LOC120045362	D(5)-like dopamine receptor	protein_coding	NC_052310.1	11493429	11494553	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045362	1		0	
gene-LOC120045376	LOC120045376	rho GTPase-activating protein 44-like	protein_coding	NC_052310.1	15494458	15524399	15		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045376	1		0	
gene-LOC120045392	LOC120045392	glucagon receptor-like	protein_coding	NC_052310.1	17739362	17753702	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045392	1		0	
gene-LOC120045401	LOC120045401	calpain-2 catalytic subunit-like	protein_coding	NC_052310.1	2485266	2523890	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045314	3		0	
gene-LOC120045404	LOC120045404	calcium uptake protein 1, mitochondrial-like	protein_coding	NC_052310.1	3696693	3697663	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045404	1		0	
gene-LOC120045405	LOC120045405	vesicle transport protein SFT2A-like	protein_coding	NC_052310.1	3724321	3747642	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045405	1		0	
gene-LOC120045411	LOC120045411	recoverin-like	protein_coding	NC_052310.1	4753082	4754194	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045411	3		0	
gene-LOC120045413	LOC120045413	recoverin-like	protein_coding	NC_052310.1	4801739	4802849	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045411	3		0	
gene-LOC120045416	LOC120045416	cerebellar degeneration-related protein 2-like	protein_coding	NC_052310.1	6392067	6427714	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045416	1		0	
gene-LOC120045423	LOC120045423	cytochrome b-245 chaperone 1 homolog	protein_coding	NC_052310.1	6832001	6836023	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045423	1		0	
gene-LOC120045427	LOC120045427	pepsin A-like	protein_coding	NC_052310.1	7171001	7174818	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045425	4		0	
gene-LOC120045428	LOC120045428	pepsin A-like	protein_coding	NC_052310.1	7192288	7196711	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045425	4		0	
gene-LOC120045433	LOC120045433	myozenin-1-like	protein_coding	NC_052310.1	9280589	9285230	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045433	1		0	
gene-LOC120045434	LOC120045434	homeobox protein SIX3-like	protein_coding	NC_052310.1	9398530	9401183	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045434	1		0	
gene-LOC120045436	LOC120045436	voltage-dependent T-type calcium channel subunit alpha-1G-like	protein_coding	NC_052310.1	10385978	10507569	12		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045436	1		0	
gene-LOC120045438	LOC120045438	interferon-induced protein with tetratricopeptide repeats 5-like	protein_coding	NC_052310.1	11096511	11098892	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045355	3		0	
gene-LOC120045439	LOC120045439	monocarboxylate transporter 12-B-like	protein_coding	NC_052310.1	11103552	11124637	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045439	1		0	
gene-LOC120045440	LOC120045440	ankyrin repeat domain-containing protein 1-like	protein_coding	NC_052310.1	11201952	11208908	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045440	1		0	
gene-LOC120045441	LOC120045441	polycomb group RING finger protein 5-B-like	protein_coding	NC_052310.1	11233488	11239860	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045441	2		0	
gene-LOC120045442	LOC120045442	polycomb group RING finger protein 5-B-like	protein_coding	NC_052310.1	11283523	11298149	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045441	2		0	
gene-LOC120045445	LOC120045445	serine protease HTRA1B	protein_coding	NC_052310.1	12693700	12735420	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045445	1		0	
gene-LOC120045452	LOC120045452	ras-related protein Rab-26-like	protein_coding	NC_052310.1	14096397	14229857	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045452	1		0	
gene-LOC120045457	LOC120045457	ETS translocation variant 4-like	protein_coding	NC_052310.1	14403040	14431377	5		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	lean			0	0	1	gene-LOC120045457	1		0	
gene-LOC120045480	LOC120045480	oxysterols receptor LXR-alpha-like	protein_coding	NC_052307.1	53120098	53144040	7		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120045480	1		0	
gene-LOC120045521	LOC120045521	gamma-crystallin M2-like	protein_coding	NC_052310.1	21740791	21742601	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045521	1		0	
gene-LOC120045526	LOC120045526	dual specificity protein phosphatase 3-like	protein_coding	NC_052310.1	22097601	22111280	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045526	1		0	
gene-LOC120045527	LOC120045527	sclerostin-like	protein_coding	NC_052310.1	22143281	22147068	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045527	1		0	
gene-LOC120045528	LOC120045528	homeobox protein MOX-1-like	protein_coding	NC_052310.1	22249364	22255670	4		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	lean			0	0	1	gene-LOC120045528	1		0	
gene-LOC120045552	LOC120045552	MAP kinase-activating death domain protein-like	protein_coding	NC_052307.1	53148142	53220044	4		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120045552	1		0	
gene-LOC120045556	LOC120045556	probable ATP-dependent RNA helicase DDX47	protein_coding	NC_052310.1	26882250	26885322	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045556	1		0	
gene-LOC120045557	LOC120045557	WW domain-binding protein 11-like	protein_coding	NC_052310.1	26885642	26892064	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045557	1		0	
gene-LOC120045558	LOC120045558	osteocalcin-like	protein_coding	NC_052310.1	26892819	26894580	8		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045558	1		0	
gene-LOC120045559	LOC120045559	matrix Gla protein-like	protein_coding	NC_052310.1	26898569	26903300	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045559	1		0	
gene-LOC120045560	LOC120045560	retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma-like	protein_coding	NC_052310.1	26935052	26937042	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045560	1		0	
gene-LOC120045561	LOC120045561	gamma-butyrobetaine dioxygenase-like	protein_coding	NC_052307.1	53223191	53249451	4		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120045561	1		0	
gene-LOC120045562	LOC120045562	epithelial membrane protein 2-like	protein_coding	NC_052310.1	27024891	27030943	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045562	1		0	
gene-LOC120045563	LOC120045563	glutamate receptor ionotropic, NMDA 2B-like	protein_coding	NC_052310.1	27082363	27140446	10		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045563	1		0	
gene-LOC120045594	LOC120045594	DNA nucleotidylexotransferase	protein_coding	NC_052310.1	35863166	36019645	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045594	1		0	
gene-LOC120045595	LOC120045595	heparan sulfate glucosamine 3-O-sulfotransferase 1-like	protein_coding	NC_052310.1	36159082	36159987	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045595	1		0	
gene-LOC120045599	LOC120045599	serine/threonine-protein kinase 32C-like	protein_coding	NC_052310.1	37557088	37611560	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045599	1		0	
gene-LOC120045614	LOC120045614	melanopsin-A-like	protein_coding	NC_052310.1	40537514	40612928	4		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120045614	1		0	0
gene-LOC120045630	LOC120045630	cGMP-dependent protein kinase 1-like	protein_coding	NC_052310.1	44880001	45031589	3		1	reciprocal_pav	1	0	0	0	0	lean					0	0	1	gene-LOC120045630	1		0	
gene-LOC120045655	LOC120045655	sodium/calcium exchanger 1-like	protein_coding	NC_052310.1	53358662	53534507	7		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120045655	1		0	0
gene-LOC120045673	LOC120045673	pleckstrin-like	protein_coding	NC_052310.1	60076544	60085186	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045673	1		0	
gene-LOC120045674	LOC120045674	filensin-like	protein_coding	NC_052310.1	60151423	60163004	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045674	1		0	
gene-LOC120045675	LOC120045675	neuroendocrine convertase 2-like	protein_coding	NC_052310.1	60164562	60258873	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045675	1		0	
gene-LOC120045677	LOC120045677	phosphatidylinositol 4-kinase type 2-alpha-like	protein_coding	NC_052310.1	61433639	61444336	8		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045677	1		0	
gene-LOC120045678	LOC120045678	arginine vasopressin-induced protein 1-like	protein_coding	NC_052310.1	61452672	61459005	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045678	1		0	
gene-LOC120045688	LOC120045688	homeobox protein Nkx-2.5-like	protein_coding	NC_052310.1	63781347	63784608	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-nkx3.3	2		0	
gene-LOC120045689	LOC120045689	rho GTPase-activating protein 19-like	protein_coding	NC_052310.1	64268883	64275507	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045689	1		0	
gene-LOC120045690	LOC120045690	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	protein_coding	NC_052310.1	64343285	64467784	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045690	1		0	
gene-LOC120045691	LOC120045691	MAD2L1 binding protein	protein_coding	NC_052310.1	64621397	64624624	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045691	1		0	
gene-LOC120045701	LOC120045701	delphilin-like	protein_coding	NC_052310.1	68754416	68791765	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045701	1		0	
gene-LOC120045712	LOC120045712	cerebellar degeneration-related protein 2-like	protein_coding	NC_052310.1	70558954	70566539	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045712	1		0	
gene-LOC120045717	LOC120045717	kinesin-like protein KIF19	protein_coding	NC_052310.1	72526166	72599111	4		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120045717	1		0	0
gene-LOC120045718	LOC120045718	ras-related C3 botulinum toxin substrate 3-like	protein_coding	NC_052310.1	72993072	73005182	15		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045718	1		0	
gene-LOC120045747	LOC120045747	adenylosuccinate synthetase isozyme 2-like	protein_coding	NC_052310.1	79142348	79150189	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045747	2		0	
gene-LOC120045754	LOC120045754	transmembrane protein 87A-like	protein_coding	NC_052310.1	83018090	83031959	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120045754	1		0	
