id,feature,fc,pval,qval,chr,start,end,score,strand
gene-LOC120042364,gene,0.897309423299945,0.027702436147002,0.392919507170208,NW_024061375.1,230427,234938,0,-
gene-LOC120042366,gene,0.985829047955185,0.013710757088757,0.338438134186399,NW_024061376.1,87625,90520,0,-
gene-LOC120042370,gene,0.973591225822994,0.00653040891801349,0.307632767845853,NW_024061377.1,63380,75411,0,+
gene-LOC120042371,gene,0.940486218973415,0.0187952128851308,0.36651721727948,NW_024061377.1,15700,26649,0,-
gene-LOC120042379,gene,0.888577640332151,0.0264199664473914,0.389234815901001,NW_024061379.1,2028,30323,0,+
gene-LOC120042387,gene,0.967631915261779,0.0301437037409413,0.401381119112046,NW_024061384.1,30032,113498,0,-
gene-LOC120042417,gene,0.910002450581485,0.00474141632487934,0.296140961291422,NC_052309.1,91542683,91549813,0,-
gene-LOC120042418,gene,0.940352665533111,0.0156355761603945,0.350617314587703,NW_024061397.1,247087,260049,0,+
gene-LOC120042430,gene,0.95042239959734,0.000103594821986408,0.294456832090784,NW_024061402.1,4421,65709,0,-
gene-LOC120042455,gene,1.2904049403215,0.0328329008078605,0.40794704240694,NC_052309.1,91564388,91590820,0,-
gene-LOC120042527,gene,0.973891113025005,0.00184726137726843,0.294456832090784,NW_024061428.1,77933,107349,0,+
gene-LOC120042530,gene,0.990764019345084,0.0301966934476616,0.401381119112046,NW_024061428.1,6340,14644,0,-
gene-LOC120042531,gene,0.987647668782456,0.0481903137123179,0.441018254828864,NW_024061428.1,32437,37529,0,-
gene-LOC120042568,gene,0.927496382238876,0.0071654873313296,0.309567883574485,NW_024061435.1,28512,48262,0,-
gene-LOC120042569,gene,0.940415767291609,0.00159421149889361,0.294456832090784,NW_024061435.1,76034,116826,0,-
gene-LOC120042579,gene,0.876989240096177,0.00897592190529073,0.314567431023037,NW_024061441.1,124415,125927,0,-
gene-LOC120042584,gene,0.945971230729844,0.0156863828542235,0.351050559837524,NW_024061444.1,6672,16913,0,+
gene-LOC120042593,gene,0.852662887831157,0.0162097935598311,0.352331256915375,NW_024061448.1,59098,80286,0,-
gene-LOC120042594,gene,1.27111446730331,0.0235184742683212,0.378209889289977,NW_024061448.1,6729,23726,0,+
gene-LOC120042595,gene,1.31070526194395,0.0272517801779424,0.392303840679748,NW_024061448.1,100237,116795,0,-
gene-LOC120042613,gene,0.819824610060747,0.0198666737118698,0.366799336022592,NW_024061451.1,14999,36895,0,-
gene-LOC120042641,gene,1.03484994850669,0.0348370606465896,0.413801407843692,NW_024061460.1,108016,121236,0,+
gene-LOC120042642,gene,0.905965926873753,0.0407326007683586,0.431769210783924,NC_052309.1,92061766,92079455,0,+
gene-LOC120042649,gene,0.978854896719642,0.0177732843200529,0.360506171638955,NW_024061463.1,33248,37209,0,+
gene-LOC120042652,gene,0.96196466864143,0.0398879674174573,0.431241603733196,NW_024061463.1,39346,53083,0,-
gene-LOC120042653,gene,0.987866829446263,0.0138408849536622,0.339722284353626,NW_024061463.1,87261,98371,0,-
gene-LOC120042697,gene,0.921856325513125,0.00171090389093109,0.294456832090784,NC_052309.1,92122035,92139061,0,-
gene-LOC120042729,gene,1.40582247777079,0.00716126167452857,0.309567883574485,NC_052309.1,92343222,92348322,0,+
gene-LOC120042759,gene,0.957574186784811,0.0154684332483592,0.349729738940114,NW_024061497.1,464748,466033,0,+
gene-LOC120042762,gene,0.933913301197087,0.0166389981664565,0.354145942666517,NW_024061497.1,110370,122341,0,+
gene-LOC120042788,gene,0.76434957417222,0.0157866578122204,0.351793601210808,NW_024061508.1,62526,82361,0,-
gene-LOC120042792,gene,0.990353677961312,0.000159102424743818,0.294456832090784,NW_024061508.1,43316,50211,0,+
gene-LOC120042821,gene,1.22663113343967,0.0269884418765841,0.392303840679748,NW_024061519.1,86744,162628,0,-
gene-LOC120042824,gene,0.822005828635637,0.0394313746222269,0.430547567967213,NW_024061519.1,410999,460753,0,-
gene-LOC120042828,gene,0.962720545012112,0.00781212341465909,0.309567883574485,NW_024061519.1,14999,71321,0,+
gene-LOC120042874,gene,1.02620177223638,0.045892982571653,0.439124555450535,NW_024061525.1,73325,78493,0,+
gene-LOC120042875,gene,1.15442404939544,0.0118644285238393,0.327567466238276,NW_024061525.1,25519,29778,0,+
gene-LOC120042908,gene,0.99496809751967,0.0461028894336026,0.439156621090021,NW_024061531.1,52412,161762,0,-
gene-LOC120042914,gene,1.5487771440827,0.0422364160578508,0.432944310907149,NW_024061533.1,30514,35523,0,-
gene-LOC120042931,gene,1.305921979795,0.0450873721094169,0.438264838028898,NW_024061548.1,53804,103710,0,+
gene-LOC120042934,gene,0.809127594754622,0.041598591090626,0.432944310907149,NW_024061549.1,1743,68903,0,-
gene-LOC120042979,gene,0.895637373266906,0.00823286812841184,0.310524264571723,NW_024061556.1,92840,108752,0,-
gene-LOC120042980,gene,0.877060392089392,0.0382101870701832,0.427724359104895,NW_024061556.1,86439,93624,0,-
gene-LOC120042995,gene,1.24536132895976,0.0200903018126453,0.366799336022592,NW_024061564.1,158614,226738,0,-
gene-LOC120043007,gene,0.954654378639692,0.0238990228929579,0.380632108968568,NW_024061568.1,28288,56149,0,-
gene-LOC120043009,gene,0.966796359972426,0.0364114605005454,0.421029854273137,NW_024061568.1,55994,61446,0,+
gene-LOC120043011,gene,1.43534229863425,0.0223945143019328,0.374899815481975,NW_024061568.1,71286,97689,0,+
gene-LOC120043012,gene,0.977621417715811,0.0158835927547323,0.352331256915375,NW_024061568.1,68059,70892,0,-
gene-LOC120043027,gene,0.92806966119013,0.0452024518288414,0.438264838028898,NW_024061575.1,22025,27241,0,+
gene-LOC120043029,gene,0.993339800942684,0.0129115374246367,0.3352729773147,NW_024061575.1,143563,147384,0,-
gene-LOC120043065,gene,0.914224663970577,0.0271626334583175,0.392303840679748,NW_024061588.1,35644,46787,0,-
gene-LOC120043078,gene,1.60539290952133,0.0133126432670319,0.337235365803839,NW_024061597.1,230530,249450,0,+
gene-LOC120043080,gene,1.52419558651222,0.0109200856521574,0.32515937929485,NW_024061597.1,77563,106292,0,-
gene-LOC120043099,gene,0.956148797079061,0.016616116708208,0.354145942666517,NW_024061605.1,266,5614,0,+
gene-LOC120043209,gene,1.51642693599131,0.0212376257936716,0.371141401880458,NW_024061619.1,143661,170239,0,-
gene-LOC120043215,gene,0.90920287468522,0.0115130519345363,0.326060140968464,NW_024061619.1,170627,173454,0,+
gene-LOC120043224,gene,0.907472305650906,0.0432848303308571,0.434580988774948,NW_024061619.1,185088,211756,0,+
gene-LOC120043230,gene,0.878502946747344,0.0271769912354749,0.392303840679748,NW_024061619.1,179792,185239,0,-
gene-LOC120043284,gene,1.2422532119071,0.0193209207207226,0.366799336022592,NW_024061627.1,21464,90707,0,+
gene-LOC120043299,gene,0.925408894643447,0.0107553133527725,0.32515937929485,NW_024061633.1,37947,44923,0,+
gene-LOC120043313,gene,1.26395621584093,0.0248035144192306,0.382924839410677,NW_024061641.1,1013455,1022586,0,+
gene-LOC120043333,gene,1.06913721290939,0.0339115390683806,0.41194979120759,NW_024061641.1,698542,717040,0,-
gene-LOC120043341,gene,0.954752009554848,0.0246874210555341,0.382924839410677,NW_024061641.1,878687,881788,0,-
gene-LOC120043356,gene,0.834787688716006,0.0216370707859186,0.371958102345104,NW_024061641.1,357878,409215,0,+
gene-LOC120043423,gene,0.823763335947085,0.00697444575029482,0.308338378842631,NW_024061650.1,10291,14952,0,-
gene-LOC120043469,gene,1.69605068997514,0.00395643679629765,0.294456832090784,NC_052309.1,93987667,93994124,0,-
gene-LOC120043488,gene,0.880841080433476,0.0113867759715065,0.325458456745615,NW_024061686.1,49503,56946,0,-
gene-LOC120043489,gene,1.48184403820511,0.00937157263535349,0.31755032023806,NW_024061686.1,56937,63241,0,+
gene-LOC120043490,gene,0.93775945673317,0.0183240364738613,0.364374517148429,NW_024061686.1,387877,395242,0,+
gene-LOC120043491,gene,1.33192648113532,0.0463187605237082,0.439948181034231,NW_024061686.1,381001,387900,0,-
gene-LOC120043492,gene,0.764863829034143,0.0243046833119078,0.381312962064746,NW_024061686.1,354110,358417,0,+
gene-LOC120043499,gene,1.91240047402727,0.0174111101684949,0.358708004259616,NW_024061690.1,1900,46890,0,-
gene-LOC120043610,gene,1.01241939619495,0.0121556558395524,0.32834382690672,NW_024061725.1,86389,89382,0,-
gene-LOC120043611,gene,1.00927139798721,0.0275534611944785,0.392919507170208,NW_024061725.1,67904,70897,0,-
gene-LOC120043615,gene,0.984025093321378,0.049411897540288,0.441018254828864,NW_024061726.1,53880,85572,0,-
gene-LOC120043624,gene,0.78263897896664,0.0454705638607488,0.438326564076203,NW_024061730.1,413972,418612,0,-
gene-LOC120043632,gene,0.987705135965103,0.0042488357924273,0.294456832090784,NW_024061730.1,375594,390164,0,+
gene-LOC120043634,gene,1.2481088086787,0.0323988131309747,0.406674412378053,NW_024061731.1,79599,83855,0,-
gene-LOC120043661,gene,0.985449107791657,0.0306258547465652,0.402618087343844,NW_024061741.1,14634,15652,0,-
gene-LOC120043669,gene,0.970970609359433,0.0318894529114129,0.406674412378053,NW_024061741.1,76851,79799,0,-
gene-LOC120043671,gene,1.53902027378549,0.00769061302522034,0.309567883574485,NW_024061742.1,57565,94395,0,+
gene-LOC120043705,gene,0.786034514487839,0.0235084458726013,0.378209889289977,NC_052309.1,94853524,94859597,0,+
gene-LOC120043727,gene,0.722733999644672,0.0334005578003207,0.410411005294172,NC_052309.1,95098306,95100543,0,-
gene-LOC120043732,gene,0.801394901920767,0.0449911249771928,0.438264838028898,NC_052309.1,95095154,95106732,0,-
gene-LOC120043736,gene,1.38491300088357,0.0398595632458885,0.431241603733196,NC_052309.1,95626047,95627457,0,+
gene-LOC120043767,gene,0.791728696792376,0.0359595543550284,0.419481493993678,NC_052307.1,38996891,39009896,0,-
gene-LOC120043796,gene,0.968437220631847,0.0357732032148446,0.418640417182095,NC_052309.1,96949223,96961077,0,-
gene-LOC120043804,gene,0.936284042706009,0.0252318013700029,0.384084746409414,NC_052309.1,27231617,27237838,0,-
gene-LOC120043816,gene,1.68890769223077,0.0436731761266462,0.435749822721621,NC_052309.1,97195456,97208734,0,-
gene-LOC120043843,gene,1.30851189116596,0.0233722719150536,0.3781995992221,NC_052309.1,97872686,98022458,0,-
gene-LOC120043847,gene,0.997533913821249,0.00269539587813228,0.294456832090784,NC_052309.1,33218826,33223042,0,+
gene-LOC120043852,gene,1.43948351124683,0.0226254566165195,0.375350562962352,NC_052309.1,98122187,98134152,0,-
gene-LOC120044024,gene,0.970583579107615,0.00272085521856136,0.294456832090784,NC_052309.1,73834001,73843198,0,+
gene-LOC120044091,gene,0.98816100804363,0.0213538957762831,0.371141401880458,NC_052309.1,85792863,85803573,0,-
gene-LOC120044102,gene,0.86939827627416,0.00131725113230008,0.294456832090784,NC_052309.1,88428830,88444681,0,+
gene-LOC120044154,gene,0.910561508984335,0.0153487587286105,0.348602868699806,NC_052309.1,96755556,96767349,0,+
gene-LOC120044182,gene,2.06725399990499,0.00560200148928036,0.307632767845853,NC_052309.1,4777852,4782442,0,-
gene-LOC120044210,gene,0.94340201696295,0.00770584972397481,0.309567883574485,NC_052309.1,11755589,11759081,0,-
gene-LOC120044278,gene,0.979356539983561,0.0276654293531693,0.392919507170208,NC_052309.1,23929042,24123841,0,+
gene-LOC120044286,gene,1.52303114390674,0.00477868239025969,0.297032099035981,NC_052309.1,24735910,24739250,0,+
gene-LOC120044323,gene,0.873962263244541,0.0293027209483834,0.398309938368638,NC_052309.1,31197660,31201626,0,+
gene-LOC120044324,gene,1.37465135660849,0.0224976267462802,0.374899815481975,NC_052309.1,31727706,31731564,0,-
gene-LOC120044386,gene,0.996155100376822,0.0443941500228962,0.437208077566777,NC_052307.1,44035142,44043458,0,+
gene-LOC120044388,gene,1.42897627989763,0.0453322556221849,0.438264838028898,NC_052309.1,47397223,47398585,0,+
gene-LOC120044396,gene,1.14422787126111,0.046037392892339,0.439156621090021,NC_052309.1,50333212,50336242,0,+
gene-LOC120044397,gene,1.09786309338226,0.0429574024857996,0.434421717012174,NC_052309.1,50340241,50343520,0,+
gene-LOC120044409,gene,1.5261335388348,0.00272041123767064,0.294456832090784,NC_052307.1,44084966,44088815,0,+
gene-LOC120044411,gene,0.848370294597371,0.0446155481534509,0.437635796253571,NC_052309.1,52330958,52338305,0,+
gene-LOC120044415,gene,1.34536462165683,0.03586347464464,0.419101937218617,NC_052309.1,52800718,52820919,0,+
gene-LOC120044418,gene,0.828186046957299,0.0213055341954869,0.371141401880458,NC_052307.1,44164695,44189818,0,-
gene-LOC120044454,gene,0.966918880894805,0.0090532594122924,0.315184030640451,NC_052309.1,61652773,61655230,0,-
gene-LOC120044536,gene,1.15144697867988,0.0472644966000229,0.441018254828864,NC_052309.1,68692362,68695422,0,-
gene-LOC120044539,gene,1.37872647801833,0.0126806920828684,0.332081242228635,NC_052309.1,69446209,69454244,0,+
gene-LOC120044555,gene,0.932108945426624,0.0137101615185389,0.338438134186399,NC_052309.1,71399923,71408335,0,+
gene-LOC120044562,gene,1.43487243474353,0.00999956256341106,0.32187176548983,NC_052309.1,72075587,72081169,0,+
gene-LOC120044594,gene,1.55831508721624,0.00105793126893072,0.294456832090784,NC_052309.1,74732668,74734823,0,-
gene-LOC120044645,gene,1.09854399871605,0.0499317073408561,0.441018254828864,NC_052309.1,80054396,80074767,0,+
gene-LOC120044648,gene,1.61320840786905,0.00631359514050445,0.307632767845853,NC_052309.1,80385641,80390404,0,-
gene-LOC120044654,gene,0.984176344844633,0.00119031691458305,0.294456832090784,NC_052309.1,80678733,80682601,0,-
gene-LOC120044659,gene,1.40240326832179,0.0454092038513985,0.438264838028898,NC_052309.1,80962872,80971508,0,-
gene-LOC120044667,gene,0.84503530014898,0.0167905653868525,0.354673305787588,NC_052309.1,81382765,81385605,0,-
gene-LOC120044692,gene,1.14564536162127,0.0224094470058072,0.374899815481975,NC_052309.1,86328270,86332844,0,-
gene-LOC120044694,gene,1.02299966043953,0.041688678221677,0.432944310907149,NC_052309.1,86361874,86366058,0,-
gene-LOC120044728,gene,0.880858765647726,0.000987553391301299,0.294456832090784,NC_052309.1,97531924,97539071,0,-
gene-LOC120044730,gene,0.724826340945602,0.00186156000270121,0.294456832090784,NC_052309.1,97680637,97687541,0,+
gene-LOC120044777,gene,0.953738015881988,0.0132011964245399,0.336722861347166,NC_052309.1,8678308,8684942,0,-
gene-LOC120044790,gene,0.835850040390451,0.0310864497236496,0.404312093576119,NC_052309.1,11319679,11364093,0,-
gene-LOC120044791,gene,0.971562548589232,0.00766651344571723,0.309567883574485,NC_052309.1,78327862,78329596,0,-
gene-LOC120044826,gene,0.973448084265577,0.0342035466637119,0.412890280561477,NC_052309.1,792340,812528,0,-
gene-LOC120044835,gene,0.848097441993961,0.0412048250199835,0.432695905082428,NC_052309.1,1313359,1320928,0,+
gene-LOC120044872,gene,1.73435929216079,0.00825675315713503,0.310524264571723,NC_052309.1,5002620,5020414,0,-
gene-LOC120044873,gene,0.787214935974073,0.0227727104970833,0.3755595055206,NC_052309.1,5118336,5122551,0,-
gene-LOC120044882,gene,1.83369836079078,0.0120902356964854,0.328122792310618,NC_052309.1,6467430,6482021,0,-
gene-LOC120044894,gene,0.87727545444919,0.0460072233440809,0.439156621090021,NC_052307.1,8728367,8734274,0,-
gene-LOC120044900,gene,0.878122250585505,0.0162894111548102,0.352331256915375,NC_052309.1,8602622,8648722,0,+
gene-LOC120044911,gene,1.18000334822385,0.0401514085825829,0.431417062851279,NC_052309.1,9789656,9793761,0,-
gene-LOC120044920,gene,0.750929720069796,0.0421191396660481,0.432944310907149,NC_052309.1,9999115,10027646,0,+
gene-LOC120044922,gene,0.969412050634075,0.0448486059815083,0.438097549780267,NC_052309.1,10034797,10041311,0,-
gene-LOC120044927,gene,0.821783279010293,0.0367185563799187,0.421576828359292,NC_052309.1,10376950,10438207,0,+
gene-LOC120044934,gene,1.65603109180715,0.00640834632555343,0.307632767845853,NC_052309.1,11487840,11493437,0,-
gene-LOC120044937,gene,1.29191501855097,0.0210498433999283,0.370657148006446,NC_052309.1,11582913,11585660,0,-
gene-LOC120044941,gene,0.926975739849866,0.0456778715871899,0.438999283807938,NC_052309.1,11662021,11664916,0,+
gene-LOC120044947,gene,0.684490558399524,0.0261845534276173,0.38899270270901,NC_052309.1,11965418,11981705,0,-
gene-LOC120044956,gene,0.862028743274385,0.0297169638722379,0.39987853051347,NC_052309.1,12612973,12641688,0,-
gene-LOC120044968,gene,1.30891661323784,0.0175601742479887,0.360136459172993,NC_052307.1,8794629,8810465,0,+
gene-LOC120044990,gene,0.849206124423144,0.00353476200952674,0.294456832090784,NC_052309.1,14915486,14936755,0,+
gene-LOC120045005,gene,0.843257960981703,0.0335097362256793,0.410411005294172,NC_052309.1,15201960,15269043,0,+
gene-LOC120045030,gene,1.52129167942032,0.00678021712586219,0.308338378842631,NC_052309.1,17318476,17330237,0,+
gene-LOC120045039,gene,2.63814101574689,0.0154211793625856,0.349285475974826,NC_052309.1,17867516,17884454,0,-
gene-LOC120045045,gene,0.686979950257635,0.00168608167879536,0.294456832090784,NC_052309.1,18314184,18384669,0,-
gene-LOC120045064,gene,0.711951787035533,0.0386209773325435,0.429525529989397,NC_052309.1,20476519,20502607,0,-
gene-LOC120045065,gene,0.838988847522332,0.0086829063815429,0.312997385291562,NC_052309.1,20508703,20526523,0,-
gene-LOC120045077,gene,0.788999838799708,0.0365452790856702,0.42136417314073,NC_052309.1,22502448,22508808,0,-
gene-LOC120045093,gene,0.82002610953306,0.013523308913615,0.337565317200242,NC_052309.1,23701460,23706625,0,+
gene-LOC120045098,gene,0.812141975586627,0.032737105595131,0.407397837100464,NC_052307.1,47446605,47514565,0,+
gene-LOC120045107,gene,0.784684476336956,0.022620168509399,0.375350562962352,NC_052309.1,24945496,24949691,0,+
gene-LOC120045108,gene,0.837855279279303,0.0403815198805438,0.431417062851279,NC_052307.1,9003180,9066696,0,+
gene-LOC120045110,gene,0.948021962249849,0.0143897636285792,0.341891660621964,NC_052309.1,24896902,24899550,0,+
gene-LOC120045128,gene,0.748682174274113,0.0415170981536945,0.432944310907149,NC_052309.1,25639694,25720535,0,+
gene-LOC120045132,gene,0.810712092512825,0.0339007702009656,0.41194979120759,NC_052309.1,26019815,26038809,0,+
gene-LOC120045134,gene,0.890473313534645,0.0337965164174638,0.411421749138104,NC_052309.1,26053119,26060144,0,-
gene-LOC120045135,gene,0.893712914951007,0.0384654307832343,0.429073286305584,NC_052309.1,26060568,26069120,0,-
gene-LOC120045137,gene,0.736012763901874,0.0035643066069464,0.294456832090784,NC_052309.1,26280077,26297417,0,+
gene-LOC120045144,gene,1.46099150037653,0.0171845213449393,0.357546463667766,NC_052309.1,26568146,26571211,0,-
gene-LOC120045178,gene,0.925340364954166,0.0287501811106528,0.396601195681957,NC_052309.1,28448501,28453194,0,-
gene-LOC120045191,gene,0.787369635441193,0.0132446385313615,0.336763060514448,NC_052309.1,29707529,29734304,0,+
gene-LOC120045348,gene,0.953978104211368,0.000969926190108494,0.294456832090784,NC_052310.1,9210877,9256209,0,-
gene-LOC120045405,gene,1.49148746473962,0.0322247233150319,0.406674412378053,NC_052310.1,3724320,3747642,0,-
gene-LOC120045443,gene,0.97649728782279,0.0450770360361081,0.438264838028898,NC_052310.1,11714270,11760993,0,+
gene-LOC120045465,gene,1.09494376048188,0.017755959894333,0.360506171638955,NC_052310.1,15249182,15282988,0,-
gene-LOC120045534,gene,1.32088355572201,0.0132789662892395,0.337235365803839,NC_052310.1,22481883,22483981,0,-
gene-LOC120045537,gene,1.25480816960772,0.0298362709632306,0.400464201801147,NC_052310.1,23195381,23201661,0,+
gene-LOC120045552,gene,0.954427401961575,0.0213161897130614,0.371141401880458,NC_052307.1,53148141,53220044,0,+
gene-LOC120045575,gene,0.93993099615824,0.0208161389326715,0.37001337891193,NC_052310.1,31467553,31472366,0,+
gene-LOC120045586,gene,1.5515653127303,0.0219634458266555,0.373724981366991,NC_052310.1,34977320,34980051,0,+
gene-LOC120045593,gene,1.02907941122255,0.0347846205915067,0.413801407843692,NC_052310.1,35377864,35379650,0,+
gene-LOC120045617,gene,1.59412354302178,0.0493158792805286,0.441018254828864,NC_052310.1,40861382,40868459,0,-
gene-LOC120045631,gene,0.97433291406868,0.00522994386123132,0.304185341544421,NC_052310.1,45140064,45152936,0,+
gene-LOC120045633,gene,0.979337679308418,0.00415909198765307,0.294456832090784,NC_052310.1,45313456,45324440,0,-
gene-LOC120045677,gene,0.973619828386108,0.00208111508528486,0.294456832090784,NC_052310.1,61433638,61444336,0,+
gene-LOC120045689,gene,1.0777986693671,0.00926800941580996,0.31755032023806,NC_052310.1,64268882,64275507,0,-
gene-LOC120045703,gene,0.992602032068588,0.00187801572640756,0.294456832090784,NC_052310.1,68859354,68865089,0,+
gene-LOC120045708,gene,0.979693030803804,0.0310730696443793,0.404312093576119,NC_052310.1,69798413,69805275,0,-
gene-LOC120045748,gene,1.48345014199579,0.0119049662671094,0.327567466238276,NC_052310.1,79264083,79275778,0,+
gene-LOC120045918,gene,0.961519019140103,0.0105996537052122,0.32515937929485,NC_052310.1,52681673,52698280,0,-
gene-LOC120045927,gene,0.961801480977532,0.00785875586327589,0.309567883574485,NC_052310.1,54941272,54945578,0,-
gene-LOC120046029,gene,1.20377005603048,0.0195021410672591,0.366799336022592,NC_052310.1,82967212,82997130,0,+
gene-LOC120046031,gene,0.991560381132162,0.0285616253900272,0.396486093636932,NC_052310.1,83226405,83282706,0,-
gene-LOC120046046,gene,0.89019261216694,0.0166754745374531,0.354145942666517,NC_052310.1,388542,420175,0,-
gene-LOC120046054,gene,1.09248741187448,0.0433270964375683,0.434580988774948,NC_052307.1,55013509,55016416,0,+
gene-LOC120046058,gene,0.854936458354903,0.0453855610920031,0.438264838028898,NC_052310.1,2632711,2678541,0,+
gene-LOC120046063,gene,1.16895873012853,0.0320482572025094,0.406674412378053,NC_052310.1,3132204,3143482,0,+
gene-LOC120046070,gene,1.45819176911795,0.0281859725420708,0.395109557966973,NC_052310.1,3596219,3626436,0,-
gene-LOC120046090,gene,0.899540750020056,0.0115472528485899,0.326060140968464,NC_052310.1,6366505,6380717,0,-
gene-LOC120046102,gene,0.856143474720084,0.0276538405766529,0.392919507170208,NC_052310.1,6964504,6981067,0,-
gene-LOC120046122,gene,1.48348697377347,0.00157844552298103,0.294456832090784,NC_052310.1,9462262,9486735,0,-
gene-LOC120046124,gene,1.45267441659078,0.00705962374965119,0.308338378842631,NC_052310.1,9503928,9507791,0,-
gene-LOC120046127,gene,0.757043990714985,0.0440954545932803,0.436397772232184,NC_052310.1,9530376,9544550,0,-
gene-LOC120046179,gene,1.81778160905838,0.00322944042169726,0.294456832090784,NC_052310.1,13598953,13745598,0,-
gene-LOC120046191,gene,0.877875026054069,0.0225358130540654,0.374967731027734,NC_052310.1,14761274,14764624,0,-
gene-LOC120046201,gene,0.874279630485043,0.0258628109085205,0.386826192906209,NC_052310.1,15236683,15247870,0,+
gene-LOC120046208,gene,0.934051785741272,0.0188959744141611,0.36651721727948,NC_052307.1,58416149,58418985,0,+
gene-LOC120046219,gene,0.82375808332206,0.00511743192099101,0.301431636107743,NC_052310.1,15738084,15750968,0,-
gene-LOC120046222,gene,0.889507001946984,0.011849191476263,0.327567466238276,NC_052307.1,58435918,58451086,0,-
gene-LOC120046240,gene,1.66528727390249,0.0335470947096754,0.410411005294172,NC_052310.1,17117162,17142292,0,+
gene-LOC120046250,gene,0.810376873895449,0.00564678145024033,0.307632767845853,NC_052307.1,58753469,58761079,0,+
gene-LOC120046263,gene,0.827592040786312,0.0172426564948396,0.35801799455975,NC_052310.1,18023520,18068733,0,+
gene-LOC120046284,gene,0.893469537760044,0.00639166878734021,0.307632767845853,NC_052310.1,19906946,19926018,0,+
gene-LOC120046286,gene,0.983793727661411,0.00556556494246019,0.307632767845853,NC_052310.1,20004927,20027362,0,-
gene-LOC120046302,gene,0.758951149278175,0.0053984979372379,0.305789915787656,NC_052310.1,20954403,20976359,0,-
gene-LOC120046303,gene,1.56463771884381,0.00113254718594835,0.294456832090784,NC_052310.1,20990104,21000125,0,+
gene-LOC120046349,gene,0.594957856888219,0.00189320229592427,0.294456832090784,NC_052310.1,23295409,23309476,0,-
gene-LOC120046356,gene,1.40294155694052,0.0449534613251922,0.438264838028898,NC_052310.1,23623948,23626695,0,-
gene-LOC120046358,gene,1.64099709208813,0.0390241717779261,0.42955244889601,NC_052307.1,59305532,59308869,0,-
gene-LOC120046387,gene,0.802289764932127,0.0227139973720383,0.3755595055206,NC_052310.1,26094442,26097704,0,-
gene-LOC120046421,gene,1.5759195025859,0.0100925040724142,0.32201316590126,NC_052310.1,27899829,27963971,0,-
gene-LOC120046425,gene,0.776355883621774,0.0106961737788929,0.32515937929485,NC_052310.1,28843226,28889863,0,+
gene-LOC120046429,gene,0.883021892961186,0.0184018209187505,0.364769235777677,NC_052310.1,29193771,29197178,0,-
gene-LOC120046430,gene,0.77020701123093,0.00442398443587044,0.294456832090784,NC_052310.1,29285664,29303660,0,+
gene-LOC120046433,gene,0.84238234507018,0.0369797391473896,0.422776341199927,NC_052310.1,30354599,30923726,0,+
gene-LOC120046448,gene,0.965073944251009,0.00149271277866114,0.294456832090784,NC_052310.1,33175635,33182127,0,-
gene-LOC120046455,gene,0.899181073262389,0.0432672194471464,0.434580988774948,NC_052310.1,34010282,34018186,0,+
gene-LOC120046465,gene,0.903468961306369,0.049098181131023,0.441018254828864,NC_052310.1,34527242,34545383,0,+
gene-LOC120046495,gene,1.19064796469986,0.0173346973215869,0.358708004259616,NC_052310.1,37612602,37629597,0,-
gene-LOC120046499,gene,0.929421110372156,0.00101092654039703,0.294456832090784,NC_052310.1,37770827,37820774,0,+
gene-LOC120046504,gene,0.739330664219956,0.0185333837785351,0.364897826310302,NC_052310.1,38683016,38764944,0,-
gene-LOC120046516,gene,0.700423502333259,0.0462801681628162,0.439708264382989,NC_052310.1,39806871,39820547,0,-
gene-LOC120046517,gene,0.844273636476402,0.0190351323344593,0.366799336022592,NC_052310.1,39824464,39836390,0,-
gene-LOC120046519,gene,1.32168629711341,0.0329318710717899,0.40847075132158,NC_052310.1,39954642,39963337,0,-
gene-LOC120046520,gene,1.43579780411995,0.0203288773020796,0.367840722738791,NC_052307.1,60602897,60607971,0,+
gene-LOC120046524,gene,0.88638823900888,0.0110380657263919,0.32515937929485,NC_052310.1,40077176,40122655,0,-
gene-LOC120046544,gene,0.850158440039414,0.016183735052885,0.352331256915375,NC_052310.1,42138569,42207161,0,-
gene-LOC120046570,gene,1.69060681463362,0.0300976994954721,0.401381119112046,NC_052310.1,46996140,47042130,0,+
gene-LOC120046573,gene,0.666210183883813,0.00650443441769344,0.307632767845853,NC_052310.1,47561415,47591854,0,+
gene-LOC120046574,gene,0.915549003961366,0.0243703831490751,0.381761703516445,NC_052310.1,47647980,47676019,0,+
gene-LOC120046586,gene,1.075102944081,0.0278385590866063,0.393341902981192,NC_052310.1,49321835,49337597,0,-
gene-LOC120046610,gene,1.20374225851715,0.0240203726669986,0.381180606009346,NC_052310.1,52939397,52996203,0,+
gene-LOC120046614,gene,0.755865699392038,0.0407339781007018,0.431769210783924,NC_052310.1,53196070,53260601,0,-
gene-LOC120046615,gene,1.29661133797253,0.0284085553347426,0.396253197833041,NC_052310.1,53781708,53805914,0,+
gene-LOC120046624,gene,0.793234814428166,0.00309194995646411,0.294456832090784,NC_052310.1,54535815,54595312,0,+
gene-LOC120046634,gene,0.779310277977441,0.0126137344911794,0.332081242228635,NC_052310.1,55982632,55985241,0,-
gene-LOC120046642,gene,1.62393498396694,0.031284741213352,0.404909025013313,NC_052310.1,56750503,56763258,0,+
