gene_id	eco_chrom	eco_start	eco_end	eco_strand	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-LOC120022699_1	ptg002298l	73417	80947	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120047706	ptg002299l	6226	8618	-	LOC120047706	120047706	protein_coding	NC_052311.1	62587465	62589849	+	0	HEPACAM family member 2-like	0	0	0	0	NA
gene-LOC120047705	ptg002299l	14449	15148	-	LOC120047705	120047705	protein_coding	NC_052311.1	62580931	62581632	+	0	carcinoembryonic antigen-related cell adhesion molecule 1-like	0	0	0	0	NA
gene-LOC120048672	ptg002299l	24415	75881	-	LOC120048672	120048672	protein_coding	NC_052311.1	62521328	62570487	+	0	carcinoembryonic antigen-related cell adhesion molecule 5-like	0	0	0	0	NA
gene-LOC120048669	ptg002299l	88258	153097	+	LOC120048669	120048669	protein_coding	NC_052311.1	62434325	62505668	-	0	carcinoembryonic antigen-related cell adhesion molecule 5-like	0	0	0	0	NA
gene-LOC120047241	ptg002299l	196831	199381	-	LOC120047241	120047241	protein_coding	NC_052311.1	62386359	62388907	+	0	HEPACAM family member 2-like	0	0	0	0	NA
gene-LOC120048671	ptg002299l	225502	230043	+	LOC120048671	120048671	protein_coding	NC_052311.1	62355147	62359691	-	0	carcinoembryonic antigen-related cell adhesion molecule 20-like	0	0	0	0	NA
gene-LOC120047239_1	ptg002299l	270552	276582	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120047238_1	ptg002299l	276665	289396	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120047240	ptg002299l	299115	303263	-	LOC120047240	120047240	protein_coding	NC_052311.1	62279983	62284084	+	0	platelet-activating factor acetylhydrolase IB subunit alpha1-like	0	0	0	0	NA
gene-LOC120047239	ptg002299l	338711	344783	+	LOC120047239	120047239	protein_coding	NC_052311.1	62233066	62239137	-	0	carcinoembryonic antigen-related cell adhesion molecule 5-like	0	0	0	0	NA
gene-LOC120047238	ptg002299l	344866	350731	+	LOC120047238	120047238	protein_coding	NC_052311.1	62227123	62232982	-	0	carcinoembryonic antigen-related cell adhesion molecule 20-like	0	0	0	0	NA
gene-LOC120047237	ptg002299l	361027	362061	-	LOC120047237	120047237	protein_coding	NC_052311.1	62215794	62216827	+	0	platelet-activating factor acetylhydrolase IB subunit alpha1-like	0	0	0	0	NA
gene-LOC120047235_1	ptg002299l	398091	403651	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063471	ptg002300l	28558	62095	-	LOC120063471	120063471	protein_coding	NC_052324.1	43448460	43569210	+	0	tight junction protein ZO-2-like	8	5	1	2	GO:0005886|GO:0005923|GO:0045216|GO:0050839|GO:0090557|GO:0098609|GO:0150105|GO:1905605
gene-LOC120063472_1	ptg002300l	63926	67027	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063472_4	ptg002300l	77867	80766	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063472_3	ptg002300l	98910	101809	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063472	ptg002300l	145755	148564	-	LOC120063472	120063472	lncRNA	NC_052324.1	43531477	43533500	+	0	uncharacterized LOC120063472	0	0	0	0	NA
gene-LOC120041943	ptg002301l	170729	170855	-	LOC120041943	120041943	protein_coding	NW_024061291.1	89582	97693	+	0	cysteine-rich protein 2-like	3	2	1	0	GO:0008270|GO:0008630|GO:0010468
gene-LOC120042436_2	ptg002302l	15699	16013	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042435_2	ptg002302l	48936	51600	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120057191_2	ptg002302l	74624	75089	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120032308	ptg002302l	90139	92220	+	LOC120032308	120032308	protein_coding	NC_052344.1	20445728	20447794	+	0	fish-egg lectin-like	0	0	0	0	NA
gene-LOC120032089	ptg002302l	101399	103199	+	LOC120032089	120032089	protein_coding	NC_052344.1	20494328	20496128	+	0	fish-egg lectin-like	0	0	0	0	NA
gene-LOC120032303	ptg002302l	123112	125145	+	LOC120032303	120032303	protein_coding	NC_052344.1	20401756	20403521	+	0	fish-egg lectin-like	0	0	0	0	NA
gene-LOC120032286	ptg002303l	23845	25870	+	LOC120032286	120032286	protein_coding	NC_052344.1	20530191	20532215	+	0	fish-egg lectin-like	0	0	0	0	NA
gene-LOC120032261	ptg002303l	44271	46184	+	LOC120032261	120032261	protein_coding	NC_052344.1	20550599	20552511	+	0	fish-egg lectin-like	0	0	0	0	NA
gene-LOC120042435_1	ptg002303l	63049	65713	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120038334	ptg002303l	88137	90234	+	LOC120038334	120038334	protein_coding	NW_024058937.1	14227	16309	+	0	fish-egg lectin-like	0	0	0	0	NA
gene-LOC120032087	ptg002303l	109294	111329	+	LOC120032087	120032087	protein_coding	NC_052344.1	20423608	20425676	+	0	fish-egg lectin-like	0	0	0	0	NA
gene-LOC120032340_1	ptg002305l	11855	13702	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120031743_1	ptg002305l	16085	18025	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066696_2	ptg002306l	98410	99590	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-efcab11	ptg002306l	164204	242547	-	efcab11	120059959	protein_coding	NC_052321.1	38886313	38964853	+	1	EF-hand calcium binding domain 11	2	0	1	1	GO:0005509|GO:0005737
gene-tdp1	ptg002306l	249059	326787	+	tdp1	120059958	protein_coding	NC_052321.1	38800716	38879798	-	1	tyrosyl-DNA phosphodiesterase 1	6	2	3	1	GO:0000012|GO:0003690|GO:0003697|GO:0005634|GO:0006302|GO:0017005
gene-kcnk13a	ptg002306l	334515	343969	+	kcnk13a	120059967	protein_coding	NC_052321.1	38783518	38792987	-	1	potassium channel, subfamily K, member 13a	4	2	1	1	GO:0016020|GO:0022841|GO:0030322|GO:0071805
gene-LOC120060521	ptg002306l	349446	387166	-	LOC120060521	120060521	protein_coding	NC_052321.1	38740266	38778040	+	0	intersectin-2-like	5	2	3	0	GO:0005085|GO:0005509|GO:0005515|GO:0035025|GO:0035556
gene-LOC120043038	ptg002308l	37456	106197	-	LOC120043038	120043038	protein_coding	NW_024061579.1	35489	103628	+	0	lysophosphatidic acid receptor 1-like	4	2	1	1	GO:0007200|GO:0016020|GO:0022008|GO:0070915
gene-LOC120044741	ptg002308l	284208	362009	-	LOC120044741	120044741	protein_coding	NC_052309.1	630236	763842	+	0	ephrin type-A receptor 5	6	2	3	1	GO:0005005|GO:0005515|GO:0005524|GO:0006468|GO:0007411|GO:0043005
gene-LOC120056265	ptg002311l	8749	18586	-	LOC120056265	120056265	protein_coding	NC_052317.1	9080473	9090309	-	0	solute carrier organic anion transporter family member 2A1-like	7	3	3	1	GO:0005515|GO:0015132|GO:0015347|GO:0015732|GO:0016020|GO:0043252|GO:0055085
gene-nom1	ptg002312l	30541	38055	+	nom1	120051175	protein_coding	NC_052313.1	28660550	28668063	+	1	nucleolar protein with MIF4G domain 1	4	1	2	1	GO:0003723|GO:0005515|GO:0005730|GO:0042274
gene-mnx1	ptg002312l	44805	46833	-	mnx1	120050427	protein_coding	NC_052313.1	28674814	28676841	-	1	motor neuron and pancreas homeobox 1	8	5	2	1	GO:0000981|GO:0005634|GO:0006355|GO:0007417|GO:0021520|GO:0031018|GO:0048812|GO:1990837
gene-ube3c	ptg002312l	54778	98663	+	ube3c	120051176	protein_coding	NC_052313.1	28684787	28727269	+	1	ubiquitin protein ligase E3C	4	2	2	0	GO:0000209|GO:0005515|GO:0006511|GO:0061630
gene-dnajb6b	ptg002312l	104149	141950	+	dnajb6b	120051177	protein_coding	NC_052313.1	28732756	28770548	+	1	DnaJ heat shock protein family (Hsp40) member B6b	9	4	3	2	GO:0001671|GO:0005789|GO:0005829|GO:0030433|GO:0030544|GO:0032436|GO:0042026|GO:0051082|GO:0061077
gene-ptprn2	ptg002312l	185769	376718	-	ptprn2	120050689	protein_coding	NC_052313.1	28814382	29006610	-	1	protein tyrosine phosphatase receptor type N2	3	1	1	1	GO:0004725|GO:0006470|GO:0030141
gene-ncapg2	ptg002312l	456190	488805	-	ncapg2	120051179	protein_coding	NC_052313.1	29087832	29120430	-	1	non-SMC condensin II complex, subunit G2	3	1	0	2	GO:0000070|GO:0000796|GO:0005634
gene-esyt2b	ptg002312l	492510	541466	-	esyt2b	120050691	protein_coding	NC_052313.1	29124145	29173132	-	1	extended synaptotagmin-like protein 2b	3	2	1	0	GO:0006869|GO:0008289|GO:0061817
gene-dync2i1	ptg002312l	549847	566745	+	dync2i1	120051180	protein_coding	NC_052313.1	29181516	29198414	+	1	dynein 2 intermediate chain 1	4	1	2	1	GO:0005868|GO:0042073|GO:0045503|GO:0045504
gene-wdr97	ptg002312l	567518	590081	+	wdr97	120050692	protein_coding	NC_052313.1	29199188	29221749	+	1	WD repeat domain 97	1	0	1	0	GO:0005515
gene-si:ch73-174h16.4	ptg002312l	597181	601404	-	si:ch73-174h16.4	120051181	protein_coding	NC_052313.1	29228835	29233057	-	1	leucine-rich repeat-containing protein 14	1	0	0	1	GO:0005737
gene-maf1b	ptg002312l	629842	647318	-	maf1b	120051182	protein_coding	NC_052313.1	29261495	29278965	-	1	MAF1 homolog, negative regulator of RNA polymerase III b	3	1	1	1	GO:0000994|GO:0005634|GO:0016480
gene-nrn1a	ptg002312l	733344	738902	+	nrn1a	120050429	protein_coding	NC_052313.1	29364262	29369805	+	1	neuritin 1a	3	2	0	1	GO:0005886|GO:0007399|GO:1990138
gene-ppp1r3g	ptg002312l	1096996	1099371	-	ppp1r3g	120051183	protein_coding	NC_052313.1	29724237	29726611	-	1	protein phosphatase 1 regulatory subunit 3G	4	1	2	1	GO:0000164|GO:0005979|GO:0008157|GO:2001069
gene-LOC120051184	ptg002312l	1119338	1127159	-	LOC120051184	120051184	protein_coding	NC_052313.1	29748221	29756041	-	0	cytochrome b5	3	0	1	2	GO:0016020|GO:0020037|GO:0043231
gene-LOC120050430	ptg002312l	1127325	1165421	+	LOC120050430	120050430	protein_coding	NC_052313.1	29756208	29794325	+	0	uncharacterized protein C18orf63-like	0	0	0	0	NA
gene-dipk1c	ptg002312l	1199304	1220681	-	dipk1c	120050694	protein_coding	NC_052313.1	29828208	29849598	-	1	divergent protein kinase domain 1C	0	0	0	0	NA
gene-tubb6	ptg002312l	1245457	1255786	-	tubb6	120051185	protein_coding	NC_052313.1	29874372	29884722	-	1	tubulin, beta 6 class V	7	2	3	2	GO:0000226|GO:0000278|GO:0003924|GO:0005200|GO:0005525|GO:0005737|GO:0005874
gene-LOC120051186	ptg002312l	1290916	1308309	+	LOC120051186	120051186	protein_coding	NC_052313.1	29919848	29937240	+	0	enoyl-CoA delta isomerase 2-like	1	0	1	0	GO:0000062
gene-inhbaa	ptg002312l	1349099	1358054	+	inhbaa	120050695	protein_coding	NC_052313.1	29976177	29985131	+	1	inhibin subunit beta Aa	7	2	3	2	GO:0005125|GO:0005179|GO:0005576|GO:0005615|GO:0008083|GO:0030509|GO:0060395
gene-sugct	ptg002312l	1531505	1704385	-	sugct	120051188	protein_coding	NC_052313.1	30156952	30329578	-	1	succinyl-CoA:glutarate-CoA transferase	1	0	1	0	GO:0003824
gene-LOC120028250	ptg002313l	97232	98880	+	LOC120028250	120028250	protein_coding	NC_052340.1	34228267	34229914	+	0	inward rectifier potassium channel 13-like	4	2	1	1	GO:0005242|GO:0005886|GO:0034765|GO:1990573
gene-LOC120029095	ptg002313l	105947	123507	-	LOC120029095	120029095	protein_coding	NC_052340.1	34236926	34254508	-	0	EF-hand domain-containing protein D2-like	1	0	1	0	GO:0005509
gene-trnag-ucc-30	ptg002313l	123874	123946	-	trnag-ucc	120029299	tRNA	NC_052340.1	34254876	34254947	-	1	tRNA-Gly	0	0	0	0	NA
gene-trnaw-cca-85	ptg002313l	127492	127564	+	trnaw-cca	120029254	tRNA	NC_052340.1	34258494	34258565	+	1	tRNA-Trp	0	0	0	0	NA
gene-trnap-agg-17	ptg002313l	127821	127893	-	trnap-agg	120029300	tRNA	NC_052340.1	34258823	34258894	-	1	tRNA-Pro	0	0	0	0	NA
gene-trnap-ugg-16_6	ptg002313l	132749	132821	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnai-aau-30	ptg002313l	135196	135270	-	trnai-aau	120029302	tRNA	NC_052340.1	34266148	34266221	-	1	tRNA-Ile	0	0	0	0	NA
gene-LOC120029105	ptg002313l	136563	155714	-	LOC120029105	120029105	protein_coding	NC_052340.1	34267515	34286257	-	0	ephexin-1-like	3	1	2	0	GO:0005085|GO:0005515|GO:0090630
gene-LOC120029040	ptg002313l	171298	177131	+	LOC120029040	120029040	protein_coding	NC_052340.1	34301838	34307670	+	0	lysophosphatidic acid receptor 6-like	4	2	1	1	GO:0004930|GO:0007200|GO:0016020|GO:0035025
gene-LOC120028817	ptg002313l	189092	195109	-	LOC120028817	120028817	protein_coding	NC_052340.1	34316486	34322502	-	0	integral membrane protein 2C-like	5	1	1	3	GO:0001540|GO:0005794|GO:0005886|GO:0042985|GO:0070062
gene-LOC120028368	ptg002313l	195466	207608	-	LOC120028368	120028368	protein_coding	NC_052340.1	34322860	34335042	-	0	calcium-binding protein 39	2	1	1	0	GO:0035556|GO:0043539
gene-LOC120028500	ptg002313l	224810	226529	+	LOC120028500	120028500	protein_coding	NC_052340.1	34346950	34348668	+	0	transcription cofactor HES-6-like	7	3	3	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357|GO:0009952|GO:0046983|GO:0050767
gene-LOC120028873	ptg002313l	229895	231556	+	LOC120028873	120028873	protein_coding	NC_052340.1	34352035	34353695	+	0	transcription cofactor HES-6-like	7	3	3	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357|GO:0009952|GO:0046983|GO:0050767
gene-LOC120028501	ptg002313l	235062	239407	-	LOC120028501	120028501	protein_coding	NC_052340.1	34357202	34361546	-	0	period circadian protein homolog 2-like	7	3	2	2	GO:0000122|GO:0000976|GO:0001222|GO:0005634|GO:0005737|GO:0032922|GO:0043153
gene-LOC120028502	ptg002313l	243711	245078	-	LOC120028502	120028502	protein_coding	NC_052340.1	34365851	34367217	-	0	period circadian protein homolog 2-like	7	3	2	2	GO:0000122|GO:0000976|GO:0001222|GO:0005634|GO:0005737|GO:0032922|GO:0043153
gene-LOC120028622	ptg002313l	259144	328298	-	LOC120028622	120028622	protein_coding	NC_052340.1	34381284	34450309	-	0	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform-like	9	4	2	3	GO:0005737|GO:0005886|GO:0005942|GO:0016303|GO:0016477|GO:0035005|GO:0036092|GO:0043491|GO:0048015
gene-LOC120028875	ptg002313l	356470	357391	-	LOC120028875	120028875	protein_coding	NC_052340.1	34479571	34480491	-	0	forkhead box protein L2-like	5	3	2	0	GO:0000978|GO:0000981|GO:0006357|GO:0009653|GO:0030154
gene-mrps22	ptg002313l	604339	619995	+	mrps22	120028577	protein_coding	NC_052340.1	34562295	34581297	+	1	mitochondrial ribosomal protein S22	2	0	1	1	GO:0003735|GO:0005763
gene-LOC120028966	ptg002313l	628399	635975	-	LOC120028966	120028966	protein_coding	NC_052340.1	34589684	34597257	-	0	retinol-binding protein 2-like	4	1	1	2	GO:0005504|GO:0005634|GO:0005829|GO:0015908
gene-LOC120027027	ptg002314l	12711	13469	-	LOC120027027	120027027	lncRNA	NC_052338.1	9095094	9095851	+	0	uncharacterized LOC120027027	0	0	0	0	NA
gene-LOC120027144	ptg002314l	17105	45562	+	LOC120027144	120027144	protein_coding	NC_052338.1	9062971	9091457	-	0	retinoic acid receptor RXR-beta-A-like	11	5	4	2	GO:0003707|GO:0004879|GO:0005634|GO:0008270|GO:0030154|GO:0032526|GO:0044323|GO:0045944|GO:0048384|GO:0048856|GO:0090575
gene-col11a2	ptg002314l	80417	118192	+	col11a2	120026802	protein_coding	NC_052338.1	8990386	9028097	-	1	collagen, type XI, alpha 2	2	0	2	0	GO:0005201|GO:0008201
gene-hsd17b8	ptg002314l	119716	125074	-	hsd17b8	120027350	protein_coding	NC_052338.1	8983503	8988847	+	1	hydroxysteroid (17-beta) dehydrogenase 8	1	0	1	0	GO:0016616
gene-LOC120026734	ptg002314l	129048	141606	-	LOC120026734	120026734	protein_coding	NC_052338.1	8967034	8979527	+	0	bromodomain-containing protein 2-like	5	2	1	2	GO:0000785|GO:0005634|GO:0006338|GO:0006355|GO:0070577
gene-LOC120027264	ptg002314l	185974	190578	-	LOC120027264	120027264	protein_coding	NC_052338.1	8918139	8922738	+	0	antigen peptide transporter 2-like	5	1	3	1	GO:0005524|GO:0015421|GO:0016020|GO:0016887|GO:0055085
gene-LOC120027160	ptg002314l	192596	196990	-	LOC120027160	120027160	protein_coding	NC_052338.1	8911967	8916121	+	0	proteasome subunit beta type-9-like	3	1	1	1	GO:0004298|GO:0005839|GO:0051603
gene-LOC120026893	ptg002314l	197874	201612	-	LOC120026893	120026893	protein_coding	NC_052338.1	8906651	8911072	+	0	proteasome subunit beta type-6-B like protein	3	1	1	1	GO:0004298|GO:0005839|GO:0051603
gene-LOC120026891	ptg002314l	201638	205541	+	LOC120026891	120026891	protein_coding	NC_052338.1	8902763	8906624	-	0	proteasome subunit beta type-7-like	3	1	1	1	GO:0004298|GO:0005839|GO:0051603
gene-LOC120026892_1	ptg002314l	206377	209200	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120026870	ptg002315l	89963	143644	-	LOC120026870	120026870	protein_coding	NC_052338.1	16810834	16864473	-	0	forkhead box protein O6-like	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-LOC120027248	ptg002315l	156313	160876	-	LOC120027248	120027248	protein_coding	NC_052338.1	16877143	16881705	-	0	nuclear inhibitor of protein phosphatase 1-like	5	1	3	1	GO:0003729|GO:0004865|GO:0005515|GO:0016607|GO:0035308
gene-LOC120026954	ptg002315l	165128	179452	-	LOC120026954	120026954	protein_coding	NC_052338.1	16885956	16900441	-	0	serine/threonine-protein kinase pdik1l-like	10	6	2	2	GO:0004674|GO:0005524|GO:0005737|GO:0005776|GO:0006914|GO:0010508|GO:0018105|GO:0046777|GO:0048675|GO:1905037
gene-LOC120027035	ptg002315l	187223	195288	-	LOC120027035	120027035	protein_coding	NC_052338.1	16907392	16915457	-	0	protein lin-28 homolog A-like	2	0	2	0	GO:0003676|GO:0008270
gene-LOC120026919	ptg002315l	201656	208457	+	LOC120026919	120026919	protein_coding	NC_052338.1	16921814	16928622	+	0	glycoprotein endo-alpha-1,2-mannosidase-like protein	2	0	1	1	GO:0004559|GO:0005794
gene-LOC120027466	ptg002315l	211906	233942	-	LOC120027466	120027466	protein_coding	NC_052338.1	16932288	16954324	-	0	metal regulatory transcription factor 1-like	5	2	2	1	GO:0000978|GO:0001228|GO:0005634|GO:0007417|GO:0045944
gene-LOC120027272	ptg002315l	240360	254107	-	LOC120027272	120027272	protein_coding	NC_052338.1	16960742	16974488	-	0	splicing factor 3A subunit 3-like	5	1	2	2	GO:0000398|GO:0003723|GO:0005634|GO:0005681|GO:0008270
gene-LOC120027343	ptg002315l	254730	299308	+	LOC120027343	120027343	protein_coding	NC_052338.1	16975112	17016398	+	0	ubiquitin-conjugating enzyme E2 E2-like	3	1	1	1	GO:0000209|GO:0005634|GO:0061631
gene-LOC120026985	ptg002315l	301300	314866	+	LOC120026985	120026985	protein_coding	NC_052338.1	17018394	17031944	+	0	ubiquitin-conjugating enzyme E2 E1-like	3	1	1	1	GO:0000209|GO:0005634|GO:0061631
gene-LOC120027308	ptg002315l	315055	319631	-	LOC120027308	120027308	protein_coding	NC_052338.1	17032134	17036709	-	0	NF-kappa-B inhibitor-interacting Ras-like protein 1	3	1	2	0	GO:0003924|GO:0005525|GO:0007249
gene-LOC120027211	ptg002315l	320013	322988	+	LOC120027211	120027211	protein_coding	NC_052338.1	17037092	17040066	+	0	60S ribosomal protein L15-like	5	1	2	2	GO:0002181|GO:0003723|GO:0003735|GO:0005840|GO:0022625
gene-LOC120027555	ptg002315l	322054	322144	+	LOC120027555	120027555	snoRNA	NC_052338.1	17039133	17039222	+	0	small nucleolar SNORD12/SNORD106	0	0	0	0	NA
gene-LOC120026927_1	ptg002315l	326359	337689	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120064143	ptg002316l	144435	201549	+	LOC120064143	120064143	protein_coding	NC_052325.1	12188024	12245085	+	0	activin receptor type-2A-like	8	3	3	2	GO:0005524|GO:0005886|GO:0006468|GO:0017002|GO:0032924|GO:0048179|GO:0048185|GO:0071363
gene-LOC120064145	ptg002316l	206436	246383	+	LOC120064145	120064145	protein_coding	NC_052325.1	12249958	12289917	+	0	methyl-CpG-binding domain protein 5-like	4	0	2	2	GO:0003677|GO:0003682|GO:0005634|GO:0010369
gene-LOC120064146	ptg002316l	246842	257564	+	LOC120064146	120064146	protein_coding	NC_052325.1	12290377	12301095	+	0	enhancer of polycomb homolog 2-like	2	1	0	1	GO:0006357|GO:0032777
gene-LOC120064147	ptg002316l	326536	335199	+	LOC120064147	120064147	protein_coding	NC_052325.1	12366864	12375527	+	0	ly6/PLAUR domain-containing protein 6B-like	1	0	1	0	GO:0030548
gene-LOC120063883	ptg002316l	392467	408040	+	LOC120063883	120063883	protein_coding	NC_052325.1	12434174	12449680	+	0	ly6/PLAUR domain-containing protein 6-like	2	1	1	0	GO:0030550|GO:0090263
gene-LOC120064148	ptg002316l	422993	431765	-	LOC120064148	120064148	protein_coding	NC_052325.1	12464602	12473401	-	0	cobalamin trafficking protein CblD-like	2	1	0	1	GO:0005739|GO:0009235
gene-LOC120063735	ptg002316l	520101	527797	+	LOC120063735	120063735	protein_coding	NC_052325.1	12565736	12573037	+	0	rho-related GTP-binding protein RhoE-like	3	1	2	0	GO:0003924|GO:0005525|GO:0007264
gene-LOC120064218	ptg002316l	636900	643898	-	LOC120064218	120064218	protein_coding	NC_052325.1	21992926	21999955	-	0	rho-related GTP-binding protein RhoE-like	3	1	2	0	GO:0003924|GO:0005525|GO:0007264
gene-nmi	ptg002316l	707150	712175	-	nmi	120064219	protein_coding	NC_052325.1	22063223	22068247	-	1	N-myc (and STAT) interactor	1	0	0	1	GO:0005737
gene-parp14rs3	ptg002316l	716089	747140	+	parp14rs3	120063932	protein_coding	NC_052325.1	22072161	22103205	+	1	poly(ADP-ribose) polymerase family member 14-related sequence 3	5	1	2	2	GO:0003714|GO:0003950|GO:0005634|GO:0005737|GO:0010629
gene-LOC120064220	ptg002316l	749297	756183	-	LOC120064220	120064220	protein_coding	NC_052325.1	22105363	22112248	-	0	UBX domain-containing protein 4-like	1	0	1	0	GO:0005515
gene-LOC120064221	ptg002316l	778021	836941	-	LOC120064221	120064221	protein_coding	NC_052325.1	22134088	22192196	-	0	R3H domain-containing protein 1-like	1	0	1	0	GO:0003676
gene-LOC120052478_1	ptg002318l	32292	46781	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120052476_1	ptg002318l	55358	104305	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120052477	ptg002318l	105709	165748	+	LOC120052477	120052477	protein_coding	NC_052314.1	18779518	18839469	+	0	DNA-binding protein RFX2-like	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-LOC120052054	ptg002318l	166360	185254	-	LOC120052054	120052054	protein_coding	NC_052314.1	18840082	18853489	-	0	F-BAR domain only protein 1-like	6	2	0	4	GO:0005737|GO:0005886|GO:0005905|GO:0030136|GO:0048268|GO:0072583
gene-LOC120052482	ptg002318l	219699	227098	+	LOC120052482	120052482	protein_coding	NC_052314.1	18887976	18895374	+	0	leupaxin-like	8	2	2	4	GO:0001725|GO:0003779|GO:0005912|GO:0030018|GO:0030036|GO:0031941|GO:0051371|GO:0061061
gene-LOC120052055	ptg002318l	254001	256823	+	LOC120052055	120052055	protein_coding	NC_052314.1	18922263	19005925	+	0	metalloprotease TIKI2-like	4	1	2	1	GO:0004222|GO:0017147|GO:0030178|GO:0031090
gene-LOC120028072	ptg002319l	1423	73446	+	LOC120028072	120028072	protein_coding	NC_052339.1	4731584	4833220	-	0	disks large-associated protein 1-like	5	2	1	2	GO:0023052|GO:0060090|GO:0098962|GO:0098978|GO:0099572
gene-LOC120027874	ptg002319l	84591	90180	-	LOC120027874	120027874	protein_coding	NC_052339.1	4714838	4720426	+	0	homeobox protein AKR-like	3	1	2	0	GO:0000978|GO:0000981|GO:0006357
gene-LOC120027848	ptg002319l	94732	96857	+	LOC120027848	120027848	protein_coding	NC_052339.1	4708161	4710285	-	0	OTU domain-containing protein 1-like	2	1	1	0	GO:0004843|GO:0016579
gene-LOC120027872	ptg002319l	162948	358750	+	LOC120027872	120027872	protein_coding	NC_052339.1	4446443	4642067	-	0	sickle tail protein homolog	1	0	0	1	GO:0005737
gene-LOC120027589	ptg002319l	375574	381206	-	LOC120027589	120027589	protein_coding	NC_052339.1	4423995	4429626	+	0	ubiquitin-like modifier-activating enzyme 5	4	1	1	2	GO:0005737|GO:0005829|GO:0071566|GO:0071569
gene-acad11	ptg002319l	379792	428273	+	acad11	120027588	protein_coding	NC_052339.1	4376961	4425408	-	1	acyl-CoA dehydrogenase family, member 11	3	0	2	1	GO:0005739|GO:0016627|GO:0050660
gene-LOC120027590	ptg002319l	405203	406606	-	LOC120027590	120027590	protein_coding	NC_052339.1	4398657	4400059	+	0	atypical chemokine receptor 4-like	7	3	3	1	GO:0004950|GO:0005044|GO:0006935|GO:0006955|GO:0007186|GO:0016020|GO:0019956
gene-LOC120027644	ptg002319l	430895	435850	-	LOC120027644	120027644	protein_coding	NC_052339.1	4369743	4374338	+	0	uncharacterized LOC120027644	0	0	0	0	NA
gene-LOC120027643	ptg002319l	489889	624984	+	LOC120027643	120027643	protein_coding	NC_052339.1	4179717	4315761	-	0	rab effector MyRIP-like	5	1	3	1	GO:0003779|GO:0006886|GO:0017022|GO:0030864|GO:0031267
gene-LOC120027620	ptg002319l	627499	630256	-	LOC120027620	120027620	protein_coding	NC_052339.1	4174305	4177201	+	0	uncharacterized LOC120027620	1	0	1	0	GO:0005179
gene-trnar-ccg-4_8	ptg002319l	637681	637754	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnar-ccg-4_6	ptg002319l	639512	639585	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnar-ccg-4_25	ptg002319l	642670	642743	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnar-ccg-4_1	ptg002319l	652074	652147	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnar-ccg-4	ptg002319l	655193	655266	+	trnar-ccg	120028188	tRNA	NC_052339.1	4130775	4130847	-	1	tRNA-Arg	0	0	0	0	NA
