gene_id	eco_chrom	eco_start	eco_end	eco_strand	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-LOC120027433	ptg003235l	466095	470404	+	LOC120027433	120027433	protein_coding	NC_052338.1	27514343	27518655	+	0	TLR4 interactor with leucine rich repeats-like	2	0	1	1	GO:0005515|GO:0005615
gene-LOC120027424	ptg003235l	476258	509833	-	LOC120027424	120027424	protein_coding	NC_052338.1	27524757	27558205	-	0	cyclic AMP-responsive element-binding protein 5-like	3	1	2	0	GO:0000981|GO:0006357|GO:0035497
gene-LOC120027457	ptg003235l	520960	561517	+	LOC120027457	120027457	protein_coding	NC_052338.1	27569285	27627987	+	0	juxtaposed with another zinc finger protein 1	1	0	0	1	GO:0005634
gene-LOC120027279	ptg003235l	561578	611434	-	LOC120027279	120027279	protein_coding	NC_052338.1	27628049	27676407	-	0	tax1-binding protein 1 homolog A-like	0	0	0	0	NA
gene-LOC120039296	ptg003236l	30282	62639	-	LOC120039296	120039296	protein_coding	NW_024059475.1	234333	264906	+	0	WASP homolog-associated protein with actin, membranes and microtubules	6	2	2	2	GO:0003779|GO:0005737|GO:0006888|GO:0033116|GO:0034314|GO:0071933
gene-LOC120039294	ptg003236l	62679	86439	+	LOC120039294	120039294	protein_coding	NW_024059475.1	207937	234292	-	0	fibronectin type III and SPRY domain-containing protein 2-like	1	0	1	0	GO:0005515
gene-LOC120039293	ptg003236l	94899	107563	-	LOC120039293	120039293	protein_coding	NW_024059475.1	184176	196853	+	0	KH homology domain-containing protein 4-like	2	0	1	1	GO:0003723|GO:0005634
gene-LOC120039289	ptg003236l	112671	146587	-	LOC120039289	120039289	protein_coding	NW_024059475.1	145136	179062	+	0	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A-like	4	3	1	0	GO:0004115|GO:0007165|GO:0070374|GO:0071364
gene-LOC120037871	ptg003237l	26154	46881	-	LOC120037871	120037871	protein_coding	NW_024058728.1	9723	30454	+	0	myosin heavy chain, fast skeletal muscle-like	4	0	3	1	GO:0003774|GO:0005524|GO:0016459|GO:0051015
gene-LOC120027908_1	ptg003238l	42031	107950	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120050371	ptg003239l	20369	22792	-	LOC120050371	120050371	lncRNA	NC_052313.1	19301049	19303477	+	0	uncharacterized LOC120050371	0	0	0	0	NA
gene-LOC120038953	ptg003240l	117298	131871	-	LOC120038953	120038953	protein_coding	NW_024059281.1	19920	35963	+	0	M-phase inducer phosphatase 2-like	7	4	1	2	GO:0000086|GO:0004725|GO:0005634|GO:0005737|GO:0006470|GO:0010971|GO:0110032
gene-LOC120059725	ptg003240l	253817	265714	+	LOC120059725	120059725	protein_coding	NC_052321.1	2514391	2526299	-	0	homeobox protein EMX1-like	6	4	2	0	GO:0000981|GO:0003677|GO:0006355|GO:0007417|GO:0007420|GO:0030182
gene-LOC120059724	ptg003240l	308572	308714	-	LOC120059724	120059724	protein_coding	NC_052321.1	2452027	2457523	+	0	rab11 family-interacting protein 5-like	7	1	1	5	GO:0005739|GO:0005769|GO:0030141|GO:0031267|GO:0045055|GO:0045335|GO:0055037
gene-LOC120025760	ptg003241l	32354	76292	+	LOC120025760	120025760	protein_coding	NC_052337.1	25109499	25168115	-	0	atrial natriuretic peptide receptor 2-like	10	4	5	1	GO:0004383|GO:0004672|GO:0005524|GO:0006182|GO:0006468|GO:0007168|GO:0016020|GO:0016941|GO:0017046|GO:0035556
gene-spag8_2	ptg003241l	80408	84362	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120026451	ptg003241l	95946	96548	+	LOC120026451	120026451	protein_coding	NC_052337.1	25089257	25089858	-	0	pro-MCH 1	4	2	2	0	GO:0007268|GO:0007610|GO:0030354|GO:0031777
gene-LOC120026371	ptg003241l	132574	146424	-	LOC120026371	120026371	protein_coding	NC_052337.1	25039394	25053245	+	0	G2/mitotic-specific cyclin-B1-like	8	3	1	4	GO:0000079|GO:0005634|GO:0005737|GO:0005759|GO:0007080|GO:0016538|GO:0044772|GO:0097125
gene-LOC120026021	ptg003241l	187377	194902	-	LOC120026021	120026021	protein_coding	NC_052337.1	24993791	25001314	+	0	AN1-type zinc finger protein 5-like	2	0	2	0	GO:0003677|GO:0008270
gene-LOC120026020	ptg003241l	195781	222206	-	LOC120026020	120026020	protein_coding	NC_052337.1	24966483	24992911	+	0	structural maintenance of chromosomes protein 5-like	4	1	2	1	GO:0000724|GO:0005524|GO:0016887|GO:0030915
gene-LOC120025718	ptg003241l	246194	283280	-	LOC120025718	120025718	protein_coding	NC_052337.1	24900606	24937769	+	0	tight junction protein ZO-2-like	8	5	1	2	GO:0005886|GO:0005923|GO:0045216|GO:0050839|GO:0090557|GO:0098609|GO:0150105|GO:1905605
gene-LOC120025999	ptg003241l	289706	302440	-	LOC120025999	120025999	protein_coding	NC_052337.1	24881444	24894179	+	0	phosphatidylinositol 4-phosphate 5-kinase type-1 beta-like	2	1	1	0	GO:0046488|GO:0052742
gene-LOC120025437	ptg003241l	325459	346724	+	LOC120025437	120025437	protein_coding	NC_052337.1	24826280	24860183	-	0	zinc finger protein 696-like	0	0	0	0	NA
gene-LOC120026030	ptg003241l	354992	362482	+	LOC120026030	120026030	protein_coding	NC_052337.1	24810531	24818012	-	0	intracellular hyaluronan-binding protein 4-like	5	2	1	2	GO:0003723|GO:0005634|GO:0005737|GO:0033120|GO:0045948
gene-LOC120051748_11	ptg003241l	389555	391640	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120045501	ptg003242l	29057	29798	-	LOC120045501	120045501	lncRNA	NC_052310.1	18507381	18508121	-	0	uncharacterized LOC120045501	0	0	0	0	NA
gene-LOC120063761_1	ptg003243l	1374	9362	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120057158_1	ptg003246l	42167	44665	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120050015	ptg003246l	46250	57455	+	LOC120050015	120050015	protein_coding	NC_052307.1	84085503	84098266	-	0	mortality factor 4-like protein 1	7	5	0	2	GO:0005634|GO:0006325|GO:0006355|GO:0016575|GO:0035267|GO:0043967|GO:0043968
gene-LOC120053424	ptg003246l	74977	127392	+	LOC120053424	120053424	protein_coding	NC_052307.1	84011810	84063185	-	0	uveal autoantigen with coiled-coil domains and ankyrin repeats-like	1	0	1	0	GO:0003779
gene-mphosph6_1	ptg003247l	162	1941	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-hsd17b2	ptg003247l	1577	5498	-	hsd17b2	120066711	protein_coding	NC_052327.1	35870778	35874698	-	1	hydroxysteroid (17-beta) dehydrogenase 2	1	0	1	0	GO:0016491
gene-gpia	ptg003247l	6246	37316	-	gpia	120066330	protein_coding	NC_052327.1	35875447	35906282	-	1	glucose-6-phosphate isomerase a	7	3	3	1	GO:0004347|GO:0005829|GO:0006094|GO:0006096|GO:0048029|GO:0051156|GO:0097367
gene-lsm14aa	ptg003247l	47771	63617	-	lsm14aa	120066331	protein_coding	NC_052327.1	35916736	35932581	-	1	LSM14A mRNA processing body assembly factor a	5	2	1	2	GO:0000932|GO:0003729|GO:0033962|GO:0034063|GO:1990124
gene-LOC120065876	ptg003247l	63943	80399	+	LOC120065876	120065876	protein_coding	NC_052327.1	35932908	35949397	+	0	transcription initiation factor TFIID subunit 4-like	6	2	3	1	GO:0003677|GO:0005669|GO:0006351|GO:0006367|GO:0016251|GO:0046982
gene-LOC120066713	ptg003247l	83909	93378	-	LOC120066713	120066713	protein_coding	NC_052327.1	35952908	35962386	-	0	BTB/POZ domain-containing protein kctd15-like	2	1	1	0	GO:0005515|GO:0051260
gene-LOC120065879	ptg003247l	138406	139983	-	LOC120065879	120065879	protein_coding	NC_052327.1	36007375	36008951	-	0	carbohydrate sulfotransferase 8-like	4	2	1	1	GO:0008146|GO:0016020|GO:0016051|GO:0030166
gene-LOC120066863	ptg003247l	179705	179758	-	LOC120066863	120066863	snRNA	NC_052327.1	36050437	36050489	-	0	U7 small nuclear RNA	0	0	0	0	NA
gene-LOC120066332_1	ptg003247l	284855	296878	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-tph2_1	ptg003247l	297743	304351	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066333	ptg003247l	309639	320535	-	LOC120066333	120066333	protein_coding	NC_052327.1	36167171	36178058	-	0	TBC1 domain family member 15-like	2	1	1	0	GO:0005096|GO:0090630
gene-LOC120066334_1	ptg003247l	340387	360518	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066338_1	ptg003247l	405298	446729	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066339_1	ptg003247l	446844	459775	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120065880_1	ptg003247l	463583	494142	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120066715_1	ptg003247l	495688	501931	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-alx3	ptg003248l	21445	23015	+	alx3	120059553	protein_coding	NC_052320.1	3860410	3861979	-	1	ALX homeobox 3	3	1	2	0	GO:0000977|GO:0000981|GO:0006357
gene-rbm15	ptg003248l	51550	55247	+	rbm15	120059045	protein_coding	NC_052320.1	3828121	3831817	-	1	RNA binding motif protein 15	3	1	1	1	GO:0000381|GO:0003729|GO:0005634
gene-LOC120058783	ptg003248l	55428	57678	+	LOC120058783	120058783	lncRNA	NC_052320.1	3825690	3827939	-	0	uncharacterized LOC120058783	0	0	0	0	NA
gene-slc16a4	ptg003248l	74202	114775	-	slc16a4	120059552	protein_coding	NC_052320.1	3775413	3809308	+	1	solute carrier family 16 member 4	3	2	1	0	GO:0008028|GO:0015718|GO:0055085
gene-prok1_1	ptg003248l	181612	185388	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120058780_3	ptg003248l	191095	195897	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120058780	ptg003248l	204711	209513	+	LOC120058780	120058780	protein_coding	NC_052320.1	3677419	3682215	-	0	pepsin A-like	2	1	1	0	GO:0004190|GO:0006508
gene-LOC120058780_2	ptg003248l	223660	228416	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120058780_1	ptg003248l	236961	241809	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120058779	ptg003248l	249864	255112	+	LOC120058779	120058779	protein_coding	NC_052320.1	3645914	3651446	-	0	pepsin A-like	2	1	1	0	GO:0004190|GO:0006508
gene-LOC120059043	ptg003248l	261774	307273	-	LOC120059043	120059043	protein_coding	NC_052320.1	3597305	3639251	+	0	zinc finger protein 335-like	7	5	1	1	GO:0000978|GO:0005634|GO:0007420|GO:0010468|GO:0050769|GO:0051569|GO:0080182
gene-LOC120059041	ptg003248l	308812	318292	-	LOC120059041	120059041	protein_coding	NC_052320.1	3586306	3595765	+	0	matrix metalloproteinase-9-like	6	3	2	1	GO:0004222|GO:0006508|GO:0008270|GO:0030198|GO:0030574|GO:0031012
gene-adora1b	ptg003248l	361084	453200	-	adora1b	120059551	protein_coding	NC_052320.1	3496077	3543491	+	1	adenosine A1 receptor b	5	1	1	3	GO:0001609|GO:0001973|GO:0016020|GO:0030425|GO:0045202
gene-LOC120040568_1	ptg003249l	110506	124007	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-nrsn1_1	ptg003249l	251704	255246	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120051486	ptg003251l	46454	73959	-	LOC120051486	120051486	protein_coding	NC_052313.1	56242313	56269793	+	0	sentrin-specific protease 7-like	4	1	1	2	GO:0005634|GO:0005737|GO:0016926|GO:0070139
gene-LOC120051497	ptg003251l	74088	95991	+	LOC120051497	120051497	lncRNA	NC_052313.1	56220281	56242183	-	0	uncharacterized LOC120051497	0	0	0	0	NA
gene-LOC120051496	ptg003251l	96341	97907	+	LOC120051496	120051496	lncRNA	NC_052313.1	56218365	56219930	-	0	uncharacterized LOC120051496	0	0	0	0	NA
gene-LOC120051493_1	ptg003251l	113135	115826	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120051498_1	ptg003251l	116110	117592	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120051490_1	ptg003251l	133092	148234	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120039383_1	ptg003251l	160315	161538	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120039386	ptg003251l	165921	197914	+	LOC120039386	120039386	protein_coding	NW_024059552.1	66685	135321	-	0	BCL-6 corepressor-like	4	1	2	1	GO:0000122|GO:0003714|GO:0005515|GO:0005634
gene-LOC120063488_3	ptg003252l	9596	10700	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120035873	ptg003252l	18341	29972	+	LOC120035873	120035873	protein_coding	NW_024057815.1	31905	38095	+	0	NLR family CARD domain-containing protein 3-like	0	0	0	0	NA
gene-LOC120041970	ptg003252l	37123	111082	-	LOC120041970	120041970	protein_coding	NC_052309.1	89363535	89429443	-	0	4-aminobutyrate aminotransferase, mitochondrial-like	4	1	2	1	GO:0003867|GO:0005739|GO:0009450|GO:0030170
gene-LOC120044113	ptg003252l	168511	215905	+	LOC120044113	120044113	protein_coding	NC_052309.1	89527610	89580084	+	0	transmembrane protein 114-like	1	0	0	1	GO:0016324
gene-rbfox1	ptg003252l	306764	367784	-	rbfox1	120044703	protein_coding	NC_052309.1	89674903	89729272	-	1	RNA binding fox-1 homolog 1	5	2	1	2	GO:0000381|GO:0003729|GO:0005634|GO:0005737|GO:0007399
gene-fbxl7	ptg003253l	19998	24852	+	fbxl7	120020696	protein_coding	NC_052331.1	37543659	37548501	+	1	F-box and leucine-rich repeat protein 7	3	1	1	1	GO:0005515|GO:0019005|GO:0031146
gene-impa1	ptg003253l	42208	50810	+	impa1	120020697	protein_coding	NC_052331.1	37565529	37574144	+	1	inositol monophosphatase 1	4	3	1	0	GO:0006020|GO:0007165|GO:0008934|GO:0046854
gene-LOC120019926	ptg003253l	467261	585260	+	LOC120019926	120019926	protein_coding	NC_052331.1	37961244	38073639	+	0	cadherin-7-like	11	6	2	3	GO:0000902|GO:0005509|GO:0005886|GO:0005912|GO:0007043|GO:0007156|GO:0007275|GO:0016339|GO:0016342|GO:0034332|GO:0045296
gene-trnas-cga-10	ptg003253l	731068	731150	-	trnas-cga	120020824	tRNA	NC_052331.1	38215095	38215176	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-cga-11	ptg003253l	733586	733668	-	trnas-cga	120020825	tRNA	NC_052331.1	38218608	38218689	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-cga-2_8	ptg003253l	736080	736162	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-cga-2_14	ptg003253l	740790	740872	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-cga-2_15	ptg003253l	743281	743363	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-cga-2_12	ptg003253l	745773	745855	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-27_1	ptg003253l	747989	748071	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-cga-2_16	ptg003253l	748265	748347	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-21_1	ptg003253l	752840	752922	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-14_5	ptg003253l	755378	755460	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-18_1	ptg003253l	756477	756559	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-13	ptg003253l	757568	757650	-	trnas-uga	120020827	tRNA	NC_052331.1	38219694	38219775	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-14	ptg003253l	760106	760188	-	trnas-uga	120020828	tRNA	NC_052331.1	38222232	38222313	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-14_4	ptg003253l	762642	762724	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-18_3	ptg003253l	763720	763802	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-17_1	ptg003253l	764811	764893	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-18_2	ptg003253l	765902	765984	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-19_1	ptg003253l	767170	767252	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-20_1	ptg003253l	772686	772768	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-14_3	ptg003253l	775224	775306	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-18_4	ptg003253l	776302	776384	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-19_3	ptg003253l	777570	777652	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-23_1	ptg003253l	783086	783168	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-8_2	ptg003253l	785624	785706	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-16	ptg003253l	786702	786784	-	trnas-uga	120020831	tRNA	NC_052331.1	38225859	38225940	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-17	ptg003253l	787793	787875	-	trnas-uga	120020832	tRNA	NC_052331.1	38226950	38227031	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-18	ptg003253l	788884	788966	-	trnas-uga	120020833	tRNA	NC_052331.1	38228041	38228122	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-19	ptg003253l	790152	790234	-	trnas-uga	120020834	tRNA	NC_052331.1	38229309	38229390	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-24_1	ptg003253l	795668	795750	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-21	ptg003253l	798206	798288	-	trnas-uga	120020836	tRNA	NC_052331.1	38237363	38237444	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-22_1	ptg003253l	800744	800826	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-34	ptg003253l	801822	801904	-	trnas-uga	120020849	tRNA	NC_052331.1	38264627	38264708	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-30	ptg003253l	802934	803016	-	trnas-uga	120020838	tRNA	NC_052331.1	38260263	38260344	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-19_2	ptg003253l	804202	804284	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-20	ptg003253l	809718	809800	-	trnas-uga	120020835	tRNA	NC_052331.1	38234825	38234906	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-22	ptg003253l	812256	812338	-	trnas-uga	120020837	tRNA	NC_052331.1	38239901	38239982	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-26	ptg003253l	814794	814876	-	trnas-uga	120020842	tRNA	NC_052331.1	38250053	38250134	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-13_2	ptg003253l	817332	817414	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-23	ptg003253l	819870	819952	-	trnas-uga	120020839	tRNA	NC_052331.1	38242439	38242520	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-25	ptg003253l	822408	822490	-	trnas-uga	120020841	tRNA	NC_052331.1	38247515	38247596	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-24	ptg003253l	826169	826251	+	trnas-uga	120020840	tRNA	NC_052331.1	38244977	38245058	-	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-27	ptg003253l	831685	831767	+	trnas-uga	120020803	tRNA	NC_052331.1	38256792	38256873	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-28	ptg003253l	832953	833035	+	trnas-uga	120020815	tRNA	NC_052331.1	38258060	38258141	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-29	ptg003253l	834065	834147	+	trnas-uga	120020826	tRNA	NC_052331.1	38259172	38259253	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-33	ptg003253l	835156	835238	+	trnas-uga	120020848	tRNA	NC_052331.1	38263536	38263617	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-32	ptg003253l	836247	836329	+	trnas-uga	120020847	tRNA	NC_052331.1	38262445	38262526	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-35	ptg003253l	837325	837407	+	trnas-uga	120020850	tRNA	NC_052331.1	38265705	38265786	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-36	ptg003253l	839863	839945	+	trnas-uga	120020852	tRNA	NC_052331.1	38268242	38268323	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-37	ptg003253l	840954	841036	+	trnas-uga	120020853	tRNA	NC_052331.1	38269333	38269414	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-38	ptg003253l	842053	842135	+	trnas-uga	120020854	tRNA	NC_052331.1	38270432	38270513	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-13_1	ptg003253l	844591	844673	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-trnas-uga-31	ptg003253l	845682	845764	+	trnas-uga	120020845	tRNA	NC_052331.1	38261354	38261435	+	1	tRNA-Ser	0	0	0	0	NA
gene-trnas-uga-14_1	ptg003253l	846781	846863	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120044335_1	ptg003254l	74618	77833	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120033536_1	ptg003255l	25892	29020	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042117_1	ptg003255l	41990	52952	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042117_10	ptg003255l	74688	85235	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120050776	ptg003255l	95230	108520	+	LOC120050776	120050776	protein_coding	NC_052313.1	48963273	48976562	-	0	uncharacterized LOC120050776	0	0	0	0	NA
gene-LOC120042117_6	ptg003255l	115982	125608	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042117_7	ptg003255l	135286	144943	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042117_3	ptg003255l	172953	183459	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042117_2	ptg003255l	225737	236320	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042117_8	ptg003255l	245929	255491	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042117_9	ptg003255l	283534	293096	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120021106	ptg003256l	4202	26373	+	LOC120021106	120021106	protein_coding	NC_052332.1	34171612	34206084	-	0	serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform-like	6	1	2	3	GO:0005516|GO:0005737|GO:0005829|GO:0005955|GO:0033173|GO:0033192
gene-ecscr	ptg003256l	28535	32620	+	ecscr	120021286	protein_coding	NC_052332.1	34165363	34169447	-	1	endothelial cell surface expressed chemotaxis and apoptosis regulator	0	0	0	0	NA
gene-LOC120021672	ptg003256l	36090	57176	+	LOC120021672	120021672	protein_coding	NC_052332.1	34140913	34162097	-	0	dnaJ homolog subfamily C member 18-like	5	3	1	1	GO:0005789|GO:0030433|GO:0030544|GO:0051085|GO:0071218
gene-LOC120021105	ptg003256l	57834	85853	-	LOC120021105	120021105	protein_coding	NC_052332.1	34112168	34140254	+	0	bromodomain-containing protein 8-like	3	1	1	1	GO:0005515|GO:0016573|GO:0035267
gene-trnaa-agc-2_37	ptg003256l	86795	86868	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-kif20a	ptg003256l	87756	97994	+	kif20a	120021488	protein_coding	NC_052332.1	34100029	34110264	-	1	kinesin family member 20A	7	2	3	2	GO:0005524|GO:0005634|GO:0005876|GO:0007018|GO:0008017|GO:0008574|GO:0090307
gene-LOC120021490	ptg003256l	97631	106525	-	LOC120021490	120021490	protein_coding	NC_052332.1	34091408	34100391	+	0	cell division cycle protein 23 homolog	3	1	1	1	GO:0005515|GO:0005680|GO:0051301
gene-LOC120021104	ptg003256l	195059	207672	-	LOC120021104	120021104	protein_coding	NC_052332.1	33990245	34002857	+	0	GDNF family receptor alpha-4-like	4	1	1	2	GO:0007399|GO:0009897|GO:0038023|GO:0043235
gene-LOC120021486	ptg003256l	226298	240917	-	LOC120021486	120021486	protein_coding	NC_052332.1	33956652	33971294	+	0	M-phase inducer phosphatase 1-A-like	7	4	1	2	GO:0000086|GO:0004725|GO:0005634|GO:0005737|GO:0006470|GO:0010971|GO:0110032
gene-LOC120021487	ptg003256l	241688	244615	-	LOC120021487	120021487	protein_coding	NC_052332.1	33952954	33955880	+	0	putative nuclease HARBI1	0	0	0	0	NA
gene-LOC120021731	ptg003256l	254084	262126	-	LOC120021731	120021731	protein_coding	NC_052332.1	33935449	33943484	+	0	UDP-glucose 6-dehydrogenase-like	5	1	2	2	GO:0003979|GO:0005634|GO:0005829|GO:0006024|GO:0051287
gene-wdr55	ptg003256l	264576	267758	-	wdr55	120021347	protein_coding	NC_052332.1	33929817	33932998	+	1	WD repeat domain 55	1	0	1	0	GO:0005515
gene-LOC120021103	ptg003256l	282702	294058	+	LOC120021103	120021103	protein_coding	NC_052332.1	33903515	33914869	-	0	pre-mRNA 3'-end-processing factor FIP1-like	3	1	1	1	GO:0003723|GO:0005847|GO:0006378
