gene_id	symbol	product	copies_lean	copies_siscowet	n_go
gene-LOC120058055	LOC120058055	leucine-rich repeat-containing protein 63	1	1	1
gene-LOC120058058	LOC120058058	dehydrogenase/reductase SDR family member on chromosome X-like	1	1	1
gene-LOC120058059	LOC120058059	acetylserotonin O-methyltransferase-like	1	1	3
gene-LOC120058060	LOC120058060	biogenesis of lysosome-related organelles complex 1 subunit 1-like	1	1	2
gene-LOC120058061	LOC120058061	ankyrin repeat domain-containing protein SOWAHC-like	1	1	1
gene-LOC120058062	LOC120058062	E3 ubiquitin-protein ligase SH3RF3-like	1	1	2
gene-LOC120058063	LOC120058063	coiled-coil domain-containing protein 138-like	1	1	0
gene-LOC120058064	LOC120058064	5-hydroxytryptamine receptor 1F-like	1	1	3
gene-LOC120058065	LOC120058065	transcription cofactor vestigial-like protein 3	1	1	2
gene-LOC120058066	LOC120058066	A-kinase anchor protein 11-like	1	1	3
gene-LOC120058068	LOC120058068	ecto-NOX disulfide-thiol exchanger 1-like	1	1	4
gene-LOC120058069	LOC120058069	ephrin type-A receptor 3-like	1	1	6
gene-LOC120058070	LOC120058070	F-box only protein 47-like	1	1	1
gene-LOC120058071	LOC120058071	glutaminase kidney isoform, mitochondrial-like	1	1	4
gene-LOC120058072	LOC120058072	high-affinity choline transporter 1-like	1	1	11
gene-LOC120058074	LOC120058074	E3 SUMO-protein ligase RanBP2-like	1	1	7
gene-LOC120058076	LOC120058076	TSC22 domain family protein 1-like	1	1	0
gene-LOC120058077	LOC120058077	secretin receptor	1	1	6
gene-LOC120058078	LOC120058078	zona pellucida-like domain-containing protein 1	1	1	2
gene-LOC120058079	LOC120058079	zona pellucida-like domain-containing protein 1	1	1	2
gene-LOC120058081	LOC120058081	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB-like	1	1	7
gene-LOC120058082	LOC120058082	V-set domain-containing T-cell activation inhibitor 1-like	1	1	0
gene-LOC120058084	LOC120058084	probable ribonuclease ZC3H12C	1	1	4
gene-LOC120058085	LOC120058085	glycine receptor subunit alpha-2-like	1	1	12
gene-LOC120058086	LOC120058086	G-protein coupled receptor 143-like	1	1	10
gene-LOC120058087	LOC120058087	immunoglobulin superfamily member 3-like	1	1	0
gene-LOC120058088	LOC120058088	immunoglobulin superfamily member 3-like	1	1	0
gene-LOC120058090	LOC120058090	zona pellucida sperm-binding protein 3-like	1	2	5
gene-LOC120058091	LOC120058091	helix-loop-helix protein 2-like	1	2	4
gene-LOC120058092	LOC120058092	vang-like protein 1	1	1	2
gene-LOC120058093	LOC120058093	protein dopey-2-like	1	1	3
gene-LOC120058096	LOC120058096	nectin-1-like	1	1	3
gene-LOC120058097	LOC120058097	uncharacterized LOC120058097	1	1	2
gene-LOC120058098	LOC120058098	OX-2 membrane glycoprotein-like	1	1	1
gene-LOC120058100	LOC120058100	transmembrane protein FAM155A-like	1	1	3
gene-LOC120058101	LOC120058101	tumor necrosis factor ligand superfamily member 13B-like	1	1	5
gene-LOC120058102	LOC120058102	unconventional myosin-XVI-like	1	1	10
gene-LOC120058103	LOC120058103	keratin-associated protein 10-4-like	1	1	1
gene-LOC120058104	LOC120058104	collagen alpha-2(IV) chain-like	1	1	3
gene-LOC120058105	LOC120058105	transcriptional regulator ATRX-like	1	1	5
gene-LOC120058106	LOC120058106	synaptotagmin-like protein 5	1	1	7
gene-LOC120058107	LOC120058107	lanC-like protein 3	1	1	3
gene-LOC120058108	LOC120058108	gastrin-releasing peptide receptor-like	1	1	3
gene-LOC120058109	LOC120058109	BCL-6 corepressor-like	1	1	3
gene-LOC120058110	LOC120058110	collagen alpha-1(VIII) chain-like	1	1	1
gene-LOC120058111	LOC120058111	proline-rich extensin-like protein EPR1	1	1	0
gene-LOC120058113	LOC120058113	interleukin-1 receptor accessory protein-like 1-B	1	1	2
gene-LOC120058114	LOC120058114	golgin subfamily A member 6-like protein 22	1	1	0
gene-LOC120058115	LOC120058115	elastase-1	1	1	3
gene-LOC120058116	LOC120058116	ADP-ribosylation factor-like protein 11	1	1	5
gene-LOC120058117	LOC120058117	guanine nucleotide exchange factor DBS-like	1	1	6
gene-LOC120058119	LOC120058119	neurogenic locus notch homolog protein 1-like	1	1	12
gene-LOC120058122	LOC120058122	junctional adhesion molecule 2A-like	1	1	4
gene-LOC120058123	LOC120058123	protein-lysine methyltransferase METTL21C-like	1	1	4
gene-LOC120058124	LOC120058124	growth hormone-regulated TBC protein 1-A-like	1	1	0
gene-LOC120058125	LOC120058125	centrosomal protein of 97 kDa-like	1	1	1
gene-LOC120058126	LOC120058126	DDB1- and CUL4-associated factor 6-like	1	1	5
gene-LOC120058127	LOC120058127	elastase-1-like	1	1	3
gene-LOC120058128	LOC120058128	gamma-crystallin M3-like	1	1	3
gene-LOC120058129	LOC120058129	early nodulin-75-like	1	1	0
gene-LOC120058130	LOC120058130	protocadherin-8-like	1	1	3
gene-LOC120058132	LOC120058132	endothelin receptor type B-like	1	1	6
gene-LOC120058135	LOC120058135	rho GTPase-activating protein 6-like	1	1	1
gene-LOC120058138	LOC120058138	uncharacterized LOC120058138	1	1	0
gene-LOC120058139	LOC120058139	NGFI-A-binding protein 1-like	1	1	4
gene-LOC120058140	LOC120058140	C-X-C chemokine receptor type 1-like	1	1	5
gene-LOC120058141	LOC120058141	extensin-like	1	1	0
gene-LOC120058144	LOC120058144	protocadherin-8-like	1	1	3
gene-LOC120058145	LOC120058145	protocadherin-17-like	1	1	3
gene-LOC120058146	LOC120058146	inositol hexakisphosphate kinase 1-like	1	1	5
gene-LOC120058147	LOC120058147	syntaxin-binding protein 5-like	1	1	8
gene-LOC120058149	LOC120058149	probable serpin E3	1	1	3
gene-LOC120058151	LOC120058151	FTS and Hook-interacting protein homolog	1	1	5
gene-LOC120058152	LOC120058152	oligodendrocyte transcription factor 1-like	1	1	1
gene-LOC120058153	LOC120058153	plasma kallikrein-like	1	1	2
gene-LOC120058154	LOC120058154	interferon-induced GTP-binding protein Mx-like	1	1	8
gene-LOC120058156	LOC120058156	SLIT and NTRK-like protein 5	1	1	5
gene-LOC120058157	LOC120058157	receptor-type tyrosine-protein phosphatase-like N	1	1	3
gene-LOC120058158	LOC120058158	uncharacterized protein DKFZp434B061-like	1	1	0
gene-LOC120058159	LOC120058159	abl interactor 2-like	1	1	2
gene-LOC120058160	LOC120058160	ras-associated and pleckstrin homology domains-containing protein 1-like	1	1	3
gene-LOC120058161	LOC120058161	claudin-14-like	1	1	5
gene-LOC120058162	LOC120058162	uncharacterized LOC120058162	1	1	0
gene-LOC120058163	LOC120058163	uncharacterized LOC120058163	1	2	0
gene-LOC120058164	LOC120058164	homeodomain-interacting protein kinase 1-like	1	1	10
gene-LOC120058165	LOC120058165	von Willebrand factor C domain-containing protein 2-like	1	1	4
gene-LOC120058166	LOC120058166	filamin A-interacting protein 1-like	1	1	0
gene-LOC120058168	LOC120058168	dachshund homolog 1-like	1	1	0
gene-LOC120058169	LOC120058169	Krueppel-like factor 12	1	1	3
gene-LOC120058170	LOC120058170	LIM domain only protein 7-like	1	1	3
gene-LOC120058171	LOC120058171	uncharacterized LOC120058171	1	1	2
gene-LOC120058172	LOC120058172	E3 ubiquitin-protein ligase MYCBP2	1	1	1
gene-LOC120058173	LOC120058173	interferon regulatory factor 2-like	1	2	5
gene-LOC120058174	LOC120058174	heparan-sulfate 6-O-sulfotransferase 2-like	1	1	3
gene-LOC120058175	LOC120058175	calcium-binding protein 39-like	1	1	2
gene-LOC120058176	LOC120058176	protein FAM122A-like	1	1	1
gene-LOC120058177	LOC120058177	zinc finger protein 271-like	1	1	4
gene-LOC120058178	LOC120058178	uncharacterized LOC120058178	1	1	0
gene-LOC120058179	LOC120058179	uncharacterized LOC120058179	1	2	0
gene-LOC120058180	LOC120058180	uncharacterized LOC120058180	1	1	0
gene-LOC120058181	LOC120058181	cell division cycle protein 16 homolog	1	2	2
gene-LOC120058182	LOC120058182	regulator of nonsense transcripts 3A-like	1	2	5
gene-LOC120058184	LOC120058184	probable E3 ubiquitin-protein ligase makorin-2	1	1	3
gene-LOC120058185	LOC120058185	caveolae-associated protein 2-like	1	1	3
gene-LOC120058186	LOC120058186	collagen alpha-1(XVIII) chain-like	1	1	0
gene-LOC120058189	LOC120058189	leucine-rich repeat flightless-interacting protein 2-like	1	1	3
gene-LOC120058191	LOC120058191	uncharacterized LOC120058191	1	1	0
gene-LOC120058193	LOC120058193	rho GTPase-activating protein 15-like	1	1	5
gene-LOC120058194	LOC120058194	G-protein coupled receptor 39-like	1	1	3
gene-LOC120058195	LOC120058195	solute carrier family 35 member F5-like	1	1	2
gene-LOC120058196	LOC120058196	actin-related protein 3-like	1	1	4
gene-LOC120058197	LOC120058197	integrin beta-2-like	1	1	9
gene-LOC120058198	LOC120058198	gap junction gamma-1 protein-like	1	1	2
gene-LOC120058199	LOC120058199	ATP-dependent RNA helicase DDX18-like	1	1	5
gene-LOC120058201	LOC120058201	sterol 26-hydroxylase, mitochondrial-like	1	1	10
gene-LOC120058202	LOC120058202	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4-like	1	1	4
gene-LOC120058204	LOC120058204	ubiquitin carboxyl-terminal hydrolase 37-like	1	1	6
gene-LOC120058206	LOC120058206	probable inactive tRNA-specific adenosine deaminase-like protein 3	1	2	3
gene-LOC120058208	LOC120058208	ORM1-like protein 1	1	2	5
gene-LOC120058210	LOC120058210	WD repeat-containing protein 75-like	1	1	5
gene-LOC120058211	LOC120058211	signal transducer and activator of transcription 1-alpha/beta-like	1	1	8
gene-LOC120058213	LOC120058213	uncharacterized LOC120058213	1	1	14
gene-LOC120058214	LOC120058214	glutaminase kidney isoform, mitochondrial-like	1	1	4
gene-LOC120058215	LOC120058215	signal transducer and activator of transcription 4-like	1	1	8
gene-LOC120058216	LOC120058216	uncharacterized LOC120058216	1	1	0
gene-LOC120058219	LOC120058219	mannose-1-phosphate guanyltransferase alpha-A-like	1	1	3
gene-LOC120058220	LOC120058220	dynactin subunit 2	1	1	4
gene-LOC120058221	LOC120058221	chondroitin sulfate synthase 2-like	1	1	3
gene-LOC120058222	LOC120058222	myosin light chain kinase, smooth muscle-like	1	1	4
gene-LOC120058224	LOC120058224	pre-mRNA-processing factor 40 homolog A-like	1	1	5
gene-LOC120058225	LOC120058225	polypeptide N-acetylgalactosaminyltransferase 13	1	1	1
gene-LOC120058226	LOC120058226	activin receptor type-1C-like	1	1	8
gene-LOC120058227	LOC120058227	activin receptor type-1-like	1	1	11
gene-LOC120058228	LOC120058228	uncharacterized LOC120058228	1	1	0
gene-LOC120058229	LOC120058229	uridine phosphorylase 2-like	1	1	5
gene-LOC120058230	LOC120058230	uncharacterized protein C7orf57 homolog	1	1	0
gene-LOC120058231	LOC120058231	60S ribosomal protein L29-like	1	1	4
gene-LOC120058232	LOC120058232	plakophilin-4-like	1	1	7
gene-LOC120058233	LOC120058233	protein TANC1-like	1	1	1
gene-LOC120058234	LOC120058234	CD302 antigen-like	1	1	1
gene-LOC120058235	LOC120058235	RNA-binding motif, single-stranded-interacting protein 1-like	1	1	6
gene-LOC120058236	LOC120058236	TRAF family member-associated NF-kappa-B activator-like	1	1	1
gene-LOC120058237	LOC120058237	growth factor receptor-bound protein 14-like	1	1	4
gene-LOC120058238	LOC120058238	cordon-bleu protein-like 1	1	1	1
gene-LOC120058239	LOC120058239	ceramide synthase 6-like	1	1	4
gene-LOC120058240	LOC120058240	peptidyl-prolyl cis-trans isomerase G-like	1	1	4
gene-LOC120058241	LOC120058241	D-3-phosphoglycerate dehydrogenase-like	1	1	3
gene-LOC120058242	LOC120058242	E3 ubiquitin-protein ligase ubr3	1	1	6
gene-LOC120058243	LOC120058243	serine/threonine-protein kinase tousled-like 1-B	1	1	6
gene-LOC120058244	LOC120058244	dynein, cytoplasmic 1, intermediate chain 2a-like	1	1	4
gene-LOC120058245	LOC120058245	calcium-binding mitochondrial carrier protein Aralar1-like	1	1	6
gene-LOC120058246	LOC120058246	dual specificity protein phosphatase 7-like	1	1	6
gene-LOC120058248	LOC120058248	cytochrome b reductase 1	1	1	2
gene-LOC120058249	LOC120058249	histone acetyltransferase type B catalytic subunit-like	1	1	5
gene-LOC120058250	LOC120058250	integrin alpha-6-like	1	1	8
gene-LOC120058252	LOC120058252	neurabin-1-like	1	1	8
gene-LOC120058253	LOC120058253	mitogen-activated protein kinase kinase kinase 20-like	1	1	5
gene-LOC120058254	LOC120058254	uncharacterized LOC120058254	1	1	0
gene-LOC120058255	LOC120058255	cell division cycle-associated protein 7-like	1	1	2
gene-LOC120058256	LOC120058256	transcription factor Sp3-like	1	1	3
gene-LOC120058258	LOC120058258	mimecan-like	1	1	0
gene-LOC120058259	LOC120058259	ATP synthase F(0) complex subunit C3, mitochondrial-like	1	1	4
gene-LOC120058260	LOC120058260	endoplasmic reticulum junction formation protein lunapark-A-like	1	1	2
gene-LOC120058261	LOC120058261	heterogeneous nuclear ribonucleoprotein A3-like	1	1	1
gene-LOC120058262	LOC120058262	nuclear factor erythroid 2-related factor 2-like	1	1	5
gene-LOC120058263	LOC120058263	alkyldihydroxyacetonephosphate synthase, peroxisomal-like	1	1	3
gene-LOC120058264	LOC120058264	inositol-pentakisphosphate 2-kinase-like	1	1	4
gene-LOC120058265	LOC120058265	cytochrome c-like	1	2	6
gene-LOC120058267	LOC120058267	caspase-8-like	1	1	4
gene-LOC120058268	LOC120058268	INO80 complex subunit D-like	1	1	1
gene-LOC120058269	LOC120058269	serine/threonine-protein kinase 24-like	1	1	3
gene-LOC120058271	LOC120058271	dedicator of cytokinesis protein 9-like	1	1	3
gene-LOC120058272	LOC120058272	FERM, ARHGEF and pleckstrin domain-containing protein 1-like	1	1	3
gene-LOC120058273	LOC120058273	5-aminolevulinate synthase, nonspecific, mitochondrial-like	1	1	7
gene-LOC120058274	LOC120058274	muscleblind-like protein 2a	1	1	1
gene-LOC120058277	LOC120058277	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma-like	1	1	3
gene-LOC120058278	LOC120058278	interleukin-1 receptor-like 1	1	1	1
gene-LOC120058279	LOC120058279	interleukin-1 receptor-like 1	1	1	1
gene-LOC120058280	LOC120058280	interleukin-1 receptor-like 1	1	1	1
gene-LOC120058281	LOC120058281	interleukin-1 receptor-like 1	1	1	1
gene-LOC120058282	LOC120058282	nuclear receptor subfamily 6 group A member 1-like	1	1	4
gene-LOC120058283	LOC120058283	aryl hydrocarbon receptor-like	1	2	6
gene-LOC120058284	LOC120058284	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial-like	1	2	3
gene-LOC120058285	LOC120058285	contactin-associated protein-like 5	1	1	0
gene-LOC120058286	LOC120058286	inhibin beta B chain-like	1	1	6
gene-LOC120058288	LOC120058288	SH3 domain-binding protein 4-like	1	2	2
gene-LOC120058289	LOC120058289	ADP-ribosylation factor-like protein 4C	1	3	5
gene-LOC120058290	LOC120058290	protein ADP-ribosylarginine hydrolase-like	2	1	3
gene-LOC120058291	LOC120058291	ADP-ribosylation factor-like protein 4C	2	1	5
gene-LOC120058292	LOC120058292	uncharacterized LOC120058292	2	1	0
gene-LOC120058293	LOC120058293	protein ADP-ribosylarginine hydrolase-like	1	2	3
gene-LOC120058294	LOC120058294	uncharacterized LOC120058294	1	1	0
gene-LOC120058295	LOC120058295	rho GTPase-activating protein 15-like	1	2	3
gene-LOC120058298	LOC120058298	R3H domain-containing protein 2-like	1	1	1
gene-LOC120058299	LOC120058299	activin receptor type-2A-like	1	1	9
gene-LOC120058300	LOC120058300	methyl-CpG-binding domain protein 5-like	1	1	4
gene-LOC120058301	LOC120058301	enhancer of polycomb homolog 2-like	1	1	2
gene-LOC120058303	LOC120058303	rho-related GTP-binding protein RhoE	1	1	3
gene-LOC120058304	LOC120058304	UBX domain-containing protein 4-like	1	1	1
gene-LOC120058305	LOC120058305	R3H domain-containing protein 1-like	1	1	1
gene-LOC120058308	LOC120058308	cyclin-T2-like	1	1	5
gene-LOC120058309	LOC120058309	ras-related protein M-Ras-like	1	1	5
gene-LOC120058310	LOC120058310	tyrosine-protein phosphatase non-receptor type 4-like	1	1	6
gene-LOC120058311	LOC120058311	band 4.1-like protein 5	1	1	2
gene-LOC120058312	LOC120058312	NEDD8-conjugating enzyme UBE2F	1	1	0
gene-LOC120058313	LOC120058313	putative methyltransferase DDB_G0268948	1	1	1
gene-LOC120058314	LOC120058314	putative methyltransferase DDB_G0268948	1	1	1
gene-LOC120058315	LOC120058315	carcinoembryonic antigen-related cell adhesion molecule 1-like	1	1	0
gene-LOC120058316	LOC120058316	unconventional myosin-Ib-like	1	1	12
gene-LOC120058317	LOC120058317	basic leucine zipper and W2 domain-containing protein 1-A-like	1	1	3
gene-LOC120058318	LOC120058318	ras-related protein Ral-B	1	1	5
gene-LOC120058321	LOC120058321	sterile alpha motif domain-containing protein 9-like	1	1	1
gene-LOC120058323	LOC120058323	CLIP-associating protein 1-like	1	1	7
gene-LOC120058324	LOC120058324	ELL-associated factor 2-like	1	1	4
gene-LOC120058325	LOC120058325	sterol 26-hydroxylase, mitochondrial-like	1	1	10
gene-LOC120058327	LOC120058327	SRSF protein kinase 1-like	1	1	5
gene-LOC120058328	LOC120058328	sterol 26-hydroxylase, mitochondrial-like	1	1	10
gene-LOC120058329	LOC120058329	solute carrier family 49 member 4-like	1	1	4
gene-LOC120058330	LOC120058330	semaphorin-5B-like	1	1	8
gene-LOC120058331	LOC120058331	protein disulfide-isomerase A5-like	1	1	3
gene-LOC120058332	LOC120058332	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2-like	1	1	5
gene-LOC120058333	LOC120058333	signal transducing adapter molecule 2-like	1	1	4
gene-LOC120058335	LOC120058335	integrin beta-5-like	1	1	8
gene-LOC120058337	LOC120058337	1-phosphatidylinositol 3-phosphate 5-kinase-like	1	1	5
gene-LOC120058338	LOC120058338	bcl-2-like protein 2	1	1	1
gene-LOC120058339	LOC120058339	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	1	1	2
gene-LOC120058340	LOC120058340	splicing factor 3B subunit 1-like	1	2	6
gene-LOC120058341	LOC120058341	coenzyme Q-binding protein COQ10 homolog B, mitochondrial-like	1	2	4
gene-LOC120058342	LOC120058342	60 kDa heat shock protein, mitochondrial	1	2	14
gene-LOC120058343	LOC120058343	MOB-like protein phocein	1	2	8
gene-LOC120058344	LOC120058344	raftlin-2-like	1	2	0
gene-LOC120058345	LOC120058345	dnaJ homolog subfamily B member 11-like	1	1	5
gene-LOC120058346	LOC120058346	armadillo repeat-containing protein 8	1	1	3
gene-LOC120058347	LOC120058347	ras-related protein Rab-5B-like	1	1	2
gene-LOC120058348	LOC120058348	isocitrate dehydrogenase [NADP] cytoplasmic-like	1	1	7
gene-LOC120058349	LOC120058349	pleckstrin homology domain-containing family M member 3-like	1	1	0
gene-LOC120058350	LOC120058350	frizzled-5-like	1	1	5
gene-LOC120058351	LOC120058351	uncharacterized LOC120058351	1	1	0
gene-LOC120058352	LOC120058352	cyclin-Y-like protein 1	1	1	5
gene-LOC120058354	LOC120058354	60S ribosomal protein L35	1	1	6
gene-LOC120058355	LOC120058355	Krueppel-like factor 7	1	1	3
gene-LOC120058356	LOC120058356	probable phospholipid-transporting ATPase IH	1	1	9
gene-LOC120058358	LOC120058358	zinc finger protein 148-like	1	1	4
gene-LOC120058359	LOC120058359	phosphatidylcholine-sterol acyltransferase-like	1	1	3
gene-LOC120058360	LOC120058360	sorting nexin-4-like	1	1	2
gene-LOC120058361	LOC120058361	leishmanolysin-like peptidase	1	1	5
gene-LOC120058362	LOC120058362	SEC14 domain and spectrin repeat-containing protein 1	1	1	0
gene-LOC120058363	LOC120058363	pre-mRNA-splicing factor CWC22 homolog	1	1	4
gene-LOC120058364	LOC120058364	protein ITPRID2-like	1	1	1
gene-LOC120058365	LOC120058365	protein phosphatase 1 regulatory subunit 1C-like	1	1	3
gene-LOC120058366	LOC120058366	nck-associated protein 1-like	1	1	6
gene-LOC120058367	LOC120058367	zinc finger and SCAN domain-containing protein 22-like	1	1	1
gene-LOC120058368	LOC120058368	interleukin-1 receptor type 1-like	1	1	2
gene-LOC120058369	LOC120058369	interleukin-1 receptor type 2	1	1	0
gene-LOC120058371	LOC120058371	LON peptidase N-terminal domain and RING finger protein 2-like	1	1	1
gene-LOC120058372	LOC120058372	phosducin-like protein 3	1	1	4
gene-LOC120058373	LOC120058373	TBC1 domain family member 8-like	1	1	1
gene-LOC120058374	LOC120058374	zinc finger and SCAN domain-containing protein 22-like	1	1	3
gene-LOC120058375	LOC120058375	60S ribosomal protein L31-like	1	1	4
gene-LOC120058376	LOC120058376	plastin-2	1	1	7
gene-LOC120058378	LOC120058378	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase-like	1	1	4
gene-LOC120058379	LOC120058379	integral membrane protein 2B-like	1	1	5
gene-LOC120058381	LOC120058381	succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	1	1	6
gene-LOC120058382	LOC120058382	leucine-rich repeat and calponin homology domain-containing protein 1-like	1	1	1
gene-LOC120058383	LOC120058383	zinc finger protein 112-like	1	1	3
gene-LOC120058384	LOC120058384	S-formylglutathione hydrolase-like	1	1	3
gene-LOC120058385	LOC120058385	uncharacterized LOC120058385	1	1	0
gene-LOC120058387	LOC120058387	uncharacterized LOC120058387	1	1	0
gene-LOC120058388	LOC120058388	WD repeat and FYVE domain-containing protein 2-like	1	1	2
gene-LOC120058389	LOC120058389	uncharacterized LOC120058389	1	1	0
gene-LOC120058390	LOC120058390	serine/arginine repetitive matrix protein 1-like	1	1	3
gene-LOC120058391	LOC120058391	A-kinase anchor protein 17A-like	1	1	0
gene-LOC120058393	LOC120058393	purine nucleoside phosphorylase LACC1-like	1	1	1
gene-LOC120058394	LOC120058394	TSC22 domain family protein 1-like	1	1	1
gene-LOC120058395	LOC120058395	apolipoprotein A-IV-like	1	1	17
gene-LOC120058396	LOC120058396	ephrin type-A receptor 6-like	1	1	8
gene-LOC120058397	LOC120058397	GRIP and coiled-coil domain-containing protein 2-like	1	1	2
gene-LOC120058398	LOC120058398	LIM and senescent cell antigen-like-containing domain protein 1	1	1	7
gene-LOC120058399	LOC120058399	uncharacterized LOC120058399	1	1	0
gene-LOC120058401	LOC120058401	coiled-coil domain-containing protein 93-like	1	1	1
gene-LOC120058402	LOC120058402	uncharacterized LOC120058402	1	1	4
gene-LOC120058409	LOC120058409	M-phase phosphoprotein 8-like	1	1	3
gene-LOC120058410	LOC120058410	uncharacterized LOC120058410	1	1	0
gene-LOC120058411	LOC120058411	zinc finger MYM-type protein 2-like	1	1	1
gene-LOC120058413	LOC120058413	gap junction beta-2 protein-like	1	1	2
gene-LOC120058415	LOC120058415	exportin-4-like	1	1	4
gene-LOC120058419	LOC120058419	uncharacterized LOC120058419	1	1	6
gene-LOC120058420	LOC120058420	popeye domain-containing 2-like	1	1	2
gene-LOC120058422	LOC120058422	cytochrome c oxidase copper chaperone-like	1	1	4
gene-LOC120058423	LOC120058423	ganglioside-induced differentiation-associated protein 2-like	1	1	0
gene-LOC120058424	LOC120058424	terminal nucleotidyltransferase 5C	1	1	3
gene-LOC120058427	LOC120058427	centromere protein J-like	1	1	6
gene-LOC120058428	LOC120058428	rho GTPase-activating protein 20-like	1	1	3
gene-LOC120058431	LOC120058431	radixin	1	1	12
gene-LOC120058432	LOC120058432	motile sperm domain-containing protein 2-like	1	1	0
gene-LOC120058433	LOC120058433	F-box-like/WD repeat-containing protein TBL1X	1	1	5
gene-LOC120058434	LOC120058434	anosmin-1-like	1	1	5
gene-LOC120058435	LOC120058435	spore wall protein 2-like	1	1	0
gene-LOC120058436	LOC120058436	lymphocyte function-associated antigen 3-like	1	1	0
gene-LOC120058438	LOC120058438	sodium/myo-inositol cotransporter-like	1	1	5
gene-LOC120058439	LOC120058439	ATP synthase subunit O, mitochondrial-like	1	1	4
gene-LOC120058440	LOC120058440	carbonyl reductase [NADPH] 1-like	1	1	1
gene-LOC120058441	LOC120058441	MORC family CW-type zinc finger protein 3-like	1	1	5
gene-LOC120058442	LOC120058442	chromatin assembly factor 1 subunit B-like	1	1	5
gene-LOC120058443	LOC120058443	major histocompatibility complex class I-related gene protein-like	1	1	3
gene-LOC120058444	LOC120058444	uncharacterized LOC120058444	1	1	5
gene-LOC120058445	LOC120058445	B-cell CLL/lymphoma 9 protein-like	1	1	5
gene-LOC120058446	LOC120058446	nectin-3-like	1	1	3
gene-LOC120058447	LOC120058447	nectin-4-like	1	1	3
gene-LOC120058448	LOC120058448	follistatin-related protein 1-like	1	1	6
gene-LOC120058449	LOC120058449	leucine-rich repeat-containing protein 58-like	1	1	1
gene-LOC120058450	LOC120058450	glycogen synthase kinase-3 beta-like	1	1	16
gene-LOC120058453	LOC120058453	Golgi pH regulator	1	1	3
gene-LOC120058454	LOC120058454	Na(+)/H(+) exchange regulatory cofactor NHE-RF3-like	1	1	4
gene-LOC120058455	LOC120058455	protein ABHD13-like	1	1	2
gene-LOC120058456	LOC120058456	insulin receptor substrate 2-like	1	1	5
gene-LOC120058457	LOC120058457	uncharacterized LOC120058457	1	1	0
gene-LOC120058458	LOC120058458	collagen alpha-1(IV) chain-like	1	1	3
gene-LOC120058460	LOC120058460	ras-related protein Rab-20-like	1	1	4
gene-LOC120058461	LOC120058461	ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like	1	1	2
gene-LOC120058462	LOC120058462	inhibitor of growth protein 1-like	1	1	3
gene-LOC120058463	LOC120058463	ubiquitin-conjugating enzyme E2 A-like	1	1	6
gene-LOC120058465	LOC120058465	sushi-repeat-containing protein SRPX-like	1	1	0
gene-LOC120058466	LOC120058466	amyloid-beta A4 protein-like	1	1	12
gene-LOC120058467	LOC120058467	GA-binding protein alpha chain-like	1	1	5
gene-LOC120058468	LOC120058468	DCC-interacting protein 13-alpha-like	1	1	4
gene-LOC120058469	LOC120058469	uncharacterized LOC120058469	1	1	0
gene-LOC120058470	LOC120058470	cystathionine beta-synthase-like	1	1	5
gene-LOC120058471	LOC120058471	serine/threonine-protein kinase SIK2-like	1	1	7
gene-LOC120058472	LOC120058472	sentrin-specific protease 7-like	1	1	4
gene-LOC120058473	LOC120058473	uncharacterized LOC120058473	1	1	0
gene-LOC120058474	LOC120058474	renin receptor-like	1	1	4
gene-LOC120058475	LOC120058475	target of Nesh-SH3-like	1	1	4
gene-LOC120058476	LOC120058476	protein TFG-like	1	2	4
gene-LOC120058477	LOC120058477	phosphatidate cytidylyltransferase 1-like	1	1	2
gene-LOC120058482	LOC120058482	uncharacterized LOC120058482	1	1	0
gene-LOC120058483	LOC120058483	ribonuclease H2 subunit B-like	1	1	4
gene-LOC120058484	LOC120058484	tripartite motif-containing 13-like	2	1	6
gene-LOC120058485	LOC120058485	SPRY domain-containing protein 7	2	1	1
gene-LOC120058486	LOC120058486	importin subunit alpha-4-like	1	1	7
gene-LOC120058487	LOC120058487	zinc finger protein 37-like	1	1	0
gene-LOC120058488	LOC120058488	uncharacterized LOC120058488	1	1	3
gene-LOC120058489	LOC120058489	uncharacterized LOC120058489	1	1	1
gene-LOC120058490	LOC120058490	zinc finger protein 454-like	1	1	3
gene-LOC120058491	LOC120058491	DNA repair protein REV1-like	1	1	6
gene-LOC120058492	LOC120058492	thioredoxin domain-containing protein 9-like	1	1	2
gene-LOC120058493	LOC120058493	uncharacterized LOC120058493	1	1	0
gene-LOC120058494	LOC120058494	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A-like	1	1	5
gene-LOC120058495	LOC120058495	cytochrome c oxidase assembly factor 5	1	1	2
gene-LOC120058496	LOC120058496	major facilitator superfamily domain-containing protein 9-like	1	1	2
