gene_id	symbol	product	copies_siscowet	in_lean_unmapped	n_go
gene-LOC120040621	LOC120040621	18S ribosomal RNA	1	Y	0
gene-LOC120040624	LOC120040624	kelch-like protein 20	1	Y	1
gene-LOC120040625	LOC120040625	cytochrome b-c1 complex subunit 2, mitochondrial-like	1	Y	2
gene-LOC120040631	LOC120040631	putative short-chain dehydrogenase/reductase family 42E member 2	1	Y	2
gene-LOC120040636	LOC120040636	cytochrome b-c1 complex subunit 2, mitochondrial-like	1	Y	2
gene-LOC120040640	LOC120040640	peroxisomal membrane protein PMP34-like	1	Y	8
gene-LOC120040644	LOC120040644	decapping and exoribonuclease protein-like	1	Y	6
gene-LOC120040645	LOC120040645	serine/threonine-protein kinase 19-like	1	Y	3
gene-LOC120040646	LOC120040646	ras-related C3 botulinum toxin substrate 1-like	1	Y	15
gene-LOC120040647	LOC120040647	uncharacterized LOC120040647	1	Y	0
gene-LOC120040654	LOC120040654	ankyrin repeat and SAM domain-containing protein 4B-like	1	Y	1
gene-LOC120040670	LOC120040670	uncharacterized LOC120040670	1	Y	0
gene-LOC120040682	LOC120040682	cytochrome P450 27C1-like	1	Y	10
gene-LOC120040699	LOC120040699	uncharacterized LOC120040699	1	Y	0
gene-LOC120040703	LOC120040703	tolloid-like protein 1	1	Y	3
gene-LOC120040728	LOC120040728	methionine synthase-like	1	Y	1
gene-LOC120040729	LOC120040729	potassium voltage-gated channel subfamily A member 1-like	1	Y	11
gene-LOC120040741	LOC120040741	glutamate receptor 2-like	1	Y	9
gene-LOC120040744	LOC120040744	queuine tRNA-ribosyltransferase catalytic subunit 1-like	1	Y	3
gene-LOC120040746	LOC120040746	glutamate receptor-interacting protein 2-like	1	Y	2
gene-LOC120040747	LOC120040747	sodium- and chloride-dependent taurine transporter	1	Y	5
gene-LOC120040753_10			1		0
gene-LOC120040753_11			1		0
gene-LOC120040753_12			1		0
gene-LOC120040753_13			1		0
gene-LOC120040753_14			1		0
gene-LOC120040753_15			1		0
gene-LOC120040753_16			1		0
gene-LOC120040753_17			1		0
gene-LOC120040753_18			1		0
gene-LOC120040753_19			1		0
gene-LOC120040753_2			1		0
gene-LOC120040753_20			1		0
gene-LOC120040753_3			1		0
gene-LOC120040753_4			1		0
gene-LOC120040753_5			1		0
gene-LOC120040753_6			1		0
gene-LOC120040753_7			1		0
gene-LOC120040753_8			1		0
gene-LOC120040753_9			1		0
gene-LOC120040756	LOC120040756	dynamin-2-like	1	Y	6
gene-LOC120040758_1			1		0
gene-LOC120040758_2			1		0
gene-LOC120040758_3			1		0
gene-LOC120040765_1			1		0
gene-LOC120040765_10			1		0
gene-LOC120040765_11			1		0
gene-LOC120040765_12			1		0
gene-LOC120040765_13			1		0
gene-LOC120040765_14			1		0
gene-LOC120040765_2			1		0
gene-LOC120040765_3			1		0
gene-LOC120040765_4			1		0
gene-LOC120040765_5			1		0
gene-LOC120040765_6			1		0
gene-LOC120040765_7			1		0
gene-LOC120040765_8			1		0
gene-LOC120040765_9			1		0
gene-LOC120040769_2			1		0
gene-LOC120040769_3			1		0
gene-LOC120040769_4			1		0
gene-LOC120040770_2			1		0
gene-LOC120040786	LOC120040786	U2 spliceosomal RNA	1	Y	0
gene-LOC120040799	LOC120040799	U2 spliceosomal RNA	1	Y	0
gene-LOC120040808_1			1		0
gene-LOC120040823	LOC120040823	tumor necrosis factor ligand superfamily member 14-like	1	Y	3
gene-LOC120040838	LOC120040838	transmembrane emp24 domain-containing protein 1-like	1	Y	7
gene-LOC120040849	LOC120040849	MYCBP-associated protein-like	1	Y	0
gene-LOC120040859_2			1		0
gene-LOC120040859_3			1		0
gene-LOC120040859_4			1		0
gene-LOC120040859_5			1		0
gene-LOC120040861	LOC120040861	phospholipid phosphatase 3-like	1	Y	4
gene-LOC120040869	LOC120040869	5S ribosomal RNA	1	Y	0
gene-LOC120040872	LOC120040872	growth hormone-inducible transmembrane protein-like	1	Y	1
gene-LOC120040875	LOC120040875	uncharacterized LOC120040875	1	Y	0
gene-LOC120040882	LOC120040882	stimulated by retinoic acid gene 8 protein-like	1	Y	3
gene-LOC120040891_1			1		0
gene-LOC120040895	LOC120040895	zinc finger protein OZF-like	1	Y	3
gene-LOC120040896	LOC120040896	uncharacterized LOC120040896	1	Y	0
gene-LOC120040898	LOC120040898	methionine-R-sulfoxide reductase B1-A-like	1	Y	1
gene-LOC120040917_14			1		0
gene-LOC120040917_15			1		0
gene-LOC120040917_16			1		0
gene-LOC120040923	LOC120040923	40S ribosomal protein S21-like	1	Y	6
gene-LOC120040924	LOC120040924	uncharacterized LOC120040924	1	Y	0
gene-LOC120040972	LOC120040972	transmembrane protein 26-like	1	Y	0
gene-LOC120040975_1			1		0
gene-LOC120040978	LOC120040978	5.8S ribosomal RNA	1	Y	0
gene-LOC120040979	LOC120040979	18S ribosomal RNA	1	Y	0
gene-LOC120040988_3			1		0
gene-LOC120040988_4			1		0
gene-LOC120040993	LOC120040993	tripartite motif-containing protein 16-like	1	Y	2
gene-LOC120041010	LOC120041010	tripartite motif-containing protein 16-like	1	Y	2
gene-LOC120041012_1			1		0
gene-LOC120041012_2			1		0
gene-LOC120041012_3			1		0
gene-LOC120041015_1			1		0
gene-LOC120041019	LOC120041019	tripartite motif-containing protein 16-like	1	Y	2
gene-LOC120041029	LOC120041029	uncharacterized LOC120041029	1	Y	0
gene-LOC120041036	LOC120041036	rho GTPase-activating protein 17-like	1	Y	9
gene-LOC120041070	LOC120041070	sodium/myo-inositol cotransporter 2-like	1	Y	3
gene-LOC120041079	LOC120041079	transcription factor E4F1-like	1	Y	1
gene-LOC120041091	LOC120041091	equistatin-like	1	Y	1
gene-LOC120041095	LOC120041095	18S ribosomal RNA	1	Y	0
gene-LOC120041097	LOC120041097	hexosaminidase D-like	1	Y	2
gene-LOC120041126_13			1		0
gene-LOC120041127	LOC120041127	5S ribosomal RNA	1	Y	0
gene-LOC120041184_2			1		0
gene-LOC120041185_1			1		0
gene-LOC120041203_1			1		0
gene-LOC120041204_1			1		0
gene-LOC120041204_2			1		0
gene-LOC120041204_3			1		0
gene-LOC120041205_1			1		0
gene-LOC120041210	LOC120041210	dynein regulatory complex protein 9-like	1	Y	5
gene-LOC120041211_1			1		0
gene-LOC120041221_1			1		0
gene-LOC120041235	LOC120041235	transportin-2	1	Y	6
gene-LOC120041239	LOC120041239	small nucleolar RNA SNORD41	1	Y	0
gene-LOC120041241	LOC120041241	small nucleolar RNA SNORD41	1	Y	0
gene-LOC120041242	LOC120041242	small nucleolar RNA SNORD41	1	Y	0
gene-LOC120041243	LOC120041243	small nucleolar RNA SNORD41	1	Y	0
gene-LOC120041265_1			1		0
gene-LOC120041266_1			1		0
gene-LOC120041267	LOC120041267	uncharacterized LOC120041267	1	Y	0
gene-LOC120041268	LOC120041268	uncharacterized LOC120041268	2	Y	0
gene-LOC120041268_1			1		0
gene-LOC120041270_1			1		0
gene-LOC120041270_2			1		0
gene-LOC120041311_1			1		0
gene-LOC120041316	LOC120041316	ligand-dependent corepressor-like	1	Y	3
gene-LOC120041319	LOC120041319	piggyBac transposable element-derived protein 4-like	1	Y	0
gene-LOC120041336	LOC120041336	putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32	1	Y	3
gene-LOC120041339_1			1		0
gene-LOC120041339_2			1		0
gene-LOC120041350	LOC120041350	sorting nexin-1-like	1	Y	5
gene-LOC120041352	LOC120041352	casein kinase I-like	1	Y	9
gene-LOC120041353	LOC120041353	small nucleolar RNA SNORA47	1	Y	0
gene-LOC120041367	LOC120041367	iroquois-class homeodomain protein IRX-5-like	1	Y	6
gene-LOC120041370	LOC120041370	transmembrane channel-like protein 7	1	Y	2
gene-LOC120041371	LOC120041371	palmitoleoyl-protein carboxylesterase notum1a-like	1	Y	1
gene-LOC120041373_1			1		0
gene-LOC120041379_1			1		0
gene-LOC120041384_1			1		0
gene-LOC120041384_2			1		0
gene-LOC120041399	LOC120041399	5-hydroxytryptamine receptor 2A-like	1	Y	6
gene-LOC120041404	LOC120041404	uncharacterized LOC120041404	1	Y	2
gene-LOC120041405	LOC120041405	piggyBac transposable element-derived protein 4-like	1	Y	0
gene-LOC120041406_1			1		0
gene-LOC120041406_2			1		0
gene-LOC120041406_3			1		0
gene-LOC120041406_4			1		0
gene-LOC120041420	LOC120041420	IQ domain-containing protein E-like	1	Y	1
gene-LOC120041421	LOC120041421	antifreeze protein Maxi-like	1	Y	0
gene-LOC120041427_31			1		0
gene-LOC120041427_32			1		0
gene-LOC120041427_33			1		0
gene-LOC120041427_34			1		0
gene-LOC120041434	LOC120041434	fibrinogen beta chain-like	1	Y	5
gene-LOC120041435	LOC120041435	protein HID1-like	1	Y	3
gene-LOC120041444	LOC120041444	H-2 class II histocompatibility antigen, A-Q alpha chain-like	1	Y	6
gene-LOC120041448	LOC120041448	uncharacterized LOC120041448	1	Y	0
gene-LOC120041481	LOC120041481	cytohesin-1	1	Y	2
gene-LOC120041560	LOC120041560	cytochrome P450 2K1-like	1	Y	7
gene-LOC120041565	LOC120041565	cytochrome P450 2K1-like	1	Y	7
gene-LOC120041567	LOC120041567	thyrotropin-releasing hormone-degrading ectoenzyme-like	1	Y	6
gene-LOC120041589	LOC120041589	galectin-3-binding protein A-like	1	Y	2
gene-LOC120041593_1			1		0
gene-LOC120041595	LOC120041595	RING finger protein 122-like	1	Y	2
gene-LOC120041601	LOC120041601	metalloproteinase inhibitor 2-like	1	Y	7
gene-LOC120041603	LOC120041603	zinc finger protein 585B-like	1	Y	8
gene-LOC120041610	LOC120041610	metalloproteinase inhibitor 2-like	1	Y	7
gene-LOC120041617_2			1		0
gene-LOC120041621	LOC120041621	metalloproteinase inhibitor 2-like	1	Y	7
gene-LOC120041632	LOC120041632	metalloproteinase inhibitor 2-like	1	Y	7
gene-LOC120041649	LOC120041649	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	1	Y	1
gene-LOC120041654	LOC120041654	NLR family CARD domain-containing protein 3-like	1	Y	1
gene-LOC120041656	LOC120041656	N-alpha-acetyltransferase 60	1	Y	6
gene-LOC120041657	LOC120041657	enoyl-CoA delta isomerase 1, mitochondrial-like	1	Y	3
gene-LOC120041658	LOC120041658	deoxyribonuclease-1-like	1	Y	3
gene-LOC120041662_16			1		0
gene-LOC120041676	LOC120041676	zinc finger protein 32-like	1	Y	3
gene-LOC120041678	LOC120041678	zinc finger protein 883-like	1	Y	0
gene-LOC120041681	LOC120041681	equistatin-like	1	Y	3
gene-LOC120041692	LOC120041692	fibronectin-like	1	Y	1
gene-LOC120041694_1			1		0
gene-LOC120041714	LOC120041714	ADP-ribosylation factor-binding protein GGA2-like	1	Y	6
gene-LOC120041717_4			1		0
gene-LOC120041717_5			1		0
gene-LOC120041717_6			1		0
gene-LOC120041717_7			1		0
gene-LOC120041726_2			1		0
gene-LOC120041726_3			1		0
gene-LOC120041726_4			1		0
gene-LOC120041745	LOC120041745	uncharacterized LOC120041745	1	Y	0
gene-LOC120041746	LOC120041746	ras-related protein Rab-3D-like	1	Y	9
gene-LOC120041748	LOC120041748	endonuclease domain-containing 1 protein-like	1	Y	3
gene-LOC120041749_1			1		0
gene-LOC120041750	LOC120041750	endonuclease domain-containing 1 protein-like	1	Y	3
gene-LOC120041752_1			1		0
gene-LOC120041762_1			1		0
gene-LOC120041806_1			1		0
gene-LOC120041806_2			1		0
gene-LOC120041807_1			1		0
gene-LOC120041807_2			1		0
gene-LOC120041809_1			1		0
gene-LOC120041810_1			1		0
gene-LOC120041810_2			1		0
gene-LOC120041810_3			1		0
gene-LOC120041810_4			1		0
gene-LOC120041811_1			1		0
gene-LOC120041811_2			1		0
gene-LOC120041811_3			1		0
gene-LOC120041811_4			1		0
gene-LOC120041812_1			1		0
gene-LOC120041812_2			1		0
gene-LOC120041812_3			1		0
gene-LOC120041813_1			1		0
gene-LOC120041814_1			1		0
gene-LOC120041814_2			1		0
gene-LOC120041825	LOC120041825	uncharacterized LOC120041825	1	Y	0
gene-LOC120041846	LOC120041846	voltage-dependent L-type calcium channel subunit alpha-1C-like	1	Y	3
gene-LOC120041856	LOC120041856	uncharacterized LOC120041856	1	Y	0
gene-LOC120041865	LOC120041865	medium-chain acyl-CoA ligase ACSF2, mitochondrial-like	1	Y	2
gene-LOC120041867	LOC120041867	uncharacterized LOC120041867	1	Y	0
gene-LOC120041868_1			1		0
gene-LOC120041868_2			1		0
gene-LOC120041868_3			1		0
gene-LOC120041868_4			1		0
gene-LOC120041868_5			1		0
gene-LOC120041868_6			1		0
gene-LOC120041876	LOC120041876	uncharacterized LOC120041876	1	Y	0
gene-LOC120041880	LOC120041880	uncharacterized LOC120041880	1	Y	0
gene-LOC120041882	LOC120041882	nuclear distribution protein nudE-like 1-B	1	Y	13
gene-LOC120041883	LOC120041883	uncharacterized LOC120041883	1	Y	0
gene-LOC120041885	LOC120041885	zinc finger protein 420-like	1	Y	0
gene-LOC120041890	LOC120041890	zinc finger protein 585A-like	1	Y	2
gene-LOC120041903	LOC120041903	uncharacterized LOC120041903	1	Y	0
gene-LOC120041921_1			1		0
gene-LOC120041939	LOC120041939	uncharacterized LOC120041939	1	Y	0
gene-LOC120041948	LOC120041948	B-cell receptor CD22-like	1	Y	0
gene-LOC120041950	LOC120041950	endophilin-A3-like	1	Y	5
gene-LOC120041957	LOC120041957	transport and Golgi organization protein 1 homolog	1	Y	5
gene-LOC120041961	LOC120041961	eukaryotic translation initiation factor 2 subunit 1-like	1	Y	7
gene-LOC120041966	LOC120041966	alpha/beta hydrolase domain-containing protein 17C	1	Y	4
gene-LOC120041974	LOC120041974	reticulon-4 receptor-like 2	1	Y	2
gene-LOC120042023	LOC120042023	myosin heavy chain, fast skeletal muscle-like	1	Y	4
gene-LOC120042024	LOC120042024	DNA-directed RNA polymerase III subunit RPC1	1	Y	3
gene-LOC120042027	LOC120042027	pyroglutamylated RF-amide peptide receptor-like	1	Y	3
gene-LOC120042031	LOC120042031	myosin heavy chain, fast skeletal muscle-like	1	Y	4
gene-LOC120042042_1			1		0
gene-LOC120042042_2			1		0
gene-LOC120042042_3			1		0
gene-LOC120042066	LOC120042066	protocadherin-20-like	1	Y	3
gene-LOC120042074	LOC120042074	5S ribosomal RNA	1	Y	0
gene-LOC120042088_1			1		0
gene-LOC120042088_2			1		0
gene-LOC120042088_3			1		0
gene-LOC120042088_4			1		0
gene-LOC120042088_5			1		0
gene-LOC120042088_6			1		0
gene-LOC120042089_1			1		0
gene-LOC120042113	LOC120042113	double-stranded RNA-specific adenosine deaminase-like	1	Y	7
gene-LOC120042121	LOC120042121	proline-rich extensin-like protein EPR1	1	Y	0
gene-LOC120042151	LOC120042151	methyltransferase-like protein 25	1	Y	0
gene-LOC120042156	LOC120042156	polymeric immunoglobulin receptor-like	1	Y	0
gene-LOC120042158_1			1		0
gene-LOC120042161_1			1		0
gene-LOC120042177	LOC120042177	pyridoxal phosphate phosphatase PHOSPHO2-like	1	Y	1
gene-LOC120042179	LOC120042179	synapse-associated protein 1-like	1	Y	2
gene-LOC120042200	LOC120042200	ras-related protein Rab-21	1	Y	3
gene-LOC120042241	LOC120042241	receptor-transporting protein 3-like	1	Y	3
gene-LOC120042248	LOC120042248	uncharacterized LOC120042248	3	Y	0
gene-LOC120042248_1			1		0
gene-LOC120042248_2			1		0
gene-LOC120042249_1			1		0
gene-LOC120042249_2			1		0
gene-LOC120042253	LOC120042253	MLX-interacting protein-like	1	Y	0
gene-LOC120042254_16			1		0
gene-LOC120042254_17			1		0
gene-LOC120042254_18			1		0
gene-LOC120042254_19			1		0
gene-LOC120042254_20			1		0
gene-LOC120042254_21			1		0
gene-LOC120042254_22			1		0
gene-LOC120042254_23			1		0
gene-LOC120042306_1			1		0
gene-LOC120042312_1			1		0
gene-LOC120042321_42			1		0
gene-LOC120042321_43			1		0
gene-LOC120042322	LOC120042322	gastrula zinc finger protein XlCGF17.1-like	1	Y	4
gene-LOC120042333	LOC120042333	equistatin-like	1	Y	3
gene-LOC120042336	LOC120042336	E3 ubiquitin/ISG15 ligase TRIM25-like	1	Y	1
gene-LOC120042337_1			1		0
gene-LOC120042339	LOC120042339	uncharacterized LOC120042339	1	Y	7
gene-LOC120042341	LOC120042341	chitobiosyldiphosphodolichol beta-mannosyltransferase-like	1	Y	3
gene-LOC120042342	LOC120042342	E3 ubiquitin-protein ligase RNF19A-like	1	Y	0
gene-LOC120042343_1			1		0
gene-LOC120042348	LOC120042348	solute carrier family 43 member 3-like	1	Y	2
gene-LOC120042357	LOC120042357	zinc finger protein 813-like	1	Y	3
gene-LOC120042361	LOC120042361	solute carrier family 43 member 3-like	1	Y	2
gene-LOC120042362	LOC120042362	uncharacterized LOC120042362	1	Y	4
gene-LOC120042364	LOC120042364	uncharacterized LOC120042364	1	Y	0
gene-LOC120042368	LOC120042368	cAMP-dependent protein kinase catalytic subunit alpha-like	1	Y	7
gene-LOC120042376	LOC120042376	tetratricopeptide repeat protein 30A-like	1	Y	5
gene-LOC120042379	LOC120042379	rho guanine nucleotide exchange factor 9	1	Y	2
gene-LOC120042380	LOC120042380	ankyrin repeat and SOCS box protein 12-like	1	Y	1
gene-LOC120042390_1			1		0
gene-LOC120042395	LOC120042395	transport and Golgi organization protein 1 homolog	1	Y	5
gene-LOC120042403	LOC120042403	piggyBac transposable element-derived protein 4-like	1	Y	0
gene-LOC120042416_6			1		0
gene-LOC120042416_7			1		0
gene-LOC120042416_8			1		0
gene-LOC120042416_9			1		0
gene-LOC120042425_2			1		0
gene-LOC120042444_10			1		0
gene-LOC120042444_11			1		0
gene-LOC120042444_12			1		0
gene-LOC120042444_13			1		0
gene-LOC120042444_14			1		0
gene-LOC120042444_15			1		0
gene-LOC120042444_16			1		0
gene-LOC120042444_17			1		0
gene-LOC120042444_18			1		0
gene-LOC120042444_19			1		0
gene-LOC120042444_20			1		0
gene-LOC120042444_21			1		0
gene-LOC120042444_22			1		0
gene-LOC120042444_23			1		0
gene-LOC120042444_24			1		0
gene-LOC120042444_25			1		0
gene-LOC120042444_26			1		0
gene-LOC120042444_27			1		0
gene-LOC120042444_3			1		0
gene-LOC120042444_4			1		0
gene-LOC120042444_5			1		0
gene-LOC120042444_6			1		0
gene-LOC120042444_7			1		0
gene-LOC120042444_8			1		0
gene-LOC120042444_9			1		0
gene-LOC120042448_3			1		0
gene-LOC120042448_4			1		0
gene-LOC120042455	LOC120042455	ADP-ribosylation factor-like protein 6-interacting protein 1	1	Y	0
gene-LOC120042471	LOC120042471	protein kinase C beta type	1	Y	3
gene-LOC120042481	LOC120042481	guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like	1	Y	3
gene-LOC120042484	LOC120042484	piggyBac transposable element-derived protein 4-like	2	Y	0
gene-LOC120042484_1			1		0
gene-LOC120042491	LOC120042491	zinc finger protein 135-like	1	Y	3
gene-LOC120042495	LOC120042495	putative oxidoreductase GLYR1	1	Y	3
gene-LOC120042499	LOC120042499	zinc finger protein 239-like	1	Y	4
gene-LOC120042500	LOC120042500	zinc finger protein 345-like	1	Y	3
gene-LOC120042504	LOC120042504	gastrula zinc finger protein XlCGF7.1-like	1	Y	1
gene-LOC120042512	LOC120042512	zinc finger protein 135-like	1	Y	3
gene-LOC120042513	LOC120042513	gastrula zinc finger protein XlCGF17.1-like	1	Y	4
gene-LOC120042514_1			1		0
gene-LOC120042514_2			1		0
gene-LOC120042514_3			1		0
gene-LOC120042514_4			1		0
gene-LOC120042514_5			1		0
gene-LOC120042522_1			1		0
gene-LOC120042528	LOC120042528	NACHT, LRR and PYD domains-containing protein 1 homolog	1	Y	1
gene-LOC120042537	LOC120042537	dynein regulatory complex protein 9-like	1	Y	5
gene-LOC120042542_2			1		0
gene-LOC120042542_3			1		0
gene-LOC120042542_4			1		0
gene-LOC120042544	LOC120042544	uncharacterized LOC120042544	1	Y	0
gene-LOC120042546	LOC120042546	transport and Golgi organization protein 1 homolog	1	Y	5
gene-LOC120042547	LOC120042547	transport and Golgi organization protein 1 homolog	1	Y	5
gene-LOC120042559_2			1		0
gene-LOC120042567	LOC120042567	small integral membrane protein 22-like	1	Y	1
gene-LOC120042583_26			1		0
gene-LOC120042583_27			1		0
gene-LOC120042583_28			1		0
gene-LOC120042585	LOC120042585	uncharacterized LOC120042585	1	Y	1
gene-LOC120042589	LOC120042589	uncharacterized LOC120042589	1	Y	0
gene-LOC120042592	LOC120042592	cysteine-rich protein 2-like	1	Y	3
gene-LOC120042629	LOC120042629	inhibitor of apoptosis protein-like	1	Y	8
gene-LOC120042636	LOC120042636	uncharacterized LOC120042636	1	Y	0
gene-LOC120042644	LOC120042644	cytochrome b-245 heavy chain-like	1	Y	5
gene-LOC120042655	LOC120042655	uncharacterized LOC120042655	1	Y	0
gene-LOC120042656	LOC120042656	uncharacterized LOC120042656	1	Y	0
gene-LOC120042661	LOC120042661	uncharacterized LOC120042661	1	Y	1
gene-LOC120042688	LOC120042688	protein transport protein Sec16A-like	1	Y	0
gene-LOC120042707	LOC120042707	putative glutathione-specific gamma-glutamylcyclotransferase 2	1	Y	4
gene-LOC120042708	LOC120042708	casein kinase I	1	Y	13
gene-LOC120042723	LOC120042723	actin, non-muscle 6.2	1	Y	0
gene-LOC120042724	LOC120042724	fascin-2-like	1	Y	7
gene-LOC120042725	LOC120042725	BAH and coiled-coil domain-containing protein 1-like	1	Y	1
gene-LOC120042749	LOC120042749	UPF0462 protein C4orf33 homolog	1	Y	0
gene-LOC120042762	LOC120042762	uncharacterized LOC120042762	1	Y	1
gene-LOC120042765	LOC120042765	E3 ubiquitin/ISG15 ligase TRIM25-like	1	Y	1
gene-LOC120042775	LOC120042775	protein asteroid homolog 1-like	1	Y	1
gene-LOC120042776	LOC120042776	protein asteroid homolog 1-like	1	Y	1
gene-LOC120042777	LOC120042777	protein asteroid homolog 1-like	1	Y	0
gene-LOC120042784	LOC120042784	cytosolic endo-beta-N-acetylglucosaminidase-like	1	Y	3
gene-LOC120042806	LOC120042806	zinc finger protein 319-like	1	Y	1
gene-LOC120042810_3			1		0
gene-LOC120042810_4			1		0
gene-LOC120042812_1			1		0
gene-LOC120042812_2			1		0
gene-LOC120042813_1			1		0
gene-LOC120042821	LOC120042821	pro-interleukin-16-like	1	Y	4
gene-LOC120042823	LOC120042823	stAR-related lipid transfer protein 5-like	1	Y	1
gene-LOC120042829	LOC120042829	myelin-associated glycoprotein-like	1	Y	0
gene-LOC120042859	LOC120042859	protein FAM8A1-like	1	Y	0
gene-LOC120042872_1			1		0
gene-LOC120042876	LOC120042876	metalloproteinase inhibitor 2-like	1	Y	7
gene-LOC120042885_1			1		0
gene-LOC120042885_2			1		0
gene-LOC120042885_3			1		0
gene-LOC120042885_4			1		0
gene-LOC120042888_1			1		0
gene-LOC120042888_2			1		0
gene-LOC120042890	LOC120042890	18S ribosomal RNA	1	Y	0
gene-LOC120042898	LOC120042898	transport and Golgi organization protein 1 homolog	1	Y	6
gene-LOC120042900	LOC120042900	dynein regulatory complex protein 9-like	1	Y	5
gene-LOC120042904_3			1		0
gene-LOC120042904_4			1		0
gene-LOC120042904_5			1		0
gene-LOC120042904_6			1		0
gene-LOC120042904_7			1		0
gene-LOC120042909	LOC120042909	beta-2 adrenergic receptor-like	1	Y	6
gene-LOC120042918	LOC120042918	leucine-rich repeat and guanylate kinase domain-containing protein-like	1	Y	3
gene-LOC120042919	LOC120042919	exocyst complex component 4-like	1	Y	7
gene-LOC120042925_1			1		0
gene-LOC120042925_2			1		0
gene-LOC120042925_3			1		0
gene-LOC120042930	LOC120042930	contactin-1-like	1	Y	3
gene-LOC120042932_1			1		0
gene-LOC120042943	LOC120042943	5S ribosomal RNA	1	Y	0
gene-LOC120042962	LOC120042962	5S ribosomal RNA	1	Y	0
gene-LOC120042965_8			1		0
gene-LOC120042980	LOC120042980	NACHT, LRR and PYD domains-containing protein 1 homolog	1	Y	1
gene-LOC120042982_1			1		0
gene-LOC120042983_1			1		0
gene-LOC120042990_1			1		0
gene-LOC120042995	LOC120042995	adiponectin receptor protein 2-like	1	Y	3
gene-LOC120043005	LOC120043005	uncharacterized LOC120043005	1	Y	2
gene-LOC120043007	LOC120043007	zinc finger protein 585A-like	1	Y	0
gene-LOC120043010	LOC120043010	zinc finger protein 664-like	1	Y	0
gene-LOC120043011	LOC120043011	bifunctional apoptosis regulator-like	1	Y	4
gene-LOC120043013	LOC120043013	zinc finger protein 2-like	1	Y	5
gene-LOC120043014	LOC120043014	phospholipase A2-like	1	Y	6
gene-LOC120043016_1			1		0
gene-LOC120043025_1			1		0
gene-LOC120043042	LOC120043042	fumarate hydratase, mitochondrial-like	1	Y	6
gene-LOC120043048	LOC120043048	beta-crystallin B1-like	1	Y	3
gene-LOC120043056	LOC120043056	uncharacterized LOC120043056	1	Y	0
gene-LOC120043064	LOC120043064	sugar transporter SWEET1-like	1	Y	3
gene-LOC120043065	LOC120043065	ephrin-A1-like	1	Y	4
gene-LOC120043102	LOC120043102	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like	1	Y	1
gene-LOC120043158	LOC120043158	5S ribosomal RNA	1	Y	0
gene-LOC120043172_5			1		0
gene-LOC120043172_6			1		0
gene-LOC120043172_7			1		0
gene-LOC120043172_8			1		0
gene-LOC120043181_1			1		0
gene-LOC120043181_2			1		0
gene-LOC120043181_3			1		0
gene-LOC120043181_4			1		0
gene-LOC120043181_5			1		0
gene-LOC120043181_6			1		0
gene-LOC120043181_7			1		0
gene-LOC120043193	LOC120043193	inositol 1,4,5-trisphosphate receptor-interacting protein-like 2	1	Y	0
gene-LOC120043194_1			1		0
gene-LOC120043194_10			1		0
gene-LOC120043194_11			1		0
gene-LOC120043194_12			1		0
gene-LOC120043194_13			1		0
gene-LOC120043194_14			1		0
gene-LOC120043194_15			1		0
gene-LOC120043194_16			1		0
gene-LOC120043194_17			1		0
gene-LOC120043194_18			1		0
gene-LOC120043194_19			1		0
gene-LOC120043194_2			1		0
gene-LOC120043194_20			1		0
gene-LOC120043194_21			1		0
gene-LOC120043194_22			1		0
gene-LOC120043194_23			1		0
gene-LOC120043194_24			1		0
gene-LOC120043194_25			1		0
gene-LOC120043194_26			1		0
gene-LOC120043194_27			1		0
gene-LOC120043194_28			1		0
gene-LOC120043194_29			1		0
gene-LOC120043194_3			1		0
gene-LOC120043194_30			1		0
gene-LOC120043194_31			1		0
gene-LOC120043194_32			1		0
gene-LOC120043194_33			1		0
gene-LOC120043194_34			1		0
gene-LOC120043194_4			1		0
gene-LOC120043194_5			1		0
gene-LOC120043194_6			1		0
gene-LOC120043194_7			1		0
gene-LOC120043194_8			1		0
gene-LOC120043194_9			1		0
gene-LOC120043196_1			1		0
gene-LOC120043196_2			1		0
gene-LOC120043196_3			1		0
gene-LOC120043198_4			1		0
gene-LOC120043198_5			1		0
gene-LOC120043198_6			1		0
gene-LOC120043200_1			1		0
gene-LOC120043200_2			1		0
gene-LOC120043200_3			1		0
gene-LOC120043205_1			1		0
gene-LOC120043215	LOC120043215	zinc finger and SCAN domain-containing protein 2-like	1	Y	4
gene-LOC120043217	LOC120043217	ERI1 exoribonuclease 2-like	1	Y	4
gene-LOC120043223	LOC120043223	zinc finger protein 665-like	1	Y	0
gene-LOC120043240	LOC120043240	5S ribosomal RNA	1	Y	0
gene-LOC120043300_1			1		0
gene-LOC120043306_4			1		0
gene-LOC120043317	LOC120043317	vegetative cell wall protein gp1-like	1	Y	0
gene-LOC120043329	LOC120043329	zinc finger protein 250-like	1	Y	0
gene-LOC120043347	LOC120043347	interferon-induced protein 44-like	2	Y	0
gene-LOC120043347_1			1		0
gene-LOC120043357	LOC120043357	uncharacterized LOC120043357	1	Y	0
gene-LOC120043371	LOC120043371	5S ribosomal RNA	1	Y	0
gene-LOC120043376_2			1		0
