comparison	chr_a	chr_b	anchors
reference_vs_lean	lnptg004160l1	rfNC0523091	11
reference_vs_lean	lnptg004371l1	rfNC0523151	11
reference_vs_lean	lnptg004375l1	rfNC0523381	11
reference_vs_lean	lnptg004652l1	rfNW0240577311	11
reference_vs_lean	lnptg004855l1	rfNC0523171	11
reference_vs_lean	lnptg004927l1	rfNC0523081	11
reference_vs_lean	lnptg004969l1	rfNC0523341	11
reference_vs_lean	lnptg005114l1	rfNC0523201	11
reference_vs_lean	lnptg005120l1	rfNC0523301	11
reference_vs_lean	lnptg005123l1	rfNC0523371	11
reference_vs_lean	lnptg005266l1	rfNC0523261	11
reference_vs_lean	lnptg005283l1	rfNC0523191	11
reference_vs_lean	lnptg005472l1	rfNC0523121	11
reference_vs_lean	lnptg005596l1	rfNC0523421	11
reference_vs_lean	lnptg005625l1	rfNC0523371	11
reference_vs_lean	lnptg005710l1	rfNC0523311	11
reference_vs_lean	lnptg005855l1	rfNC0523131	11
reference_vs_lean	lnptg006015l1	rfNC0523071	11
reference_vs_lean	lnptg006275l1	rfNC0523351	11
reference_vs_lean	lnptg006745l1	rfNC0523271	11
reference_vs_lean	lnptg006905l1	rfNC0523071	11
reference_vs_lean	lnptg007122l1	rfNC0523431	11
reference_vs_lean	lnptg007511l1	rfNC0523261	11
reference_vs_lean	lnptg007566l1	rfNC0523341	11
reference_vs_lean	lnptg007657l1	rfNW0240613481	11
reference_vs_lean	lnptg008108l1	rfNC0523091	11
reference_vs_lean	lnptg008602l1	rfNW0240604521	11
reference_vs_lean	lnptg012245l1	rfNC0523411	11
reference_vs_lean	lnptg012459l1	rfNC0523281	11
reference_vs_lean	lnptg012639l1	rfNC0523181	11
reference_vs_lean	lnptg012749l1	rfNC0523231	11
reference_vs_lean	lnptg014028l1	rfNC0523391	11
reference_vs_lean	lnptg014333l1	rfNC0523391	11
reference_vs_lean	lnptg000139l1	rfNC0523111	10
reference_vs_lean	lnptg000294l1	rfNC0523331	10
reference_vs_lean	lnptg000423l1	rfNC0523151	10
reference_vs_lean	lnptg000576l1	rfNC0523451	10
reference_vs_lean	lnptg000581l1	rfNC0523391	10
reference_vs_lean	lnptg000598l1	rfNC0523251	10
reference_vs_lean	lnptg000651l1	rfNC0523341	10
reference_vs_lean	lnptg000668l1	rfNC0523251	10
reference_vs_lean	lnptg000769l1	rfNC0523261	10
reference_vs_lean	lnptg000830l1	rfNC0523071	10
reference_vs_lean	lnptg000845l1	rfNC0523341	10
reference_vs_lean	lnptg000903l1	rfNC0523341	10
reference_vs_lean	lnptg000994l1	rfNC0523091	10
reference_vs_lean	lnptg001090l1	rfNC0523071	10
reference_vs_lean	lnptg001139l1	rfNC0523351	10
reference_vs_lean	lnptg001171l1	rfNC0523151	10
reference_vs_lean	lnptg001182l1	rfNC0523141	10
reference_vs_lean	lnptg001220l1	rfNC0523361	10
reference_vs_lean	lnptg001290l1	rfNC0523211	10
reference_vs_lean	lnptg001320l1	rfNC0523081	10
reference_vs_lean	lnptg001414l1	rfNC0523131	10
reference_vs_lean	lnptg001447l1	rfNC0523301	10
reference_vs_lean	lnptg001483l1	rfNC0523321	10
reference_vs_lean	lnptg001490l1	rfNC0523321	10
reference_vs_lean	lnptg001498l1	rfNC0523201	10
reference_vs_lean	lnptg001510l1	rfNC0523311	10
reference_vs_lean	lnptg001563l1	rfNC0523411	10
reference_vs_lean	lnptg001590l1	rfNC0523251	10
reference_vs_lean	lnptg001693l1	rfNC0523141	10
reference_vs_lean	lnptg001753l1	rfNC0523271	10
reference_vs_lean	lnptg001881l1	rfNC0523291	10
reference_vs_lean	lnptg002023l1	rfNC0523201	10
reference_vs_lean	lnptg002029l1	rfNC0523101	10
reference_vs_lean	lnptg002089l1	rfNC0523451	10
reference_vs_lean	lnptg002125l1	rfNC0523111	10
reference_vs_lean	lnptg002260l1	rfNC0523111	10
reference_vs_lean	lnptg002263l1	rfNC0523071	10
reference_vs_lean	lnptg002269l1	rfNC0523251	10
reference_vs_lean	lnptg002278l1	rfNC0523081	10
reference_vs_lean	lnptg002299l1	rfNC0523111	10
reference_vs_lean	lnptg002315l1	rfNC0523381	10
reference_vs_lean	lnptg002362l1	rfNC0523071	10
reference_vs_lean	lnptg002391l1	rfNC0523141	10
reference_vs_lean	lnptg002401l1	rfNC0523341	10
reference_vs_lean	lnptg002402l1	rfNC0523271	10
reference_vs_lean	lnptg002431l1	rfNC0523111	10
reference_vs_lean	lnptg002567l1	rfNC0523401	10
reference_vs_lean	lnptg002572l1	rfNC0523111	10
reference_vs_lean	lnptg002588l1	rfNC0523071	10
reference_vs_lean	lnptg002847l1	rfNC0523211	10
reference_vs_lean	lnptg002912l1	rfNC0523211	10
reference_vs_lean	lnptg002926l1	rfNC0523281	10
reference_vs_lean	lnptg002966l1	rfNC0523371	10
reference_vs_lean	lnptg002967l1	rfNC0523411	10
reference_vs_lean	lnptg002982l1	rfNC0523221	10
reference_vs_lean	lnptg003004l1	rfNC0523081	10
reference_vs_lean	lnptg003045l1	rfNC0523391	10
reference_vs_lean	lnptg003061l1	rfNC0523261	10
reference_vs_lean	lnptg003080l1	rfNC0523321	10
reference_vs_lean	lnptg003096l1	rfNC0523181	10
reference_vs_lean	lnptg003174l1	rfNC0523191	10
reference_vs_lean	lnptg003323l1	rfNC0523411	10
reference_vs_lean	lnptg003373l1	rfNC0523261	10
reference_vs_lean	lnptg003448l1	rfNC0523371	10
reference_vs_lean	lnptg003461l1	rfNC0523171	10
reference_vs_lean	lnptg003690l1	rfNC0523321	10
reference_vs_lean	lnptg003746l1	rfNC0523071	10
reference_vs_lean	lnptg003747l1	rfNC0523161	10
reference_vs_lean	lnptg003985l1	rfNC0523251	10
reference_vs_lean	lnptg004007l1	rfNC0523221	10
reference_vs_lean	lnptg004245l1	rfNC0523241	10
reference_vs_lean	lnptg004283l1	rfNC0523341	10
reference_vs_lean	lnptg004388l1	rfNC0523101	10
reference_vs_lean	lnptg004401l1	rfNW0240606741	10
reference_vs_lean	lnptg004409l1	rfNC0523131	10
reference_vs_lean	lnptg004423l1	rfNC0523201	10
reference_vs_lean	lnptg004518l1	rfNC0523451	10
reference_vs_lean	lnptg004692l1	rfNC0523291	10
reference_vs_lean	lnptg004771l1	rfNC0523261	10
reference_vs_lean	lnptg004820l1	rfNC0523331	10
reference_vs_lean	lnptg004915l1	rfNW0240615751	10
reference_vs_lean	lnptg004940l1	rfNC0523101	10
reference_vs_lean	lnptg004966l1	rfNC0523241	10
reference_vs_lean	lnptg005088l1	rfNC0523071	10
reference_vs_lean	lnptg005094l1	rfNC0523311	10
reference_vs_lean	lnptg005458l1	rfNC0523291	10
reference_vs_lean	lnptg005976l1	rfNW0240597191	10
reference_vs_lean	lnptg006194l1	rfNC0523391	10
reference_vs_lean	lnptg007314l1	rfNC0523111	10
reference_vs_lean	lnptg007315l1	rfNC0523371	10
reference_vs_lean	lnptg007850l1	rfNC0523321	10
reference_vs_lean	lnptg007968l1	rfNC0523381	10
reference_vs_lean	lnptg008017l1	rfNC0523171	10
reference_vs_lean	lnptg009487l1	rfNC0523111	10
reference_vs_lean	lnptg010952l1	rfNC0523461	10
reference_vs_lean	lnptg011951l1	rfNC0523121	10
reference_vs_lean	lnptg011974l1	rfNC0523191	10
reference_vs_lean	lnptg012035l1	rfNC0523181	10
reference_vs_lean	lnptg012187l1	rfNC0523201	10
reference_vs_lean	lnptg013255l1	rfNC0523301	10
reference_vs_lean	lnptg013531l1	rfNC0523131	10
reference_vs_lean	lnptg016776l1	rfNC0523441	10
reference_vs_lean	lnptg000013l1	rfNC0523481	9
reference_vs_lean	lnptg000106l1	rfNC0523281	9
reference_vs_lean	lnptg000134l1	rfNC0523091	9
reference_vs_lean	lnptg000167l1	rfNC0523371	9
reference_vs_lean	lnptg000182l1	rfNC0523091	9
reference_vs_lean	lnptg000195l1	rfNC0523091	9
reference_vs_lean	lnptg000197l1	rfNC0523471	9
reference_vs_lean	lnptg000281l1	rfNC0523221	9
reference_vs_lean	lnptg000301l1	rfNC0523321	9
reference_vs_lean	lnptg000342l1	rfNC0523391	9
reference_vs_lean	lnptg000405l1	rfNC0523421	9
reference_vs_lean	lnptg000436l1	rfNW0240585201	9
reference_vs_lean	lnptg000587l1	rfNC0523141	9
reference_vs_lean	lnptg000647l1	rfNC0523241	9
reference_vs_lean	lnptg000731l1	rfNC0523331	9
reference_vs_lean	lnptg000747l1	rfNC0523101	9
reference_vs_lean	lnptg000785l1	rfNC0523301	9
reference_vs_lean	lnptg000958l1	rfNC0523101	9
reference_vs_lean	lnptg000980l1	rfNC0523101	9
reference_vs_lean	lnptg001027l1	rfNC0523261	9
reference_vs_lean	lnptg001127l1	rfNC0523091	9
reference_vs_lean	lnptg001132l1	rfNC0523421	9
reference_vs_lean	lnptg001185l1	rfNC0523121	9
reference_vs_lean	lnptg001229l1	rfNC0523271	9
reference_vs_lean	lnptg001303l1	rfNC0523071	9
reference_vs_lean	lnptg001369l1	rfNC0523151	9
reference_vs_lean	lnptg001377l1	rfNC0523141	9
reference_vs_lean	lnptg001407l1	rfNC0523071	9
reference_vs_lean	lnptg001503l1	rfNC0523111	9
reference_vs_lean	lnptg001569l1	rfNC0523401	9
reference_vs_lean	lnptg001591l1	rfNC0523281	9
reference_vs_lean	lnptg001609l1	rfNC0523211	9
reference_vs_lean	lnptg001670l1	rfNC0523101	9
reference_vs_lean	lnptg001711l1	rfNC0523151	9
reference_vs_lean	lnptg001738l1	rfNC0523341	9
reference_vs_lean	lnptg001777l1	rfNC0523201	9
reference_vs_lean	lnptg001778l1	rfNW0240604521	9
reference_vs_lean	lnptg001858l1	rfNC0523411	9
reference_vs_lean	lnptg001862l1	rfNC0523071	9
reference_vs_lean	lnptg001914l1	rfNC0523401	9
reference_vs_lean	lnptg001965l1	rfNC0523111	9
reference_vs_lean	lnptg001996l1	rfNC0523071	9
reference_vs_lean	lnptg002041l1	rfNC0523301	9
reference_vs_lean	lnptg002047l1	rfNC0523391	9
reference_vs_lean	lnptg002134l1	rfNC0523211	9
reference_vs_lean	lnptg002167l1	rfNC0523141	9
reference_vs_lean	lnptg002192l1	rfNC0523391	9
reference_vs_lean	lnptg002194l1	rfNC0523181	9
reference_vs_lean	lnptg002200l1	rfNW0240611221	9
reference_vs_lean	lnptg002365l1	rfNC0523071	9
reference_vs_lean	lnptg002374l1	rfNC0523081	9
reference_vs_lean	lnptg002387l1	rfNC0523481	9
reference_vs_lean	lnptg002452l1	rfNW0240576751	9
reference_vs_lean	lnptg002461l1	rfNC0523231	9
reference_vs_lean	lnptg002466l1	rfNC0523091	9
reference_vs_lean	lnptg002532l1	rfNC0523131	9
reference_vs_lean	lnptg002539l1	rfNC0523271	9
reference_vs_lean	lnptg002606l1	rfNC0523371	9
reference_vs_lean	lnptg002660l1	rfNC0523351	9
reference_vs_lean	lnptg002740l1	rfNC0523281	9
reference_vs_lean	lnptg002751l1	rfNC0523211	9
reference_vs_lean	lnptg002819l1	rfNC0523211	9
reference_vs_lean	lnptg002917l1	rfNC0523151	9
reference_vs_lean	lnptg003075l1	rfNC0523411	9
reference_vs_lean	lnptg003146l1	rfNC0523401	9
reference_vs_lean	lnptg003163l1	rfNC0523261	9
reference_vs_lean	lnptg003289l1	rfNC0523311	9
reference_vs_lean	lnptg003338l1	rfNC0523411	9
reference_vs_lean	lnptg003361l1	rfNC0523341	9
reference_vs_lean	lnptg003429l1	rfNW0240613311	9
reference_vs_lean	lnptg003448l1	rfNC0523161	9
reference_vs_lean	lnptg003450l1	rfNC0523261	9
reference_vs_lean	lnptg003454l1	rfNC0523471	9
reference_vs_lean	lnptg003678l1	rfNC0523161	9
reference_vs_lean	lnptg003729l1	rfNC0523391	9
reference_vs_lean	lnptg003745l1	rfNC0523181	9
reference_vs_lean	lnptg003765l1	rfNC0523171	9
reference_vs_lean	lnptg003768l1	rfNC0523171	9
reference_vs_lean	lnptg003830l1	rfNC0523441	9
reference_vs_lean	lnptg003932l1	rfNC0523231	9
reference_vs_lean	lnptg003938l1	rfNC0523141	9
reference_vs_lean	lnptg003968l1	rfNC0523111	9
reference_vs_lean	lnptg004036l1	rfNC0523131	9
reference_vs_lean	lnptg004048l1	rfNW0240611801	9
reference_vs_lean	lnptg004061l1	rfNC0523421	9
reference_vs_lean	lnptg004151l1	rfNC0523091	9
reference_vs_lean	lnptg004172l1	rfNC0523271	9
reference_vs_lean	lnptg004201l1	rfNC0523461	9
reference_vs_lean	lnptg004361l1	rfNC0523311	9
reference_vs_lean	lnptg004814l1	rfNC0523401	9
reference_vs_lean	lnptg004851l1	rfNW0240614121	9
reference_vs_lean	lnptg004859l1	rfNC0523131	9
reference_vs_lean	lnptg005045l1	rfNW0240613081	9
reference_vs_lean	lnptg005133l1	rfNC0523181	9
reference_vs_lean	lnptg005193l1	rfNC0523351	9
reference_vs_lean	lnptg005342l1	rfNC0523121	9
reference_vs_lean	lnptg005351l1	rfNC0523201	9
reference_vs_lean	lnptg005384l1	rfNC0523111	9
reference_vs_lean	lnptg005457l1	rfNC0523181	9
reference_vs_lean	lnptg005497l1	rfNC0523161	9
reference_vs_lean	lnptg005601l1	rfNC0523401	9
reference_vs_lean	lnptg005978l1	rfNC0523201	9
reference_vs_lean	lnptg006169l1	rfNC0523391	9
reference_vs_lean	lnptg006270l1	rfNC0523131	9
reference_vs_lean	lnptg006545l1	rfNC0523121	9
reference_vs_lean	lnptg006630l1	rfNC0523331	9
reference_vs_lean	lnptg006821l1	rfNC0523331	9
reference_vs_lean	lnptg007117l1	rfNC0523111	9
reference_vs_lean	lnptg007259l1	rfNC0523231	9
reference_vs_lean	lnptg007613l1	rfNC0523391	9
reference_vs_lean	lnptg007787l1	rfNC0523171	9
reference_vs_lean	lnptg007864l1	rfNW0240607761	9
reference_vs_lean	lnptg007937l1	rfNC0523121	9
reference_vs_lean	lnptg008076l1	rfNC0523371	9
reference_vs_lean	lnptg008116l1	rfNC0523471	9
reference_vs_lean	lnptg008147l1	rfNC0523121	9
reference_vs_lean	lnptg008264l1	rfNC0523221	9
reference_vs_lean	lnptg009442l1	rfNC0523071	9
reference_vs_lean	lnptg009737l1	rfNC0523181	9
reference_vs_lean	lnptg011659l1	rfNC0523331	9
reference_vs_lean	lnptg011909l1	rfNC0523461	9
reference_vs_lean	lnptg012553l1	rfNC0523421	9
reference_vs_lean	lnptg012952l1	rfNC0523381	9
reference_vs_lean	lnptg013185l1	rfNC0523371	9
reference_vs_lean	lnptg013575l1	rfNC0523241	9
reference_vs_lean	lnptg000004l1	rfNC0523171	8
reference_vs_lean	lnptg000006l1	rfNC0523401	8
reference_vs_lean	lnptg000020l1	rfNC0523281	8
reference_vs_lean	lnptg000229l1	rfNC0523421	8
reference_vs_lean	lnptg000310l1	rfNC0523141	8
reference_vs_lean	lnptg000369l1	rfNC0523091	8
reference_vs_lean	lnptg000394l1	rfNC0523231	8
reference_vs_lean	lnptg000436l1	rfNW0240613631	8
reference_vs_lean	lnptg000476l1	rfNC0523091	8
reference_vs_lean	lnptg000495l1	rfNC0523081	8
reference_vs_lean	lnptg000525l1	rfNC0523271	8
reference_vs_lean	lnptg000530l1	rfNC0523271	8
reference_vs_lean	lnptg000609l1	rfNC0523251	8
reference_vs_lean	lnptg000654l1	rfNC0523071	8
reference_vs_lean	lnptg000659l1	rfNC0523331	8
reference_vs_lean	lnptg000667l1	rfNC0523181	8
reference_vs_lean	lnptg000729l1	rfNC0523201	8
reference_vs_lean	lnptg000740l1	rfNC0523291	8
reference_vs_lean	lnptg000776l1	rfNC0523151	8
reference_vs_lean	lnptg000778l1	rfNC0523291	8
reference_vs_lean	lnptg000786l1	rfNC0523121	8
reference_vs_lean	lnptg000796l1	rfNC0523371	8
reference_vs_lean	lnptg000803l1	rfNC0523231	8
reference_vs_lean	lnptg000804l1	rfNC0523091	8
reference_vs_lean	lnptg000926l1	rfNC0523331	8
reference_vs_lean	lnptg000964l1	rfNC0523251	8
reference_vs_lean	lnptg000976l1	rfNC0523201	8
reference_vs_lean	lnptg000979l1	rfNC0523091	8
reference_vs_lean	lnptg000993l1	rfNC0523071	8
reference_vs_lean	lnptg001010l1	rfNW0240607521	8
reference_vs_lean	lnptg001031l1	rfNC0523291	8
reference_vs_lean	lnptg001036l1	rfNC0523391	8
reference_vs_lean	lnptg001123l1	rfNC0523281	8
reference_vs_lean	lnptg001197l1	rfNC0523121	8
reference_vs_lean	lnptg001209l1	rfNC0523271	8
reference_vs_lean	lnptg001215l1	rfNC0523121	8
reference_vs_lean	lnptg001243l1	rfNC0523221	8
reference_vs_lean	lnptg001255l1	rfNC0523261	8
reference_vs_lean	lnptg001264l1	rfNC0523351	8
reference_vs_lean	lnptg001408l1	rfNC0523391	8
reference_vs_lean	lnptg001431l1	rfNC0523151	8
reference_vs_lean	lnptg001466l1	rfNC0523211	8
reference_vs_lean	lnptg001480l1	rfNC0523071	8
reference_vs_lean	lnptg001523l1	rfNC0523101	8
reference_vs_lean	lnptg001574l1	rfNC0523471	8
reference_vs_lean	lnptg001751l1	rfNC0523171	8
reference_vs_lean	lnptg001773l1	rfNC0523271	8
reference_vs_lean	lnptg001846l1	rfNC0523231	8
reference_vs_lean	lnptg001872l1	rfNC0523221	8
reference_vs_lean	lnptg001975l1	rfNC0523181	8
reference_vs_lean	lnptg002207l1	rfNC0523261	8
reference_vs_lean	lnptg002234l1	rfNC0523131	8
reference_vs_lean	lnptg002341l1	rfNC0523131	8
reference_vs_lean	lnptg002361l1	rfNC0523181	8
reference_vs_lean	lnptg002366l1	rfNC0523131	8
reference_vs_lean	lnptg002388l1	rfNC0523271	8
reference_vs_lean	lnptg002708l1	rfNC0523101	8
reference_vs_lean	lnptg002713l1	rfNC0523271	8
reference_vs_lean	lnptg002814l1	rfNW0240577581	8
reference_vs_lean	lnptg002981l1	rfNC0523211	8
reference_vs_lean	lnptg002999c1	rfNC0523411	8
reference_vs_lean	lnptg003148l1	rfNC0523351	8
reference_vs_lean	lnptg003234l1	rfNC0523171	8
reference_vs_lean	lnptg003355l1	rfNC0523341	8
reference_vs_lean	lnptg003395l1	rfNC0523131	8
reference_vs_lean	lnptg003401l1	rfNC0523171	8
reference_vs_lean	lnptg003418l1	rfNC0523271	8
reference_vs_lean	lnptg003509l1	rfNC0523151	8
reference_vs_lean	lnptg003532l1	rfNC0523281	8
reference_vs_lean	lnptg003562l1	rfNC0523221	8
reference_vs_lean	lnptg003654l1	rfNC0523111	8
reference_vs_lean	lnptg003687l1	rfNC0523241	8
reference_vs_lean	lnptg003719l1	rfNC0523401	8
reference_vs_lean	lnptg003738l1	rfNC0523191	8
reference_vs_lean	lnptg003774l1	rfNC0523191	8
reference_vs_lean	lnptg003793l1	rfNC0523251	8
reference_vs_lean	lnptg003857l1	rfNC0523071	8
reference_vs_lean	lnptg003909l1	rfNC0523111	8
reference_vs_lean	lnptg003971l1	rfNC0523371	8
reference_vs_lean	lnptg004048l1	rfNC0523081	8
reference_vs_lean	lnptg004063l1	rfNC0523201	8
reference_vs_lean	lnptg004079l1	rfNW0240609501	8
reference_vs_lean	lnptg004095l1	rfNC0523201	8
reference_vs_lean	lnptg004105l1	rfNC0523131	8
reference_vs_lean	lnptg004106l1	rfNC0523341	8
reference_vs_lean	lnptg004237l1	rfNC0523311	8
reference_vs_lean	lnptg004378l1	rfNC0523391	8
reference_vs_lean	lnptg004406l1	rfNC0523081	8
reference_vs_lean	lnptg004431l1	rfNC0523171	8
reference_vs_lean	lnptg004461l1	rfNC0523231	8
reference_vs_lean	lnptg004573l1	rfNC0523161	8
reference_vs_lean	lnptg004736l1	rfNC0523161	8
reference_vs_lean	lnptg004792l1	rfNC0523081	8
reference_vs_lean	lnptg004802l1	rfNC0523091	8
reference_vs_lean	lnptg004886l1	rfNC0523451	8
reference_vs_lean	lnptg004931l1	rfNC0523231	8
reference_vs_lean	lnptg005075l1	rfNC0523371	8
reference_vs_lean	lnptg005291l1	rfNC0523211	8
reference_vs_lean	lnptg005355l1	rfNC0523091	8
reference_vs_lean	lnptg005424l1	rfNC0523461	8
reference_vs_lean	lnptg005443l1	rfNW0240603861	8
reference_vs_lean	lnptg005522l1	rfNC0523401	8
reference_vs_lean	lnptg005565l1	rfNC0523251	8
reference_vs_lean	lnptg005570l1	rfNC0523301	8
reference_vs_lean	lnptg005685l1	rfNC0523081	8
reference_vs_lean	lnptg005912l1	rfNW0240588311	8
reference_vs_lean	lnptg005949l1	rfNC0523231	8
reference_vs_lean	lnptg006120l1	rfNC0523081	8
reference_vs_lean	lnptg006185l1	rfNC0523301	8
reference_vs_lean	lnptg006342l1	rfNC0523201	8
reference_vs_lean	lnptg006373l1	rfNC0523111	8
reference_vs_lean	lnptg007019l1	rfNC0523461	8
reference_vs_lean	lnptg007560l1	rfNC0523171	8
reference_vs_lean	lnptg007721l1	rfNC0523071	8
reference_vs_lean	lnptg007727l1	rfNC0523141	8
reference_vs_lean	lnptg008044l1	rfNC0523211	8
reference_vs_lean	lnptg008195l1	rfNC0523271	8
reference_vs_lean	lnptg008214l1	rfNC0523331	8
reference_vs_lean	lnptg008456l1	rfNC0523431	8
reference_vs_lean	lnptg008546l1	rfNC0523341	8
reference_vs_lean	lnptg008790l1	rfNC0523381	8
reference_vs_lean	lnptg010056l1	rfNC0523341	8
reference_vs_lean	lnptg010309l1	rfNC0523371	8
reference_vs_lean	lnptg011899l1	rfNC0523161	8
reference_vs_lean	lnptg012115l1	rfNC0523321	8
reference_vs_lean	lnptg012478l1	rfNC0523111	8
reference_vs_lean	lnptg012748l1	rfNC0523461	8
reference_vs_lean	lnptg013128l1	rfNC0523221	8
reference_vs_lean	lnptg019327l1	rfNC0523341	8
reference_vs_lean	lnptg020995l1	rfNC0523461	8
reference_vs_lean	lnptg000007l1	rfNC0523401	7
reference_vs_lean	lnptg000036l1	rfNC0523341	7
reference_vs_lean	lnptg000084l1	rfNC0523371	7
reference_vs_lean	lnptg000184l1	rfNC0523361	7
reference_vs_lean	lnptg000194l1	rfNC0523141	7
reference_vs_lean	lnptg000198l1	rfNW0240579201	7
reference_vs_lean	lnptg000200l1	rfNC0523251	7
reference_vs_lean	lnptg000276l1	rfNC0523271	7
reference_vs_lean	lnptg000325l1	rfNC0523141	7
reference_vs_lean	lnptg000389l1	rfNC0523221	7
reference_vs_lean	lnptg000400l1	rfNC0523481	7
reference_vs_lean	lnptg000401l1	rfNW0240603041	7
reference_vs_lean	lnptg000411l1	rfNC0523301	7
reference_vs_lean	lnptg000470l1	rfNC0523351	7
reference_vs_lean	lnptg000491l1	rfNC0523131	7
reference_vs_lean	lnptg000505l1	rfNC0523151	7
reference_vs_lean	lnptg000510l1	rfNC0523341	7
reference_vs_lean	lnptg000523l1	rfNC0523151	7
reference_vs_lean	lnptg000532l1	rfNC0523401	7
reference_vs_lean	lnptg000604l1	rfNC0523441	7
reference_vs_lean	lnptg000656l1	rfNC0523141	7
reference_vs_lean	lnptg000660l1	rfNC0523111	7
reference_vs_lean	lnptg000685l1	rfNC0523071	7
reference_vs_lean	lnptg000695l1	rfNC0523401	7
reference_vs_lean	lnptg000704l1	rfNC0523081	7
reference_vs_lean	lnptg000763l1	rfNC0523191	7
reference_vs_lean	lnptg000774l1	rfNW0240611971	7
reference_vs_lean	lnptg000828l1	rfNC0523271	7
reference_vs_lean	lnptg000835l1	rfNC0523261	7
reference_vs_lean	lnptg000938l1	rfNC0523261	7
reference_vs_lean	lnptg000948l1	rfNC0523081	7
reference_vs_lean	lnptg000994l1	rfNW0240616861	7
reference_vs_lean	lnptg001048l1	rfNC0523151	7
reference_vs_lean	lnptg001059l1	rfNC0523111	7
reference_vs_lean	lnptg001105l1	rfNC0523171	7
reference_vs_lean	lnptg001121l1	rfNC0523071	7
reference_vs_lean	lnptg001145l1	rfNC0523281	7
reference_vs_lean	lnptg001163l1	rfNC0523241	7
reference_vs_lean	lnptg001194l1	rfNC0523151	7
reference_vs_lean	lnptg001227l1	rfNC0523231	7
reference_vs_lean	lnptg001242l1	rfNC0523421	7
reference_vs_lean	lnptg001263l1	rfNW0240611811	7
reference_vs_lean	lnptg001390l1	rfNC0523431	7
reference_vs_lean	lnptg001392l1	rfNC0523171	7
reference_vs_lean	lnptg001402l1	rfNC0523441	7
reference_vs_lean	lnptg001404l1	rfNC0523261	7
reference_vs_lean	lnptg001467l1	rfNC0523091	7
reference_vs_lean	lnptg001469l1	rfNW0240590531	7
reference_vs_lean	lnptg001486l1	rfNC0523101	7
reference_vs_lean	lnptg001491l1	rfNC0523191	7
reference_vs_lean	lnptg001496l1	rfNC0523071	7
reference_vs_lean	lnptg001540l1	rfNC0523131	7
reference_vs_lean	lnptg001618l1	rfNC0523281	7
reference_vs_lean	lnptg001633l1	rfNC0523471	7
reference_vs_lean	lnptg001635l1	rfNC0523461	7
reference_vs_lean	lnptg001636l1	rfNC0523341	7
reference_vs_lean	lnptg001679l1	rfNC0523281	7
reference_vs_lean	lnptg001833l1	rfNC0523211	7
reference_vs_lean	lnptg001931l1	rfNC0523341	7
reference_vs_lean	lnptg001961l1	rfNC0523221	7
reference_vs_lean	lnptg001997l1	rfNC0523371	7
reference_vs_lean	lnptg002021l1	rfNC0523161	7
reference_vs_lean	lnptg002075l1	rfNC0523121	7
reference_vs_lean	lnptg002177l1	rfNC0523191	7
reference_vs_lean	lnptg002178l1	rfNC0523101	7
reference_vs_lean	lnptg002186l1	rfNC0523431	7
reference_vs_lean	lnptg002227l1	rfNC0523481	7
reference_vs_lean	lnptg002237l1	rfNW0240612551	7
reference_vs_lean	lnptg002288l1	rfNC0523191	7
reference_vs_lean	lnptg002316l1	rfNC0523251	7
reference_vs_lean	lnptg002318l1	rfNC0523141	7
reference_vs_lean	lnptg002323l1	rfNC0523091	7
reference_vs_lean	lnptg002326l1	rfNC0523111	7
reference_vs_lean	lnptg002359l1	rfNC0523091	7
reference_vs_lean	lnptg002373l1	rfNC0523091	7
reference_vs_lean	lnptg002403l1	rfNC0523361	7
reference_vs_lean	lnptg002448l1	rfNC0523251	7
reference_vs_lean	lnptg002452l1	rfNW0240578641	7
reference_vs_lean	lnptg002456l1	rfNC0523321	7
reference_vs_lean	lnptg002467l1	rfNW0240617191	7
reference_vs_lean	lnptg002496l1	rfNC0523161	7
reference_vs_lean	lnptg002536l1	rfNC0523121	7
reference_vs_lean	lnptg002579l1	rfNC0523101	7
reference_vs_lean	lnptg002626l1	rfNC0523091	7
reference_vs_lean	lnptg002645l1	rfNC0523351	7
reference_vs_lean	lnptg002666l1	rfNC0523271	7
reference_vs_lean	lnptg002697l1	rfNC0523131	7
reference_vs_lean	lnptg002753l1	rfNC0523441	7
reference_vs_lean	lnptg002764l1	rfNC0523401	7
reference_vs_lean	lnptg002880l1	rfNC0523091	7
reference_vs_lean	lnptg002886l1	rfNC0523381	7
reference_vs_lean	lnptg002887l1	rfNC0523111	7
reference_vs_lean	lnptg002918l1	rfNC0523401	7
reference_vs_lean	lnptg002927l1	rfNC0523151	7
reference_vs_lean	lnptg002929l1	rfNC0523391	7
reference_vs_lean	lnptg003049l1	rfNC0523411	7
reference_vs_lean	lnptg003051l1	rfNC0523351	7
reference_vs_lean	lnptg003109l1	rfNC0523091	7
reference_vs_lean	lnptg003214l1	rfNC0523371	7
reference_vs_lean	lnptg003230l1	rfNC0523481	7
reference_vs_lean	lnptg003364l1	rfNC0523321	7
reference_vs_lean	lnptg003367l1	rfNC0523151	7
reference_vs_lean	lnptg003376l1	rfNC0523201	7
reference_vs_lean	lnptg003377l1	rfNW0240599331	7
reference_vs_lean	lnptg003400l1	rfNC0523261	7
reference_vs_lean	lnptg003416l1	rfNC0523371	7
reference_vs_lean	lnptg003547l1	rfNC0523131	7
reference_vs_lean	lnptg003564l1	rfNC0523261	7
