gene_id	symbol	product	biotype	n_go	n_lines	has_phase2_line	reciprocal_pav	ecotype_only	cnv	sv	dmr	ref_pav
gene-LOC120035716	LOC120035716	tripartite motif-containing protein 16-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120035747	LOC120035747	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120035753	LOC120035753	titin-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120035757	LOC120035757	5.8S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120035873	LOC120035873	NLR family CARD domain-containing protein 3-like	protein_coding	0	2	1	0	1	0	0	0	1
gene-LOC120035933	LOC120035933	claudin-11-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120035934	LOC120035934	E3 ubiquitin-protein ligase HECW2-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120036048	LOC120036048	5.8S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120036051	LOC120036051	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120036067	LOC120036067	coiled-coil domain-containing protein 43-like	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120036107	LOC120036107	histone-lysine N-methyltransferase EZH1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120036147	LOC120036147	reticulophagy regulator 3-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120036158	LOC120036158	max-like protein X	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120036166	LOC120036166	homologous-pairing protein 2 homolog	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120036180	LOC120036180	formin-like protein 1	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120036200	LOC120036200	sodium-dependent neutral amino acid transporter B(0)AT1-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120036315	LOC120036315	protein tweety homolog 3-like	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120036321	LOC120036321	rRNA methyltransferase 2, mitochondrial-like	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120036331	LOC120036331	7,8-dihydro-8-oxoguanine triphosphatase-like	protein_coding	2	2	1	0	0	1	1	0	0
gene-LOC120036447	LOC120036447	axin-1-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120036471	LOC120036471	zinc finger CCCH domain-containing protein 7A-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120036493	LOC120036493	uncharacterized LOC120036493	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120036515	LOC120036515	UNC93-like protein MFSD11	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120036518	LOC120036518	ubiquitin domain-containing protein UBFD1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120036526	LOC120036526	lysine-specific demethylase 8-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120036648	LOC120036648	uncharacterized LOC120036648	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120036650	LOC120036650	ubiquitin carboxyl-terminal hydrolase 31-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120036660	LOC120036660	BTB/POZ domain-containing protein KCTD5-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120036681	LOC120036681	OCIA domain-containing protein 1-like	protein_coding	1	2	1	0	1	0	0	1	0
gene-LOC120036685	LOC120036685	U1 spliceosomal RNA	snRNA	0	2	1	0	0	1	0	1	0
gene-LOC120036686	LOC120036686	U1 spliceosomal RNA	snRNA	0	2	1	0	0	1	0	1	0
gene-LOC120036690	LOC120036690	probable G-protein coupled receptor 146	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120036700	LOC120036700	putative E3 ubiquitin-protein ligase UNKL	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120036724	LOC120036724	insulin-like growth factor-binding protein complex acid labile subunit	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120036733	LOC120036733	myocardin-related transcription factor B-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120036753	LOC120036753	DNA-directed RNA polymerase III subunit RPC10	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120036755	LOC120036755	zinc finger protein 79-like	protein_coding	4	2	1	0	1	0	0	0	1
gene-LOC120036765	LOC120036765	UBA-like domain-containing protein 1	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120036772	LOC120036772	inactive rhomboid protein 1	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120036801	LOC120036801	5S ribosomal RNA	rRNA	0	2	1	0	0	1	0	1	0
gene-LOC120036897	LOC120036897	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120036973	LOC120036973	hemoglobin subunit beta-like	protein_coding	11	2	1	0	1	0	1	0	0
gene-LOC120036990	LOC120036990	hemoglobin subunit alpha-1-like	protein_coding	12	2	1	0	1	0	1	0	0
gene-LOC120037013	LOC120037013	hemoglobin embryonic subunit alpha-like	protein_coding	11	2	1	0	1	0	1	0	0
gene-LOC120037027	LOC120037027	KN motif and ankyrin repeat domain-containing protein 2-like	protein_coding	8	2	1	0	1	0	1	0	0
gene-LOC120037053	LOC120037053	dedicator of cytokinesis protein 7-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120037054	LOC120037054	uncharacterized LOC120037054	lncRNA	0	2	1	0	0	1	0	0	1
gene-LOC120037083	LOC120037083	glucosidase 2 subunit beta-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120037100	LOC120037100	SH3 and multiple ankyrin repeat domains protein 3-like	protein_coding	5	2	1	0	0	1	0	0	1
gene-LOC120037234	LOC120037234	mitochondrial dicarboxylate carrier-like	protein_coding	14	2	1	0	1	0	0	0	1
gene-LOC120037245	LOC120037245	claudin-9-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120037503	LOC120037503	probable methyltransferase TARBP1	protein_coding	3	2	1	0	1	0	0	0	1
gene-LOC120037504	LOC120037504	FERM domain-containing protein 6-like	protein_coding	3	2	1	0	1	0	0	0	1
gene-LOC120037513	LOC120037513	zinc finger and BTB domain-containing protein 7B-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120037604	LOC120037604	trichohyalin-like	protein_coding	1	2	1	0	1	0	0	0	1
gene-LOC120037648	LOC120037648	NLR family CARD domain-containing protein 3-like	protein_coding	1	2	1	0	0	1	0	0	1
gene-LOC120037712	LOC120037712	zona pellucida sperm-binding protein 4-like	protein_coding	0	2	1	0	0	1	0	1	0
gene-LOC120037713	LOC120037713	U1 spliceosomal RNA	snRNA	0	2	1	0	0	1	0	1	0
gene-LOC120037787	LOC120037787	ovochymase-2-like	protein_coding	2	2	1	0	1	0	0	1	0
gene-LOC120037910	LOC120037910	26S proteasome non-ATPase regulatory subunit 13-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120037963	LOC120037963	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120038032	LOC120038032	metalloproteinase inhibitor 2-like	protein_coding	7	2	1	0	1	0	0	0	1
gene-LOC120038194	LOC120038194	WW domain-binding protein 11-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120038195	LOC120038195	GTPase IMAP family member 7-like	protein_coding	1	2	1	0	0	1	0	0	1
gene-LOC120038198	LOC120038198	mycbp associated protein	protein_coding	0	2	1	0	0	1	0	0	1
gene-LOC120038274	LOC120038274	RING finger protein 224-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120038319	LOC120038319	zinc finger protein 420-like	protein_coding	3	2	1	0	1	0	0	0	1
gene-LOC120038388	LOC120038388	5.8S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120038487	LOC120038487	5.8S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120038491	LOC120038491	28S ribosomal RNA	rRNA	0	2	1	1	0	0	0	1	0
gene-LOC120038650	LOC120038650	prickle-like protein 1	protein_coding	1	2	1	1	0	0	0	0	1
gene-LOC120038741	LOC120038741	5.8S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120039129	LOC120039129	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120039150	LOC120039150	solute carrier family 22 member 18-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120039200	LOC120039200	UBA-like domain-containing protein 2	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120039236	LOC120039236	bifunctional arginine demethylase and lysyl-hydroxylase JMJD6-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120039250	LOC120039250	serine/arginine-rich splicing factor 2-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120039292	LOC120039292	methyltransferase-like protein 23	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120039293	LOC120039293	KH homology domain-containing protein 4-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120039428	LOC120039428	5.8S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120039430	LOC120039430	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120039491	LOC120039491	microtubule-associated protein tau-like	protein_coding	4	2	1	0	1	0	0	0	1
gene-LOC120039509	LOC120039509	5.8S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120039512	LOC120039512	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120039519	LOC120039519	zinc finger protein 239-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120039526	LOC120039526	forkhead box protein K2-like	protein_coding	4	2	1	0	1	0	0	0	1
gene-LOC120039592	LOC120039592	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	0	1
gene-LOC120039807	LOC120039807	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	protein_coding	1	2	1	0	1	0	0	0	1
gene-LOC120039810	LOC120039810	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120039903	LOC120039903	18S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120039976	LOC120039976	calcium-independent phospholipase A2-gamma-like	protein_coding	3	2	1	0	1	0	0	0	1
gene-LOC120040161	LOC120040161	sperm-associated antigen 1A-like	protein_coding	3	2	1	1	0	0	0	0	1
gene-LOC120040195	LOC120040195	potassium voltage-gated channel subfamily KQT member 1-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120040197	LOC120040197	potassium voltage-gated channel subfamily KQT member 1-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120040198	LOC120040198	transient receptor potential cation channel subfamily M member 5-like	protein_coding	4	2	1	0	1	0	0	0	1
gene-LOC120040206	LOC120040206	uncharacterized LOC120040206	lncRNA	0	2	1	0	0	1	0	0	1
gene-LOC120040310	LOC120040310	5.8S ribosomal RNA	rRNA	0	2	1	0	1	0	0	1	0
gene-LOC120040364	LOC120040364	uncharacterized LOC120040364	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120040407	LOC120040407	gastrula zinc finger protein XlCGF57.1-like	protein_coding	3	2	1	0	0	1	0	0	1
gene-LOC120040408	LOC120040408	gastrula zinc finger protein XlCGF57.1-like	protein_coding	3	2	1	0	0	1	0	0	1
gene-LOC120040409	LOC120040409	zinc finger protein OZF-like	protein_coding	3	2	1	0	0	1	0	0	1
gene-LOC120040410	LOC120040410	gastrula zinc finger protein XlCGF57.1-like	protein_coding	3	2	1	0	0	1	0	0	1
gene-LOC120040412	LOC120040412	plexin-B2-like	protein_coding	9	2	1	1	0	0	0	0	1
gene-LOC120040413	LOC120040413	uncharacterized LOC120040413	protein_coding	0	2	1	0	0	1	0	0	1
gene-LOC120040414	LOC120040414	protein NEL-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120040744	LOC120040744	queuine tRNA-ribosyltransferase catalytic subunit 1-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120040756	LOC120040756	dynamin-2-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120040823	LOC120040823	tumor necrosis factor ligand superfamily member 14-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120040838	LOC120040838	transmembrane emp24 domain-containing protein 1-like	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120040861	LOC120040861	phospholipid phosphatase 3-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120040961	LOC120040961	zinc finger protein 609-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120040975	LOC120040975	E3 ubiquitin/ISG15 ligase TRIM25-like	protein_coding	1	2	1	0	0	1	0	0	1
gene-LOC120040993	LOC120040993	tripartite motif-containing protein 16-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120041002	LOC120041002	sodium/myo-inositol cotransporter 2-like	protein_coding	3	2	1	0	1	0	0	0	1
gene-LOC120041036	LOC120041036	rho GTPase-activating protein 17-like	protein_coding	9	2	1	0	1	0	1	0	0
gene-LOC120041070	LOC120041070	sodium/myo-inositol cotransporter 2-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120041079	LOC120041079	transcription factor E4F1-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120041097	LOC120041097	hexosaminidase D-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120041167	LOC120041167	methionine-R-sulfoxide reductase B1-A-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120041184	LOC120041184	butyrophilin subfamily 1 member A1-like	protein_coding	0	2	1	0	0	1	0	0	1
gene-LOC120041320	LOC120041320	stonustoxin subunit beta-like	protein_coding	1	2	1	0	0	1	0	0	1
gene-LOC120041324	LOC120041324	transcription factor AP-4-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120041350	LOC120041350	sorting nexin-1-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120041370	LOC120041370	transmembrane channel-like protein 7	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120041373	LOC120041373	MAPK regulated corepressor interacting protein 2-like	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120041425	LOC120041425	tripartite motif-containing protein 16-like protein	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120041435	LOC120041435	protein HID1-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120041464	LOC120041464	suppressor of cytokine signaling 3-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120041589	LOC120041589	galectin-3-binding protein A-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120041601	LOC120041601	metalloproteinase inhibitor 2-like	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120041610	LOC120041610	metalloproteinase inhibitor 2-like	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120041632	LOC120041632	metalloproteinase inhibitor 2-like	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120041637	LOC120041637	voltage-dependent T-type calcium channel subunit alpha-1I-like	protein_coding	12	2	1	0	1	0	0	0	1
gene-LOC120041732	LOC120041732	C-type lectin domain family 4 member M-like	protein_coding	0	2	1	0	0	1	0	0	1
gene-LOC120041848	LOC120041848	medium-chain acyl-CoA ligase ACSF2, mitochondrial-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120041865	LOC120041865	medium-chain acyl-CoA ligase ACSF2, mitochondrial-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120041882	LOC120041882	nuclear distribution protein nudE-like 1-B	protein_coding	13	2	1	0	1	0	1	0	0
gene-LOC120041950	LOC120041950	endophilin-A3-like	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120042042	LOC120042042	uncharacterized LOC120042042	lncRNA	0	2	1	0	0	1	0	1	0
gene-LOC120042165	LOC120042165	stonustoxin subunit beta-like	protein_coding	1	2	1	0	1	0	0	0	1
gene-LOC120042248	LOC120042248	uncharacterized LOC120042248	lncRNA	0	2	1	0	1	0	0	0	1
gene-LOC120042249	LOC120042249	uncharacterized LOC120042249	lncRNA	0	2	1	0	0	1	0	0	1
gene-LOC120042341	LOC120042341	chitobiosyldiphosphodolichol beta-mannosyltransferase-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120042376	LOC120042376	tetratricopeptide repeat protein 30A-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120042455	LOC120042455	ADP-ribosylation factor-like protein 6-interacting protein 1	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120042479	LOC120042479	serine/threonine-protein kinase SMG1-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120042486	LOC120042486	zinc finger protein 239-like	protein_coding	1	2	1	0	1	0	0	0	1
gene-LOC120042491	LOC120042491	zinc finger protein 135-like	protein_coding	3	2	1	0	1	0	0	0	1
gene-LOC120042495	LOC120042495	putative oxidoreductase GLYR1	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120042547	LOC120042547	transport and Golgi organization protein 1 homolog	protein_coding	5	2	1	0	1	0	0	0	1
gene-LOC120042567	LOC120042567	small integral membrane protein 22-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120042661	LOC120042661	uncharacterized LOC120042661	protein_coding	1	2	1	0	1	0	0	0	1
gene-LOC120042708	LOC120042708	casein kinase I	protein_coding	13	2	1	0	1	0	1	0	0
gene-LOC120042766	LOC120042766	tumor necrosis factor receptor superfamily member 16-like	protein_coding	6	2	1	1	0	0	0	0	1
gene-LOC120042791	LOC120042791	COP9 signalosome complex subunit 1-like	protein_coding	1	2	1	0	1	0	0	0	1
gene-LOC120042792	LOC120042792	uncharacterized LOC120042792	lncRNA	0	2	1	0	1	0	0	0	1
gene-LOC120042872	LOC120042872	RING finger protein 151-like	protein_coding	6	2	1	0	0	1	1	0	0
gene-LOC120042906	LOC120042906	uncharacterized LOC120042906	lncRNA	0	2	1	0	0	1	0	0	1
gene-LOC120042932	LOC120042932	TOM1-like protein 2	protein_coding	6	2	1	0	0	1	1	0	0
gene-LOC120042988	LOC120042988	protein NEL-like	protein_coding	2	2	1	0	1	0	0	0	1
gene-LOC120043451	LOC120043451	lipid droplet assembly factor 1-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120043579	LOC120043579	multiple epidermal growth factor-like domains protein 11	protein_coding	1	2	1	0	1	0	0	0	1
gene-LOC120043709	LOC120043709	zinc finger protein 345-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120043710	LOC120043710	zinc finger protein 2 homolog	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120043713	LOC120043713	zinc finger protein 883-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120043714	LOC120043714	zinc finger protein 260-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120043731	LOC120043731	zinc finger protein 239-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120043732	LOC120043732	charged multivesicular body protein 6-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120043753	LOC120043753	ladderlectin-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120043759	LOC120043759	immunoglobulin lambda-1 light chain-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120043761	LOC120043761	uncharacterized LOC120043761	lncRNA	0	2	1	0	0	1	1	0	0
gene-LOC120043784	LOC120043784	stonustoxin subunit beta-like	protein_coding	1	2	1	0	0	1	1	0	0
gene-LOC120043819	LOC120043819	protein HID1-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120043827	LOC120043827	protein Njmu-R1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120043830	LOC120043830	ATPase family AAA domain-containing protein 5-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120043834	LOC120043834	far upstream element-binding protein 2-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120043844	LOC120043844	uncharacterized LOC120043844	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120043845	LOC120043845	uncharacterized LOC120043845	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120043847	LOC120043847	uncharacterized protein K02A2.6-like	protein_coding	5	2	1	0	0	1	1	0	0
gene-LOC120043852	LOC120043852	jupiter microtubule associated homolog 1-like	protein_coding	1	2	1	0	0	1	1	0	0
gene-LOC120043863	LOC120043863	G protein-activated inward rectifier potassium channel 4-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120043873	LOC120043873	opioid-binding protein/cell adhesion molecule-like	protein_coding	1	2	1	0	0	1	1	0	0
gene-LOC120043933	LOC120043933	ankyrin repeat domain-containing protein 6-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120043934	LOC120043934	cation channel sperm-associated protein subunit beta-like	protein_coding	2	2	1	0	0	1	1	0	0
gene-LOC120044003	LOC120044003	meiosis-specific coiled-coil domain-containing protein MEIOC-like	protein_coding	6	2	1	0	0	1	1	0	0
gene-LOC120044005	LOC120044005	contactin-associated protein 1-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120044006	LOC120044006	SRC kinase signaling inhibitor 1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120044007	LOC120044007	sorting nexin-8-like	protein_coding	2	2	1	0	0	1	1	0	0
gene-LOC120044013	LOC120044013	UNC93-like protein MFSD11	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120044016	LOC120044016	hemoglobin embryonic subunit alpha-like	protein_coding	11	2	1	0	1	0	1	0	0
gene-LOC120044049	LOC120044049	NACHT, LRR and PYD domains-containing protein 12	protein_coding	1	2	1	0	0	1	1	0	0
gene-LOC120044062	LOC120044062	potassium voltage-gated channel subfamily A member 1-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120044075	LOC120044075	delphilin-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044076	LOC120044076	heparan sulfate glucosamine 3-O-sulfotransferase 6-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044077	LOC120044077	serine/threonine-protein kinase/endoribonuclease IRE1-like	protein_coding	9	2	1	0	1	0	1	0	0
gene-LOC120044079	LOC120044079	aquaporin-8-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120044080	LOC120044080	meteorin-like protein	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120044089	LOC120044089	proton channel OTOP2-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120044103	LOC120044103	monocarboxylate transporter 6-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120044113	LOC120044113	transmembrane protein 114-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044120	LOC120044120	GTP-binding protein Rhes-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120044125	LOC120044125	periplakin-like	protein_coding	8	2	1	0	1	0	1	0	0
gene-LOC120044126	LOC120044126	regulator of G-protein signaling 9-like	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120044130	LOC120044130	interferon-induced protein 44-like	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120044132	LOC120044132	testis-expressed protein 2-like	protein_coding	2	2	1	0	0	1	1	0	0
gene-LOC120044136	LOC120044136	NLR family CARD domain-containing protein 3-like	protein_coding	1	2	1	0	0	1	1	0	0
gene-LOC120044138	LOC120044138		C_region	0	2	1	0	1	0	1	0	0
gene-LOC120044141	LOC120044141	tetraspanin-10-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044143	LOC120044143		C_region	0	2	1	0	0	1	1	0	0
gene-LOC120044146	LOC120044146		C_region	0	2	1	0	1	0	1	0	0
gene-LOC120044159	LOC120044159	exocyst complex component 7-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120044165	LOC120044165	trinucleotide repeat-containing gene 6C protein-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120044239	LOC120044239	uncharacterized LOC120044239	protein_coding	6	2	1	0	0	1	1	0	0
gene-LOC120044381	LOC120044381	myelin protein zero-like protein 1	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120044421	LOC120044421	insulin	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120044422	LOC120044422	magnesium transporter NIPA2-like	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120044461	LOC120044461	dynein light chain 4, axonemal-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120044476	LOC120044476	interferon a3-like	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120044479	LOC120044479	interferon a3-like	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120044490	LOC120044490	interferon a3-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120044491	LOC120044491	interferon a3-like	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120044533	LOC120044533	ATP synthase subunit alpha, mitochondrial-like	protein_coding	7	2	1	0	0	1	1	0	0
gene-LOC120044536	LOC120044536	frizzled-2-like	protein_coding	5	2	1	0	0	1	1	0	0
gene-LOC120044541	LOC120044541	stannin-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044542	LOC120044542	recQ-mediated genome instability protein 2-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120044543	LOC120044543	E3 ubiquitin-protein ligase RNF165-like	protein_coding	2	2	1	0	0	1	1	0	0
gene-LOC120044544	LOC120044544	uncharacterized LOC120044544	lncRNA	0	2	1	0	1	0	1	0	0
gene-LOC120044545	LOC120044545	heparan sulfate glucosamine 3-O-sulfotransferase 4-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044546	LOC120044546	heparan sulfate glucosamine 3-O-sulfotransferase 2-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044547	LOC120044547	interleukin-21 receptor-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120044548	LOC120044548	3-phosphoinositide-dependent protein kinase 1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120044549	LOC120044549	G-protein coupled estrogen receptor 1	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120044552	LOC120044552	protein shisa-9B-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120044553	LOC120044553	uncharacterized LOC120044553	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044554	LOC120044554	U11/U12 small nuclear ribonucleoprotein 25 kDa protein-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120044555	LOC120044555	E3 ubiquitin-protein ligase MGRN1-like	protein_coding	9	2	1	0	1	0	1	0	0
gene-LOC120044556	LOC120044556	serotonin N-acetyltransferase-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120044559	LOC120044559	ELAV-like protein 3	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120044586	LOC120044586	myosin-10-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120044604	LOC120044604	GTPase IMAP family member 7-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120044622	LOC120044622	tRNA-splicing endonuclease subunit Sen54-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120044623	LOC120044623	forkhead box protein J1-A-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120044624	LOC120044624	E3 ubiquitin-protein ligase RNF12-B-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120044630	LOC120044630	uncharacterized LOC120044630	lncRNA	0	2	1	0	0	1	1	0	0
gene-LOC120044631	LOC120044631	NLR family CARD domain-containing protein 3-like	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120044632	LOC120044632	uncharacterized LOC120044632	lncRNA	0	2	1	0	0	1	1	0	0
