gene_id	symbol	product	biotype	n_go	n_lines	has_phase2_line	reciprocal_pav	ecotype_only	cnv	sv	dmr	ref_pav
gene-trnav-aac-2_3				0	1	1	0	1	0	0	0	0
gene-trnav-aac-2_4				0	1	1	0	1	0	0	0	0
gene-trnav-aac-2_5				0	1	1	0	1	0	0	0	0
gene-trnav-aac-2_6				0	1	1	0	1	0	0	0	0
gene-trnav-aac-2_7				0	1	1	0	1	0	0	0	0
gene-trnav-aac-2_8				0	1	1	0	1	0	0	0	0
gene-trnav-aac-2_9				0	1	1	0	1	0	0	0	0
gene-trnav-aac-3_2				0	1	1	0	1	0	0	0	0
gene-trnav-aac-3_3				0	1	1	0	1	0	0	0	0
gene-trnav-aac-3_4				0	1	1	0	1	0	0	0	0
gene-trnav-aac-3_5				0	1	1	0	1	0	0	0	0
gene-trnav-aac-4_2				0	1	1	0	1	0	0	0	0
gene-trnav-aac-5_2				0	1	1	0	1	0	0	0	0
gene-trnav-aac-5_3				0	1	1	0	1	0	0	0	0
gene-trnav-aac-5_4				0	1	1	0	1	0	0	0	0
gene-trnav-aac-6_1				0	1	1	0	1	0	0	0	0
gene-trnav-aac-7_1				0	1	1	0	1	0	0	0	0
gene-trnav-aac-7_2				0	1	1	0	1	0	0	0	0
gene-trnav-aac-7_3				0	1	1	0	1	0	0	0	0
gene-trnav-aac-7_4				0	1	1	0	1	0	0	0	0
gene-trnav-aac-7_5				0	1	1	0	1	0	0	0	0
gene-trnav-aac_42				0	1	1	0	1	0	0	0	0
gene-trnav-aac_43				0	1	1	0	1	0	0	0	0
gene-trnav-aac_44				0	1	1	0	1	0	0	0	0
gene-trnav-aac_45				0	1	1	0	1	0	0	0	0
gene-trnav-aac_46				0	1	1	0	1	0	0	0	0
gene-trnav-cac	trnav-cac	tRNA-Val	tRNA	0	1	1	0	0	1	0	0	0
gene-trnav-cac-11_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-11_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_10				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_11				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_12				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_13				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_14				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_6				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_7				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_8				0	1	1	0	1	0	0	0	0
gene-trnav-cac-12_9				0	1	1	0	1	0	0	0	0
gene-trnav-cac-13_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-13_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-13_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-13_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-14_46				0	1	1	0	1	0	0	0	0
gene-trnav-cac-14_47				0	1	1	0	1	0	0	0	0
gene-trnav-cac-15_11				0	1	1	0	1	0	0	0	0
gene-trnav-cac-16_40				0	1	1	0	1	0	0	0	0
gene-trnav-cac-16_41				0	1	1	0	1	0	0	0	0
gene-trnav-cac-17_6				0	1	1	0	1	0	0	0	0
gene-trnav-cac-17_7				0	1	1	0	1	0	0	0	0
gene-trnav-cac-17_8				0	1	1	0	1	0	0	0	0
gene-trnav-cac-18_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-18_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-19_9				0	1	1	0	1	0	0	0	0
gene-trnav-cac-21_23				0	1	1	0	1	0	0	0	0
gene-trnav-cac-21_24				0	1	1	0	1	0	0	0	0
gene-trnav-cac-21_25				0	1	1	0	1	0	0	0	0
gene-trnav-cac-21_26				0	1	1	0	1	0	0	0	0
gene-trnav-cac-21_27				0	1	1	0	1	0	0	0	0
gene-trnav-cac-21_28				0	1	1	0	1	0	0	0	0
gene-trnav-cac-21_29				0	1	1	0	1	0	0	0	0
gene-trnav-cac-23_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-23_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-24_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-24_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-24_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-24_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-24_5				0	1	1	0	1	0	0	0	0
gene-trnav-cac-24_6				0	1	1	0	1	0	0	0	0
gene-trnav-cac-24_7				0	1	1	0	1	0	0	0	0
gene-trnav-cac-24_8				0	1	1	0	1	0	0	0	0
gene-trnav-cac-25_10				0	1	1	0	1	0	0	0	0
gene-trnav-cac-25_11				0	1	1	0	1	0	0	0	0
gene-trnav-cac-25_12				0	1	1	0	1	0	0	0	0
gene-trnav-cac-25_13				0	1	1	0	1	0	0	0	0
gene-trnav-cac-25_14				0	1	1	0	1	0	0	0	0
gene-trnav-cac-25_15				0	1	1	0	1	0	0	0	0
gene-trnav-cac-26_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_10				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_11				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_12				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_13				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_14				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_15				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_16				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_17				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_18				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_19				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_5				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_6				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_7				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_8				0	1	1	0	1	0	0	0	0
gene-trnav-cac-27_9				0	1	1	0	1	0	0	0	0
gene-trnav-cac-29_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-29_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-29_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-29_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-29_5				0	1	1	0	1	0	0	0	0
gene-trnav-cac-29_6				0	1	1	0	1	0	0	0	0
gene-trnav-cac-29_7				0	1	1	0	1	0	0	0	0
gene-trnav-cac-29_8				0	1	1	0	1	0	0	0	0
gene-trnav-cac-2_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-2_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-2_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-2_5				0	1	1	0	1	0	0	0	0
gene-trnav-cac-2_6				0	1	1	0	1	0	0	0	0
gene-trnav-cac-2_7				0	1	1	0	1	0	0	0	0
gene-trnav-cac-31_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-31_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-31_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-31_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-31_5				0	1	1	0	1	0	0	0	0
gene-trnav-cac-31_6				0	1	1	0	1	0	0	0	0
gene-trnav-cac-31_7				0	1	1	0	1	0	0	0	0
gene-trnav-cac-32_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-32_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-32_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-33_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-33_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-36_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-36_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-37_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-37_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-3_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-3_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-42_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-42_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-42_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-42_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-44_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-44_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-45_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-45_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-47_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-47_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-47_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-47_5				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_17				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_18				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_19				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_20				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_21				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_22				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_23				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_24				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_25				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_26				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_27				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_28				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_29				0	1	1	0	1	0	0	0	0
gene-trnav-cac-48_30				0	1	1	0	1	0	0	0	0
gene-trnav-cac-4_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-4_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-4_4				0	1	1	0	1	0	0	0	0
gene-trnav-cac-4_5				0	1	1	0	1	0	0	0	0
gene-trnav-cac-50_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac-50_2				0	1	1	0	1	0	0	0	0
gene-trnav-cac-50_3				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_11				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_12				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_13				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_14				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_15				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_16				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_17				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_18				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_19				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_20				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_21				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_22				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_23				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_24				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_25				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_26				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_27				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_28				0	1	1	0	1	0	0	0	0
gene-trnav-cac-6_29				0	1	1	0	1	0	0	0	0
gene-trnav-cac-7_1				0	1	1	0	1	0	0	0	0
gene-trnav-cac_39				0	1	1	0	1	0	0	0	0
gene-trnav-cac_40				0	1	1	0	1	0	0	0	0
gene-trnav-cac_41				0	1	1	0	1	0	0	0	0
gene-trnav-cac_42				0	1	1	0	1	0	0	0	0
gene-trnav-cac_43				0	1	1	0	1	0	0	0	0
gene-trnav-cac_44				0	1	1	0	1	0	0	0	0
gene-trnav-cac_45				0	1	1	0	1	0	0	0	0
gene-trnav-cac_46				0	1	1	0	1	0	0	0	0
gene-trnav-uac-16_1				0	1	1	0	1	0	0	0	0
gene-trnav-uac-25_7				0	1	1	0	1	0	0	0	0
gene-trnav-uac-25_8				0	1	1	0	1	0	0	0	0
gene-trnav-uac-27	trnav-uac	tRNA-Val	tRNA	0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_10				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_11				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_12				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_3				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_4				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_5				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_6				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_7				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_8				0	1	1	0	1	0	0	0	0
gene-trnav-uac-29_9				0	1	1	0	1	0	0	0	0
gene-trnav-uac-30_3				0	1	1	0	1	0	0	0	0
gene-trnav-uac-30_4				0	1	1	0	1	0	0	0	0
gene-trnav-uac-30_5				0	1	1	0	1	0	0	0	0
gene-trnav-uac-30_6				0	1	1	0	1	0	0	0	0
gene-trnav-uac-31_6				0	1	1	0	1	0	0	0	0
gene-trnav-uac-31_7				0	1	1	0	1	0	0	0	0
gene-trnav-uac-31_8				0	1	1	0	1	0	0	0	0
gene-trnav-uac-33_4				0	1	1	0	1	0	0	0	0
gene-trnav-uac-34_10				0	1	1	0	1	0	0	0	0
gene-trnav-uac-34_11				0	1	1	0	1	0	0	0	0
gene-trnav-uac-34_12				0	1	1	0	1	0	0	0	0
gene-trnav-uac-34_13				0	1	1	0	1	0	0	0	0
gene-trnav-uac-34_14				0	1	1	0	1	0	0	0	0
gene-trnav-uac-34_15				0	1	1	0	1	0	0	0	0
gene-trnav-uac-34_9				0	1	1	0	1	0	0	0	0
gene-trnav-uac-35_48				0	1	1	0	1	0	0	0	0
gene-trnav-uac-36_3				0	1	1	0	1	0	0	0	0
gene-trnav-uac-36_4				0	1	1	0	1	0	0	0	0
gene-trnav-uac-36_5				0	1	1	0	1	0	0	0	0
gene-trnav-uac-36_6				0	1	1	0	1	0	0	0	0
gene-trnav-uac-36_7				0	1	1	0	1	0	0	0	0
gene-trnav-uac-36_8				0	1	1	0	1	0	0	0	0
gene-trnav-uac-37_20				0	1	1	0	1	0	0	0	0
gene-trnav-uac-37_21				0	1	1	0	1	0	0	0	0
gene-trnav-uac-37_22				0	1	1	0	1	0	0	0	0
gene-trnav-uac-37_23				0	1	1	0	1	0	0	0	0
gene-trnav-uac-37_24				0	1	1	0	1	0	0	0	0
gene-trnav-uac-39_5				0	1	1	0	1	0	0	0	0
gene-trnav-uac-39_6				0	1	1	0	1	0	0	0	0
gene-trnav-uac-39_7				0	1	1	0	1	0	0	0	0
gene-trnav-uac-40_2				0	1	1	0	1	0	0	0	0
gene-trnav-uac-40_3				0	1	1	0	1	0	0	0	0
gene-trnav-uac-40_4				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_10				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_11				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_12				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_13				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_14				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_15				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_16				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_17				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_18				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_19				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_20				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_21				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_22				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_23				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_24				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_25				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_26				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_27				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_28				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_29				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_30				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_31				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_32				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_33				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_34				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_7				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_8				0	1	1	0	1	0	0	0	0
gene-trnav-uac-41_9				0	1	1	0	1	0	0	0	0
gene-trnav-uac-42_16				0	1	1	0	1	0	0	0	0
gene-trnav-uac-43_1				0	1	1	0	1	0	0	0	0
gene-trnav-uac-43_2				0	1	1	0	1	0	0	0	0
gene-trnav-uac-43_3				0	1	1	0	1	0	0	0	0
gene-trnav-uac-43_4				0	1	1	0	1	0	0	0	0
gene-trnav-uac-45_31				0	1	1	0	1	0	0	0	0
gene-trnav-uac-45_32				0	1	1	0	1	0	0	0	0
gene-trnav-uac-47_11				0	1	1	0	1	0	0	0	0
gene-trnaw-cca	trnaw-cca	tRNA-Trp	tRNA	0	1	1	0	0	1	0	0	0
gene-trnaw-cca-10_27				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-10_28				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-10_29				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-10_30				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-10_31				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-11_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-12_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-14_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-17_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-17_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-17_6				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-18_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-18_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-19_3				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-19_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-19_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-20_2				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-20_3				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-20_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-21_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-22_2				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-22_3				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-23_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-24_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-25_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-26_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-26_2				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-26_3				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-27_28				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-27_29				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-27_30				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-27_31				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-27_32				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-27_33				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-28_10				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-28_11				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-28_12				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-28_13				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-28_14				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-28_15				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-29_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-2_34				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-2_35				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-2_36				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-33_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-3_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-4_23				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-52_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-52_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-54_2				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-54_3				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-5_10				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-5_11				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-5_12				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-5_8				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-5_9				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-60_44				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-60_45				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-60_46				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-60_47				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-60_48				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-65_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-65_6				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-65_7				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-65_8				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_34				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_35				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_36				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_37				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_38				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_39				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_40				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_41				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_42				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_43				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_44				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_45				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_46				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-68_47				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-6_25				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-6_26				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-72_10				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-72_3				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-72_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-72_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-72_6				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-72_7				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-72_8				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-72_9				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_11				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_12				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_13				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_14				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_15				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_16				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_17				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_18				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_19				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_20				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_21				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_22				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_23				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_24				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_25				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-73_26				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-74_10				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-74_11				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-74_12				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-74_8				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-74_9				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-77_1				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-78_37				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-78_38				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-7_16				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-7_17				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-7_18				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-7_19				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-7_20				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-7_21				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-7_22				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-80_2				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-80_3				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-80_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-80_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-80_6				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-80_7				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-80_8				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-81_2				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-81_3				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-81_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-82_2				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_10				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_11				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_12				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_13				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_14				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_15				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_16				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_17				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_18				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_19				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_20				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_21				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_22				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_4				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_5				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_6				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_7				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_8				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-84_9				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_10				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_11				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_12				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_13				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_14				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_15				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_16				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_17				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_6				0	1	1	0	1	0	0	0	0
gene-trnaw-cca-87_7				0	1	1	0	1	0	0	0	0
