gene_id	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-LOC120051649	LOC120051649	120051649	protein_coding	NC_052314.1	4117700	4119731	-	0	tetra-peptide repeat homeobox protein 1-like	0	0	0	0	
gene-LOC120051650	LOC120051650	120051650	protein_coding	NC_052314.1	4146012	4152319	-	0	protein phosphatase 1 regulatory subunit 12A-like	3	0	2	1	GO:0004857|GO:0005737|GO:0019208
gene-LOC120051651	LOC120051651	120051651	protein_coding	NC_052314.1	4156719	4171755	+	0	protein phosphatase 1 regulatory subunit 12A-like	6	0	3	3	GO:0004857|GO:0005737|GO:0019208|GO:0019901|GO:0030018|GO:0031672
gene-LOC120051652	LOC120051652	120051652	protein_coding	NC_052314.1	4184352	4218157	+	0	inner centromere protein-like	10	4	1	5	GO:0000281|GO:0000776|GO:0005634|GO:0030496|GO:0032133|GO:0043539|GO:0051257|GO:0051310|GO:0071902|GO:1990385
gene-LOC120051653	LOC120051653	120051653	pseudogene	NC_052307.1	40572374	40590715	+	0		0	0	0	0	
gene-LOC120051656	LOC120051656	120051656	protein_coding	NC_052314.1	4367332	4394980	-	0	mucin-2-like	3	0	1	2	GO:0005515|GO:0005615|GO:0031012
gene-LOC120051657	LOC120051657	120051657	protein_coding	NC_052314.1	4406183	4434980	-	0	mucin-2-like	3	0	1	2	GO:0005515|GO:0005615|GO:0031012
gene-LOC120051658	LOC120051658	120051658	protein_coding	NC_052314.1	4535596	4621997	-	0	potassium voltage-gated channel subfamily C member 1-like	8	2	2	4	GO:0005251|GO:0005515|GO:0008076|GO:0030424|GO:0032590|GO:0032809|GO:0051260|GO:0071805
gene-LOC120051659	LOC120051659	120051659	protein_coding	NC_052314.1	4691142	4763691	+	0	plakophilin-3-like	7	2	1	4	GO:0005634|GO:0005737|GO:0005886|GO:0005912|GO:0007043|GO:0045296|GO:0098609
gene-LOC120051660	LOC120051660	120051660	protein_coding	NC_052314.1	4770513	4822989	-	0	anoctamin-9-like	3	1	1	1	GO:0005254|GO:0005886|GO:1902476
gene-LOC120051661	LOC120051661	120051661	protein_coding	NC_052314.1	4948364	4963182	+	0	vesicular glutamate transporter 2.1-like	9	5	2	2	GO:0005313|GO:0005326|GO:0006820|GO:0030672|GO:0035249|GO:0050803|GO:0055085|GO:0060076|GO:0098700
gene-LOC120051662	LOC120051662	120051662	protein_coding	NC_052314.1	4990481	5026047	+	0	growth arrest-specific protein 2-like	5	1	3	1	GO:0005884|GO:0008017|GO:0008093|GO:0051015|GO:0051764
gene-LOC120051665	LOC120051665	120051665	protein_coding	NC_052314.1	5429332	5434593	-	0	guanine nucleotide-binding protein subunit beta-5a-like	6	2	2	2	GO:0005515|GO:0005737|GO:0005834|GO:0007186|GO:0007212|GO:0030159
gene-LOC120051666	LOC120051666	120051666	protein_coding	NC_052314.1	5436394	5475283	-	0	unconventional myosin-Vc-like	9	2	3	4	GO:0000146|GO:0005524|GO:0005737|GO:0007015|GO:0015629|GO:0016459|GO:0030050|GO:0031982|GO:0051015
gene-LOC120051667	LOC120051667	120051667	protein_coding	NC_052314.1	5498955	5541869	-	0	protogenin B-like	5	2	1	2	GO:0005515|GO:0005886|GO:0007411|GO:0030424|GO:0098609
gene-LOC120051668	LOC120051668	120051668	protein_coding	NC_052314.1	5548845	5560972	-	0	DNA-binding protein RFX7-like	3	1	2	0	GO:0000978|GO:0000981|GO:0006357
gene-LOC120051669	LOC120051669	120051669	protein_coding	NC_052314.1	5614413	5638172	+	0	cingulin-like protein 1	0	0	0	0	
gene-LOC120051670	LOC120051670	120051670	protein_coding	NC_052314.1	5654263	5655018	-	0	extensin-like	0	0	0	0	
gene-LOC120051671	LOC120051671	120051671	protein_coding	NC_052314.1	5761965	5765591	-	0	dual oxidase maturation factor 1-like	2	1	0	1	GO:0005789|GO:0015031
gene-LOC120051672	LOC120051672	120051672	protein_coding	NC_052314.1	5767291	5802517	+	0	dual oxidase 2-like	9	3	4	2	GO:0004601|GO:0005509|GO:0005886|GO:0006952|GO:0006979|GO:0016175|GO:0020037|GO:0042554|GO:0043020
gene-LOC120051675	LOC120051675	120051675	protein_coding	NC_052307.1	41054961	41092257	+	0	coiled-coil domain-containing protein 60-like	0	0	0	0	
gene-LOC120051676	LOC120051676	120051676	pseudogene	NC_052314.1	6140448	6143212	+	0		0	0	0	0	
gene-LOC120051678	LOC120051678	120051678	protein_coding	NC_052314.1	6337216	6346857	+	0	neuronal acetylcholine receptor subunit beta-4-like	10	5	2	3	GO:0004888|GO:0007165|GO:0007268|GO:0022848|GO:0034220|GO:0042391|GO:0043005|GO:0045202|GO:0045211|GO:0050877
gene-LOC120051679	LOC120051679	120051679	protein_coding	NC_052314.1	6396668	6436999	+	0	neuroplastin-like	3	1	1	1	GO:0005911|GO:0050839|GO:0098609
gene-LOC120051680	LOC120051680	120051680	protein_coding	NC_052314.1	6451236	6509479	+	0	potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2-like	4	2	1	1	GO:0005249|GO:0006813|GO:0016020|GO:0055085
gene-LOC120051681	LOC120051681	120051681	pseudogene	NC_052314.1	6513228	6525606	+	0		0	0	0	0	
gene-LOC120051682	LOC120051682	120051682	protein_coding	NC_052314.1	6722563	6851906	+	0	leucine-rich repeat extensin-like protein 2	6	2	1	3	GO:0005546|GO:0005789|GO:0031234|GO:0044232|GO:0061817|GO:2001256
gene-LOC120051683	LOC120051683	120051683	protein_coding	NC_052314.1	6852860	6869249	-	0	hyphal wall protein 2-like	2	1	0	1	GO:0005634|GO:0006357
gene-LOC120051684	LOC120051684	120051684	protein_coding	NC_052314.1	7044334	7104755	+	0	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like	6	2	3	1	GO:0000828|GO:0000829|GO:0005829|GO:0006020|GO:0032958|GO:0033857
gene-LOC120051685	LOC120051685	120051685	protein_coding	NC_052314.1	7177490	7210739	-	0	switch-associated protein 70-like	2	0	0	2	GO:0005634|GO:0005737
gene-LOC120051686	LOC120051686	120051686	pseudogene	NC_052307.1	41103795	41105618	-	0		0	0	0	0	
gene-LOC120051687	LOC120051687	120051687	protein_coding	NC_052314.1	7320825	7324469	+	0	rhombotin-1-like	4	1	2	1	GO:0003713|GO:0005634|GO:0045944|GO:0140297
gene-LOC120051688	LOC120051688	120051688	pseudogene	NC_052314.1	7506805	7546823	+	0		0	0	0	0	
gene-LOC120051689	LOC120051689	120051689	pseudogene	NC_052314.1	8143506	8148707	+	0		0	0	0	0	
gene-LOC120051690	LOC120051690	120051690	pseudogene	NC_052314.1	8209177	8211237	+	0		0	0	0	0	
gene-LOC120051692	LOC120051692	120051692	protein_coding	NC_052314.1	8280850	8323696	+	0	harmonin-like	11	5	1	5	GO:0001917|GO:0002142|GO:0005515|GO:0005886|GO:0005929|GO:0007605|GO:0032426|GO:0042472|GO:0042491|GO:0046549|GO:0060122
gene-LOC120051693	LOC120051693	120051693	protein_coding	NC_052314.1	8486480	8487649	+	0	ATP-sensitive inward rectifier potassium channel 11-like	4	2	1	1	GO:0005886|GO:0015272|GO:0034765|GO:1990573
gene-LOC120051694	LOC120051694	120051694	protein_coding	NC_052314.1	8754953	8764857	-	0	tyrosine-protein phosphatase non-receptor type 5-like	2	1	1	0	GO:0004725|GO:0006470
gene-LOC120051695	LOC120051695	120051695	protein_coding	NC_052314.1	8931538	9022849	-	0	cadherin EGF LAG seven-pass G-type receptor 1-like	6	3	2	1	GO:0004930|GO:0005509|GO:0005886|GO:0007156|GO:0007166|GO:0007186
gene-LOC120051696	LOC120051696	120051696	protein_coding	NC_052314.1	9036606	9069152	-	0	plasma membrane calcium-transporting ATPase 1-like	8	2	4	2	GO:0005388|GO:0005524|GO:0016020|GO:0016887|GO:0030165|GO:0043231|GO:0051480|GO:0070588
gene-LOC120051698	LOC120051698	120051698	protein_coding	NC_052314.1	9087793	9136377	+	0	GRAM domain-containing protein 4-like	3	3	0	0	GO:0006915|GO:0034164|GO:0043280
gene-LOC120051699	LOC120051699	120051699	protein_coding	NC_052314.1	55251	69653	+	0	NACHT, LRR and PYD domains-containing protein 1 homolog	1	1	0	0	GO:0042981
gene-LOC120051700	LOC120051700	120051700	protein_coding	NC_052314.1	723873	727619	+	0	uncharacterized LOC120051700	3	2	1	0	GO:0004197|GO:0006508|GO:0042981
gene-LOC120051701	LOC120051701	120051701	protein_coding	NC_052314.1	9289556	9311015	-	0	zona pellucida sperm-binding protein 3-like	5	3	1	1	GO:0007339|GO:0031012|GO:0032190|GO:0035803|GO:2000344
gene-LOC120051702	LOC120051702	120051702	protein_coding	NC_052314.1	1470725	1471840	-	0	forkhead box protein E1-like	5	3	2	0	GO:0000978|GO:0000981|GO:0006357|GO:0009653|GO:0030154
gene-LOC120051703	LOC120051703	120051703	protein_coding	NC_052314.1	1505242	1520081	-	0	endophilin-A1-like	5	1	1	3	GO:0005515|GO:0005737|GO:0016191|GO:0098793|GO:0098978
gene-LOC120051704	LOC120051704	120051704	protein_coding	NC_052314.1	9386379	9388592	+	0	zona pellucida sperm-binding protein 3-like	5	3	1	1	GO:0007339|GO:0031012|GO:0032190|GO:0035803|GO:2000344
gene-LOC120051705	LOC120051705	120051705	protein_coding	NC_052314.1	2199340	2201997	-	0	zinc-binding protein A33-like	1	0	1	0	GO:0005515
gene-LOC120051706	LOC120051706	120051706	pseudogene	NC_052307.1	41625040	41642490	-	0		0	0	0	0	
gene-LOC120051707	LOC120051707	120051707	protein_coding	NC_052314.1	2952642	2953736	+	0	protein brawnin-like	2	1	0	1	GO:0005739|GO:0034551
gene-LOC120051708	LOC120051708	120051708	protein_coding	NC_052314.1	3155074	3156144	+	0	uncharacterized protein C11orf96 homolog	0	0	0	0	
gene-LOC120051709	LOC120051709	120051709	protein_coding	NC_052314.1	3168880	3172226	+	0	zinc finger protein OZF-like	3	1	2	0	GO:0000978|GO:0003700|GO:0006357
gene-LOC120051710	LOC120051710	120051710	protein_coding	NC_052314.1	9402343	9404556	+	0	zona pellucida sperm-binding protein 3-like	5	3	1	1	GO:0007339|GO:0031012|GO:0032190|GO:0035803|GO:2000344
gene-LOC120051711	LOC120051711	120051711	protein_coding	NC_052314.1	3203605	3213779	+	0	creatine kinase U-type, mitochondrial-like	3	1	1	1	GO:0004111|GO:0005739|GO:0046314
gene-LOC120051712	LOC120051712	120051712	protein_coding	NC_052314.1	3263990	3274954	+	0	retinaldehyde-binding protein 1-like	2	0	1	1	GO:0016020|GO:1902936
gene-LOC120051713	LOC120051713	120051713	protein_coding	NC_052314.1	3347571	3362752	-	0	aggrecan core protein-like	2	1	1	0	GO:0005540|GO:0007155
gene-LOC120051714	LOC120051714	120051714	protein_coding	NC_052314.1	9418305	9420517	+	0	zona pellucida sperm-binding protein 3-like	5	3	1	1	GO:0007339|GO:0031012|GO:0032190|GO:0035803|GO:2000344
gene-LOC120051715	LOC120051715	120051715	lncRNA	NC_052314.1	3588105	3604715	-	0	uncharacterized LOC120051715	0	0	0	0	
gene-LOC120051716	LOC120051716	120051716	protein_coding	NC_052314.1	9434268	9436481	+	0	zona pellucida sperm-binding protein 3-like	5	3	1	1	GO:0007339|GO:0031012|GO:0032190|GO:0035803|GO:2000344
gene-LOC120051718	LOC120051718	120051718	lncRNA	NC_052314.1	4000621	4001386	-	0	uncharacterized LOC120051718	0	0	0	0	
gene-LOC120051719	LOC120051719	120051719	protein_coding	NC_052314.1	4006378	4016466	-	0	heparan-alpha-glucosaminide N-acetyltransferase-like	0	0	0	0	
gene-LOC120051721	LOC120051721	120051721	protein_coding	NC_052314.1	4128712	4143781	+	0	protein phosphatase 1 regulatory subunit 12A-like	6	0	3	3	GO:0004857|GO:0005515|GO:0005737|GO:0019208|GO:0030018|GO:0031672
gene-LOC120051722	LOC120051722	120051722	protein_coding	NC_052314.1	9678237	9681861	-	0	ladderlectin-like	1	0	1	0	GO:0038023
gene-LOC120051725	LOC120051725	120051725	protein_coding	NC_052314.1	9688761	9706835	+	0	ladderlectin-like	1	0	1	0	GO:0038023
gene-LOC120051726	LOC120051726	120051726	protein_coding	NC_052314.1	4639687	4661300	+	0	CD81 antigen-like	1	0	0	1	GO:0016020
gene-LOC120051728	LOC120051728	120051728	protein_coding	NC_052307.1	42441293	42442639	+	0	protein-glutamine gamma-glutamyltransferase K-like	2	1	1	0	GO:0003810|GO:0018149
gene-LOC120051729	LOC120051729	120051729	lncRNA	NC_052314.1	5028142	5031747	-	0	uncharacterized LOC120051729	0	0	0	0	
gene-LOC120051730	LOC120051730	120051730	lncRNA	NC_052314.1	5035269	5037443	-	0	uncharacterized LOC120051730	0	0	0	0	
gene-LOC120051731	LOC120051731	120051731	protein_coding	NC_052314.1	9713740	9819343	+	0	chemokine-like protein TAFA-5	4	1	2	1	GO:0001664|GO:0005615|GO:0007186|GO:0048018
gene-LOC120051732	LOC120051732	120051732	protein_coding	NC_052314.1	5236755	5241717	-	0	transmembrane protein 178B-like	1	0	0	1	GO:0016020
gene-LOC120051733	LOC120051733	120051733	protein_coding	NC_052314.1	5245151	5252603	+	0	transcription factor PU.1-like	5	2	2	1	GO:0000981|GO:0005634|GO:0006357|GO:0030154|GO:0043565
gene-LOC120051734	LOC120051734	120051734	protein_coding	NC_052314.1	5484540	5492278	-	0	cAMP-regulated phosphoprotein 19-like	3	1	1	1	GO:0004864|GO:0005737|GO:0035308
gene-LOC120051735	LOC120051735	120051735	protein_coding	NC_052314.1	5641104	5645340	+	0	cingulin-like protein 1	1	0	0	1	GO:0016459
gene-LOC120051736	LOC120051736	120051736	protein_coding	NC_052314.1	5655301	5672742	+	0	aquaporin-9-like	7	2	3	2	GO:0005886|GO:0006833|GO:0015204|GO:0015250|GO:0015254|GO:0015793|GO:0016323
gene-LOC120051737	LOC120051737	120051737	protein_coding	NC_052314.1	9843655	9845064	+	0	cylicin-2-like	0	0	0	0	
gene-LOC120051738	LOC120051738	120051738	protein_coding	NC_052307.1	43161202	43171251	-	0	leucine zipper putative tumor suppressor 3-like	2	1	0	1	GO:0043197|GO:0061001
gene-LOC120051739	LOC120051739	120051739	lncRNA	NC_052314.1	6276689	6279807	+	0	uncharacterized LOC120051739	0	0	0	0	
gene-LOC120051740	LOC120051740	120051740	protein_coding	NC_052314.1	6537540	6562993	+	0	protein mono-ADP-ribosyltransferase PARP6-like	8	1	3	4	GO:0003950|GO:0005622|GO:0005635|GO:0016020|GO:0019900|GO:0030968|GO:0043539|GO:0071782
gene-LOC120051741	LOC120051741	120051741	protein_coding	NC_052314.1	10033163	10034647	+	0	kelch repeat and BTB domain-containing protein 13	1	0	1	0	GO:0005515
gene-LOC120051743	LOC120051743	120051743	protein_coding	NC_052314.1	10107857	10111982	+	0	acyl-coenzyme A thioesterase 1-like	3	2	1	0	GO:0006631|GO:0006637|GO:0047617
gene-LOC120051744	LOC120051744	120051744	protein_coding	NC_052314.1	7291400	7301364	+	0	ras-related and estrogen-regulated growth inhibitor-like protein	2	0	2	0	GO:0003924|GO:0005525
gene-LOC120051745	LOC120051745	120051745	protein_coding	NC_052314.1	7342597	7346395	-	0	proteasome subunit alpha type-1-like	4	1	0	3	GO:0005634|GO:0005839|GO:0006511|GO:0019773
gene-LOC120051746	LOC120051746	120051746	protein_coding	NC_052314.1	7368207	7371729	+	0	calcitonin-1-like	3	0	2	1	GO:0005179|GO:0005576|GO:0031716
gene-LOC120051747	LOC120051747	120051747	protein_coding	NC_052314.1	7442379	7483207	+	0	protein inscuteable homolog	7	4	2	1	GO:0000132|GO:0005515|GO:0008093|GO:0008356|GO:0009786|GO:0045176|GO:0045179
gene-LOC120051748	LOC120051748	120051748	protein_coding	NC_052314.1	10124832	10126741	-	0	uncharacterized protein K02A2.6-like	2	1	1	0	GO:0003676|GO:0015074
gene-LOC120051749	LOC120051749	120051749	pseudogene	NC_052307.1	43182135	43193089	+	0		0	0	0	0	
gene-LOC120051750	LOC120051750	120051750	protein_coding	NC_052314.1	8256437	8265251	+	0	ras-related protein Rab-19-like	3	0	2	1	GO:0003924|GO:0005525|GO:0005802
gene-LOC120051752	LOC120051752	120051752	protein_coding	NC_052314.1	10128670	10132585	-	0	acyl-coenzyme A thioesterase 1-like	3	2	1	0	GO:0006631|GO:0006637|GO:0047617
gene-LOC120051753	LOC120051753	120051753	protein_coding	NC_052314.1	9609273	9612210	+	0	gamma-crystallin M2-like	3	2	1	0	GO:0002088|GO:0005212|GO:0007601
gene-LOC120051754	LOC120051754	120051754	protein_coding	NC_052314.1	10143615	10333696	+	0	metabotropic glutamate receptor 8	4	2	1	1	GO:0001642|GO:0007216|GO:0016020|GO:0051966
gene-LOC120051755	LOC120051755	120051755	protein_coding	NC_052314.1	10450565	10457209	+	0	prosaposin receptor GPR37-like	6	2	2	2	GO:0005886|GO:0007193|GO:0008528|GO:0036505|GO:0043235|GO:0043410
gene-LOC120051757	LOC120051757	120051757	protein_coding	NC_052314.1	11317256	11327885	-	0	cathepsin D-like	2	1	1	0	GO:0004190|GO:0006508
gene-LOC120051758	LOC120051758	120051758	protein_coding	NC_052314.1	11346849	11350007	+	0	synaptotagmin-1-like	13	5	5	3	GO:0001786|GO:0005509|GO:0005544|GO:0014059|GO:0017158|GO:0019905|GO:0030276|GO:0030424|GO:0030672|GO:0031045|GO:0048488|GO:0048791|GO:0071277
gene-LOC120051760	LOC120051760	120051760	protein_coding	NC_052314.1	11356167	11362792	+	0	uncharacterized LOC120051760	3	1	1	1	GO:0005737|GO:0006470|GO:0008138
gene-LOC120051761	LOC120051761	120051761	protein_coding	NC_052314.1	11375108	11382215	+	0	troponin I, fast skeletal muscle-like	2	1	0	1	GO:0005861|GO:0006936
gene-LOC120051762	LOC120051762	120051762	protein_coding	NC_052314.1	11367305	11373699	+	0	troponin I, fast skeletal muscle-like	2	1	0	1	GO:0005861|GO:0006936
gene-LOC120051763	LOC120051763	120051763	protein_coding	NC_052314.1	11503781	11514643	+	0	troponin T, fast skeletal muscle isoforms-like	7	3	3	1	GO:0005523|GO:0005861|GO:0006936|GO:0006937|GO:0030172|GO:0031013|GO:0045214
gene-LOC120051764	LOC120051764	120051764	protein_coding	NC_052314.1	11520934	11522932	-	0	myoblast determination protein 1 homolog 2	6	3	3	0	GO:0000978|GO:0000981|GO:0006357|GO:0007517|GO:0045663|GO:0046983
gene-LOC120051765	LOC120051765	120051765	protein_coding	NC_052314.1	10482512	10484725	-	0	hyaluronidase-5-like	4	2	1	1	GO:0001669|GO:0004415|GO:0005975|GO:0030214
gene-LOC120051766	LOC120051766	120051766	protein_coding	NC_052314.1	11752968	11757690	-	0	5-hydroxyisourate hydrolase-like	2	1	1	0	GO:0006144|GO:0033971
gene-LOC120051767	LOC120051767	120051767	protein_coding	NC_052314.1	11900982	11910034	-	0	mixed lineage kinase domain-like protein	5	2	2	1	GO:0004672|GO:0005524|GO:0005886|GO:0006468|GO:0007166
gene-LOC120051768	LOC120051768	120051768	pseudogene	NC_052307.1	43934592	43935642	+	0		0	0	0	0	
gene-LOC120051770	LOC120051770	120051770	lncRNA	NC_052314.1	12017393	12019607	+	0	uncharacterized LOC120051770	0	0	0	0	
gene-LOC120051771	LOC120051771	120051771	protein_coding	NC_052314.1	10489746	10496980	-	0	hyaluronidase-4-like	3	2	1	0	GO:0004415|GO:0005975|GO:0030214
gene-LOC120051773	LOC120051773	120051773	pseudogene	NC_052314.1	10532672	10537952	-	0		0	0	0	0	
gene-LOC120051774	LOC120051774	120051774	protein_coding	NC_052314.1	12287857	12293534	+	0	arg8-vasotocin receptor-like	6	3	2	1	GO:0001992|GO:0005000|GO:0007186|GO:0016020|GO:0042277|GO:0045907
gene-LOC120051775	LOC120051775	120051775	protein_coding	NC_052314.1	13054338	13075034	+	0	protein PML-like	4	1	2	1	GO:0003676|GO:0005737|GO:0006308|GO:0008296
gene-LOC120051777	LOC120051777	120051777	protein_coding	NC_052307.1	44231153	44244966	-	0	fibroblast growth factor 10-like	18	13	3	2	GO:0001934|GO:0005111|GO:0005615|GO:0005737|GO:0008083|GO:0008543|GO:0009887|GO:0010628|GO:0010634|GO:0030154|GO:0042056|GO:0042060|GO:0050679|GO:0050918|GO:0060173|GO:0061033|GO:0070374|GO:0090263
gene-LOC120051778	LOC120051778	120051778	pseudogene	NC_052314.1	13092686	13096522	-	0		0	0	0	0	
gene-LOC120051780	LOC120051780	120051780	protein_coding	NC_052314.1	13261184	13316667	-	0	protein Wnt-7b	9	5	2	2	GO:0005109|GO:0005125|GO:0005576|GO:0005615|GO:0007275|GO:0030182|GO:0045165|GO:0046330|GO:0060070
gene-LOC120051781	LOC120051781	120051781	protein_coding	NC_052314.1	10887787	10889824	+	0	fez family zinc finger protein 1-like	1	0	0	1	GO:0005634
gene-LOC120051782	LOC120051782	120051782	protein_coding	NC_052314.1	14051562	14059946	-	0	zinc finger protein 287-like	3	1	2	0	GO:0000978|GO:0003700|GO:0006357
gene-LOC120051783	LOC120051783	120051783	protein_coding	NC_052314.1	10925183	10982847	-	0	receptor-type tyrosine-protein phosphatase zeta-like	3	1	2	0	GO:0004725|GO:0005515|GO:0035335
gene-LOC120051785	LOC120051785	120051785	lncRNA	NC_052314.1	14495936	14501913	-	0	uncharacterized LOC120051785	0	0	0	0	
gene-LOC120051786	LOC120051786	120051786	protein_coding	NC_052314.1	14943232	14944497	+	0	secreted frizzled-related protein 5-like	5	3	1	1	GO:0005615|GO:0017147|GO:0035567|GO:0060070|GO:0090090
gene-LOC120051787	LOC120051787	120051787	protein_coding	NC_052307.1	44257622	44297506	-	0	A disintegrin and metalloproteinase with thrombospondin motifs 12-like	4	2	1	1	GO:0004222|GO:0006508|GO:0030198|GO:0031012
gene-LOC120051788	LOC120051788	120051788	protein_coding	NC_052314.1	15102287	15103684	+	0	mast cell protease 2-like	2	1	1	0	GO:0004252|GO:0006508
gene-LOC120051789	LOC120051789	120051789	protein_coding	NC_052314.1	15104119	15105984	+	0	complement factor D-like	2	1	1	0	GO:0004252|GO:0006508
gene-LOC120051790	LOC120051790	120051790	protein_coding	NC_052314.1	15134758	15136506	-	0	MICOS complex subunit MIC13-like	3	1	0	2	GO:0042407|GO:0044284|GO:0061617
gene-LOC120051791	LOC120051791	120051791	protein_coding	NC_052314.1	15154059	15157808	+	0	hydroxysteroid 11-beta-dehydrogenase 1-like protein	2	0	1	1	GO:0016491|GO:0043231
gene-LOC120051793	LOC120051793	120051793	protein_coding	NC_052314.1	11179468	11213947	-	0	D(4) dopamine receptor-like	5	2	2	1	GO:0001591|GO:0004930|GO:0005886|GO:0007195|GO:0071880
gene-LOC120051794	LOC120051794	120051794	protein_coding	NC_052314.1	16143827	16160089	+	0	hepatocyte nuclear factor 6-like	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-LOC120051795	LOC120051795	120051795	lncRNA	NC_052314.1	16382918	16383895	+	0	uncharacterized LOC120051795	0	0	0	0	
gene-LOC120051796	LOC120051796	120051796	protein_coding	NC_052314.1	16722838	16742964	-	0	transmembrane protein 59-like	0	0	0	0	
gene-LOC120051797	LOC120051797	120051797	protein_coding	NC_052314.1	16744683	16756936	+	0	cytokine receptor-like factor 1	4	1	2	1	GO:0004896|GO:0005515|GO:0009897|GO:0019221
gene-LOC120051798	LOC120051798	120051798	pseudogene	NC_052307.1	44349405	44353902	-	0		0	0	0	0	
gene-LOC120051801	LOC120051801	120051801	lncRNA	NC_052314.1	16840248	16843180	-	0	uncharacterized LOC120051801	0	0	0	0	
gene-LOC120051803	LOC120051803	120051803	protein_coding	NC_052314.1	16949632	16951781	-	0	sphingosine 1-phosphate receptor 3-like	3	1	1	1	GO:0007186|GO:0016020|GO:0038036
gene-LOC120051804	LOC120051804	120051804	protein_coding	NC_052314.1	11388543	11397551	+	0	troponin I, fast skeletal muscle-like	2	1	0	1	GO:0005861|GO:0006936
gene-LOC120051805	LOC120051805	120051805	protein_coding	NC_052314.1	17074880	17106314	+	0	phospholipid phosphatase 2-like	4	3	1	0	GO:0006644|GO:0007165|GO:0008195|GO:0046839
gene-LOC120051806	LOC120051806	120051806	protein_coding	NC_052314.1	17481865	17506643	+	0	guanine nucleotide-binding protein subunit alpha-11-like	8	3	4	1	GO:0001508|GO:0001664|GO:0003924|GO:0005834|GO:0007188|GO:0019001|GO:0031683|GO:0060158
gene-LOC120051807	LOC120051807	120051807	protein_coding	NC_052314.1	17725487	17741010	-	0	chromatin assembly factor 1 subunit A-like	3	1	0	2	GO:0005634|GO:0006334|GO:0033186
gene-LOC120051808	LOC120051808	120051808	protein_coding	NC_052314.1	17789226	17795972	+	0	fibronectin type III and SPRY domain-containing protein 1	1	0	1	0	GO:0005515
gene-LOC120051809	LOC120051809	120051809	pseudogene	NC_052307.1	44593916	44604231	+	0		0	0	0	0	
gene-LOC120051810	LOC120051810	120051810	protein_coding	NC_052314.1	17940209	17994732	-	0	semaphorin-6B-like	9	6	2	1	GO:0001755|GO:0005615|GO:0007411|GO:0030215|GO:0030335|GO:0045499|GO:0048843|GO:0050919|GO:0071526
gene-LOC120051811	LOC120051811	120051811	protein_coding	NC_052314.1	18102913	18116140	+	0	perilipin-3-like	4	2	0	2	GO:0005811|GO:0005829|GO:0010890|GO:0019915
gene-LOC120051812	LOC120051812	120051812	pseudogene	NC_052314.1	11525109	11537361	-	0		0	0	0	0	
gene-LOC120051813	LOC120051813	120051813	protein_coding	NC_052314.1	18351347	18358608	+	0	vesicle-trafficking protein SEC22b-B-like	9	3	1	5	GO:0000139|GO:0005484|GO:0005789|GO:0005793|GO:0006888|GO:0006890|GO:0012507|GO:0031201|GO:0048280
gene-LOC120051814	LOC120051814	120051814	protein_coding	NC_052314.1	18472874	18474846	-	0	protein FAM78B	0	0	0	0	
gene-LOC120051815	LOC120051815	120051815	lncRNA	NC_052314.1	18482859	18484454	+	0	uncharacterized LOC120051815	0	0	0	0	
gene-LOC120051816	LOC120051816	120051816	protein_coding	NC_052314.1	18507674	18508924	+	0	forkhead box protein E4-like	5	3	2	0	GO:0000978|GO:0000981|GO:0006357|GO:0009653|GO:0030154
gene-LOC120051817	LOC120051817	120051817	protein_coding	NC_052314.1	18514233	18515339	+	0	forkhead box protein D2-like	5	3	2	0	GO:0000978|GO:0000981|GO:0006357|GO:0009653|GO:0030154
gene-LOC120051818	LOC120051818	120051818	protein_coding	NC_052314.1	19473471	19477488	+	0	tyrosine-protein kinase ZAP-70-like	10	5	3	2	GO:0004715|GO:0005102|GO:0005524|GO:0005737|GO:0006468|GO:0007169|GO:0030154|GO:0031234|GO:0035556|GO:0045087
gene-LOC120051819	LOC120051819	120051819	protein_coding	NC_052314.1	19813753	19818421	-	0	deoxyhypusine hydroxylase	2	1	1	0	GO:0008612|GO:0019135
gene-LOC120051820	LOC120051820	120051820	protein_coding	NC_052307.1	2600709	2622168	-	0	Golgi phosphoprotein 3	8	4	1	3	GO:0005802|GO:0005829|GO:0006890|GO:0007030|GO:0031985|GO:0043001|GO:0048194|GO:0070273
gene-LOC120051821	LOC120051821	120051821	protein_coding	NC_052307.1	44662277	44705199	-	0	lipoxygenase homology domain-containing protein 1-like	1	0	1	0	GO:0005515
gene-LOC120051822	LOC120051822	120051822	protein_coding	NC_052314.1	19872762	19892838	-	0	tetratricopeptide repeat protein 39C	3	2	1	0	GO:0005515|GO:0032474|GO:0060271
gene-LOC120051823	LOC120051823	120051823	protein_coding	NC_052314.1	19919125	19923662	+	0	ankyrin repeat domain-containing protein 29-like	1	0	1	0	GO:0005515
gene-LOC120051824	LOC120051824	120051824	protein_coding	NC_052314.1	11662744	11734449	+	0	voltage-dependent calcium channel subunit alpha-2/delta-4-like	2	0	1	1	GO:0005245|GO:0005891
