site_id	chrom	pos	meth_diff	direction	gene_id	symbol	product	biotype	location_class	in_promoter	exon_overlap	distance_bp
NW_024059257.1:26494	NW_024059257.1	26494	-20.34	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	promoter	1	0	1584
NW_024059257.1:26494	NW_024059257.1	26494	-20.34	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3987
NW_024059257.1:26494	NW_024059257.1	26494	-20.34	hypo_siscowet	gene-LOC120038884	LOC120038884		pseudogene	upstream<=5kb	0	0	4510
NW_024059257.1:26504	NW_024059257.1	26504	-22.05	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	promoter	1	0	1594
NW_024059257.1:26504	NW_024059257.1	26504	-22.05	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3997
NW_024059257.1:26504	NW_024059257.1	26504	-22.05	hypo_siscowet	gene-LOC120038884	LOC120038884		pseudogene	upstream<=5kb	0	0	4520
NW_024059257.1:26795	NW_024059257.1	26795	-19.70	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	promoter	1	0	1885
NW_024059257.1:26795	NW_024059257.1	26795	-19.70	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4288
NW_024059257.1:26795	NW_024059257.1	26795	-19.70	hypo_siscowet	gene-LOC120038884	LOC120038884		pseudogene	upstream<=5kb	0	0	4811
NW_024059257.1:26836	NW_024059257.1	26836	-19.83	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	promoter	1	0	1926
NW_024059257.1:26836	NW_024059257.1	26836	-19.83	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4329
NW_024059257.1:26836	NW_024059257.1	26836	-19.83	hypo_siscowet	gene-LOC120038884	LOC120038884		pseudogene	upstream<=5kb	0	0	4852
NW_024059257.1:26869	NW_024059257.1	26869	-25.17	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	promoter	1	0	1959
NW_024059257.1:26869	NW_024059257.1	26869	-25.17	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4362
NW_024059257.1:26869	NW_024059257.1	26869	-25.17	hypo_siscowet	gene-LOC120038884	LOC120038884		pseudogene	upstream<=5kb	0	0	4885
NW_024059257.1:26880	NW_024059257.1	26880	-18.39	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	promoter	1	0	1970
NW_024059257.1:26880	NW_024059257.1	26880	-18.39	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4373
NW_024059257.1:26880	NW_024059257.1	26880	-18.39	hypo_siscowet	gene-LOC120038884	LOC120038884		pseudogene	upstream<=5kb	0	0	4896
NW_024059257.1:26905	NW_024059257.1	26905	-19.63	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	promoter	1	0	1995
NW_024059257.1:26905	NW_024059257.1	26905	-19.63	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4398
NW_024059257.1:26905	NW_024059257.1	26905	-19.63	hypo_siscowet	gene-LOC120038884	LOC120038884		pseudogene	upstream<=5kb	0	0	4921
NW_024059257.1:27014	NW_024059257.1	27014	-23.77	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2104
NW_024059257.1:27014	NW_024059257.1	27014	-23.77	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4507
NW_024059257.1:27230	NW_024059257.1	27230	-15.94	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2320
NW_024059257.1:27230	NW_024059257.1	27230	-15.94	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4723
NW_024059257.1:27309	NW_024059257.1	27309	-21.46	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2399
NW_024059257.1:27309	NW_024059257.1	27309	-21.46	hypo_siscowet	gene-LOC120038882	LOC120038882	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4802
NW_024059257.1:27527	NW_024059257.1	27527	-17.45	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2617
NW_024059257.1:28046	NW_024059257.1	28046	-25.89	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3136
NW_024059257.1:28083	NW_024059257.1	28083	-30.51	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3173
NW_024059257.1:28151	NW_024059257.1	28151	-31.78	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3241
NW_024059257.1:28163	NW_024059257.1	28163	-29.83	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3253
NW_024059257.1:28204	NW_024059257.1	28204	-33.00	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3294
NW_024059257.1:28246	NW_024059257.1	28246	-34.99	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3336
NW_024059257.1:28283	NW_024059257.1	28283	-31.67	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3373
NW_024059257.1:28317	NW_024059257.1	28317	-32.48	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3407
NW_024059257.1:28351	NW_024059257.1	28351	-32.84	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3441
NW_024059257.1:28363	NW_024059257.1	28363	-23.61	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3453
NW_024059257.1:28404	NW_024059257.1	28404	-26.03	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3494
NW_024059257.1:28446	NW_024059257.1	28446	-26.05	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3536
NW_024059257.1:28517	NW_024059257.1	28517	-25.41	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3607
NW_024059257.1:28604	NW_024059257.1	28604	-22.20	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3694
NW_024059257.1:28646	NW_024059257.1	28646	-19.10	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3736
NW_024059257.1:28683	NW_024059257.1	28683	-20.23	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3773
NW_024059257.1:28717	NW_024059257.1	28717	-24.20	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3807
NW_024059257.1:28763	NW_024059257.1	28763	-24.56	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3853
NW_024059257.1:28917	NW_024059257.1	28917	-19.76	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4007
NW_024059257.1:28994	NW_024059257.1	28994	-24.16	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4084
NW_024059257.1:29004	NW_024059257.1	29004	-21.93	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4094
NW_024059257.1:29046	NW_024059257.1	29046	-23.87	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4136
NW_024059257.1:29173	NW_024059257.1	29173	-21.08	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4263
NW_024059257.1:29204	NW_024059257.1	29204	-23.89	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4294
NW_024059257.1:29246	NW_024059257.1	29246	-24.73	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4336
NW_024059257.1:29351	NW_024059257.1	29351	-33.04	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4441
NW_024059257.1:29363	NW_024059257.1	29363	-18.31	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4453
NW_024059257.1:29446	NW_024059257.1	29446	-18.79	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4536
NW_024059257.1:29483	NW_024059257.1	29483	-19.68	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4573
NW_024059257.1:29517	NW_024059257.1	29517	-18.62	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4607
NW_024059257.1:29573	NW_024059257.1	29573	-22.42	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4663
NW_024059257.1:29646	NW_024059257.1	29646	-19.58	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4736
NW_024059257.1:29683	NW_024059257.1	29683	-21.58	hypo_siscowet	gene-LOC120038883	LOC120038883	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4773
NW_024059262.1:27803	NW_024059262.1	27803	-35.26	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4999
NW_024059262.1:27845	NW_024059262.1	27845	-33.83	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4957
NW_024059262.1:27993	NW_024059262.1	27993	-34.57	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4809
NW_024059262.1:28027	NW_024059262.1	28027	-37.33	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4775
NW_024059262.1:28064	NW_024059262.1	28064	-34.66	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4738
NW_024059262.1:28106	NW_024059262.1	28106	-33.30	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4696
NW_024059262.1:28116	NW_024059262.1	28116	-30.13	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4686
NW_024059262.1:28147	NW_024059262.1	28147	-29.14	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4655
NW_024059262.1:28193	NW_024059262.1	28193	-30.27	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4609
NW_024059262.1:28227	NW_024059262.1	28227	-28.31	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4575
NW_024059262.1:28264	NW_024059262.1	28264	-33.10	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4538
NW_024059262.1:28306	NW_024059262.1	28306	-37.60	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4496
NW_024059262.1:28347	NW_024059262.1	28347	-35.27	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4455
NW_024059262.1:28359	NW_024059262.1	28359	-38.51	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4443
NW_024059262.1:28393	NW_024059262.1	28393	-32.32	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4409
NW_024059262.1:28427	NW_024059262.1	28427	-32.68	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4375
NW_024059262.1:28464	NW_024059262.1	28464	-36.78	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4338
NW_024059262.1:28506	NW_024059262.1	28506	-34.63	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4296
NW_024059262.1:28547	NW_024059262.1	28547	-34.48	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4255
NW_024059262.1:28593	NW_024059262.1	28593	-37.19	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4209
NW_024059262.1:28627	NW_024059262.1	28627	-38.20	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4175
NW_024059262.1:28664	NW_024059262.1	28664	-34.67	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4138
NW_024059262.1:28706	NW_024059262.1	28706	-35.15	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4096
NW_024059262.1:28716	NW_024059262.1	28716	-27.34	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4086
NW_024059262.1:28747	NW_024059262.1	28747	-31.06	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4055
NW_024059262.1:28793	NW_024059262.1	28793	-34.38	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4009
NW_024059262.1:28827	NW_024059262.1	28827	-37.12	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3975
NW_024059262.1:28864	NW_024059262.1	28864	-38.38	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3938
NW_024059262.1:28906	NW_024059262.1	28906	-37.30	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3896
NW_024059262.1:28959	NW_024059262.1	28959	-23.69	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3843
NW_024059262.1:29064	NW_024059262.1	29064	-38.16	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3738
NW_024059262.1:29106	NW_024059262.1	29106	-36.54	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3696
NW_024059262.1:29147	NW_024059262.1	29147	-38.72	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3655
NW_024059262.1:29193	NW_024059262.1	29193	-34.39	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3609
NW_024059262.1:29227	NW_024059262.1	29227	-33.59	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3575
NW_024059262.1:29593	NW_024059262.1	29593	-33.46	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3209
NW_024059262.1:29627	NW_024059262.1	29627	-31.24	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3175
NW_024059262.1:29664	NW_024059262.1	29664	-28.07	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3138
NW_024059262.1:30136	NW_024059262.1	30136	-30.05	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2666
NW_024059262.1:30521	NW_024059262.1	30521	-18.68	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4684
NW_024059262.1:30521	NW_024059262.1	30521	-18.68	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2281
NW_024059262.1:30805	NW_024059262.1	30805	-24.39	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4400
NW_024059262.1:30805	NW_024059262.1	30805	-24.39	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1997
NW_024059262.1:30830	NW_024059262.1	30830	-25.86	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4375
NW_024059262.1:30830	NW_024059262.1	30830	-25.86	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1972
NW_024059262.1:30841	NW_024059262.1	30841	-28.71	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4364
NW_024059262.1:30841	NW_024059262.1	30841	-28.71	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1961
NW_024059262.1:30915	NW_024059262.1	30915	-20.08	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4290
NW_024059262.1:30915	NW_024059262.1	30915	-20.08	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1887
NW_024059262.1:31206	NW_024059262.1	31206	-23.97	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3999
NW_024059262.1:31206	NW_024059262.1	31206	-23.97	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1596
NW_024059262.1:31216	NW_024059262.1	31216	-24.29	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3989
NW_024059262.1:31216	NW_024059262.1	31216	-24.29	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1586
NW_024059262.1:31224	NW_024059262.1	31224	-33.11	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3981
NW_024059262.1:31224	NW_024059262.1	31224	-33.11	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1578
NW_024059262.1:31233	NW_024059262.1	31233	-32.78	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3972
NW_024059262.1:31233	NW_024059262.1	31233	-32.78	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1569
NW_024059262.1:31236	NW_024059262.1	31236	-36.85	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3969
NW_024059262.1:31236	NW_024059262.1	31236	-36.85	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1566
NW_024059262.1:31274	NW_024059262.1	31274	-32.42	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3931
NW_024059262.1:31274	NW_024059262.1	31274	-32.42	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1528
NW_024059262.1:31277	NW_024059262.1	31277	-30.84	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3928
NW_024059262.1:31277	NW_024059262.1	31277	-30.84	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1525
NW_024059262.1:31279	NW_024059262.1	31279	-27.93	hypo_siscowet	gene-LOC120038925	LOC120038925	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3926
NW_024059262.1:31279	NW_024059262.1	31279	-27.93	hypo_siscowet	gene-LOC120038927	LOC120038927	18S ribosomal RNA	rRNA	promoter	1	0	1523
NW_024059317.1:5302	NW_024059317.1	5302	-15.10	hypo_siscowet	gene-LOC120039005	LOC120039005	sodium/hydrogen exchanger 9B2-like	protein_coding	downstream<=5kb	0	0	1645
NW_024059323.1:30703	NW_024059323.1	30703	-18.58	hypo_siscowet	gene-LOC120039027	LOC120039027	18S ribosomal RNA	rRNA	promoter	1	0	1603
NW_024059323.1:30703	NW_024059323.1	30703	-18.58	hypo_siscowet	gene-LOC120039026	LOC120039026	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4006
NW_024059323.1:33107	NW_024059323.1	33107	-38.65	hypo_siscowet	gene-LOC120039027	LOC120039027	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4007
NW_024059329.1:17877	NW_024059329.1	17877	-25.75	hypo_siscowet	gene-LOC120039039	LOC120039039	U1 spliceosomal RNA	snRNA	downstream<=5kb	0	0	2646
NW_024059329.1:17877	NW_024059329.1	17877	-25.75	hypo_siscowet	gene-LOC120039043	LOC120039043	5S ribosomal RNA	rRNA	promoter	1	0	1859
NW_024059329.1:17877	NW_024059329.1	17877	-25.75	hypo_siscowet	gene-LOC120039038	LOC120039038	U1 spliceosomal RNA	snRNA	promoter	1	0	976
NW_024059372.1:4000	NW_024059372.1	4000	-25.87	hypo_siscowet	gene-LOC120039090	LOC120039090	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	4807
NW_024059385.1:6239	NW_024059385.1	6239	-23.42	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1470
NW_024059385.1:6239	NW_024059385.1	6239	-23.42	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3873
NW_024059385.1:6290	NW_024059385.1	6290	-29.50	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1521
NW_024059385.1:6290	NW_024059385.1	6290	-29.50	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3924
NW_024059385.1:6292	NW_024059385.1	6292	-35.17	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1523
NW_024059385.1:6292	NW_024059385.1	6292	-35.17	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3926
NW_024059385.1:6295	NW_024059385.1	6295	-34.59	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1526
NW_024059385.1:6295	NW_024059385.1	6295	-34.59	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3929
NW_024059385.1:6333	NW_024059385.1	6333	-35.59	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1564
NW_024059385.1:6333	NW_024059385.1	6333	-35.59	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3967
NW_024059385.1:6336	NW_024059385.1	6336	-29.73	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1567
NW_024059385.1:6336	NW_024059385.1	6336	-29.73	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3970
NW_024059385.1:6345	NW_024059385.1	6345	-27.43	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1576
NW_024059385.1:6345	NW_024059385.1	6345	-27.43	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3979
NW_024059385.1:6353	NW_024059385.1	6353	-24.04	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1584
NW_024059385.1:6353	NW_024059385.1	6353	-24.04	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	3987
NW_024059385.1:6695	NW_024059385.1	6695	-32.96	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1926
NW_024059385.1:6695	NW_024059385.1	6695	-32.96	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4329
NW_024059385.1:6728	NW_024059385.1	6728	-31.96	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	promoter	1	0	1959
NW_024059385.1:6728	NW_024059385.1	6728	-31.96	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4362
NW_024059385.1:7131	NW_024059385.1	7131	-22.36	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2362
NW_024059385.1:7131	NW_024059385.1	7131	-22.36	hypo_siscowet	gene-LOC120039105	LOC120039105	5.8S ribosomal RNA	rRNA	upstream<=5kb	0	0	4765
NW_024059385.1:7676	NW_024059385.1	7676	-17.26	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2907
NW_024059385.1:7697	NW_024059385.1	7697	-15.86	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2928
NW_024059385.1:7718	NW_024059385.1	7718	-16.30	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	2949
NW_024059385.1:7905	NW_024059385.1	7905	-22.74	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3136
NW_024059385.1:7942	NW_024059385.1	7942	-23.73	hypo_siscowet	gene-LOC120039107	LOC120039107	18S ribosomal RNA	rRNA	upstream<=5kb	0	0	3173
